date,geo,population,revenue,competitor_index,tv_spend,tv_impressions,ooh_spend,ooh_impressions,social_spend,social_impressions,display_spend,display_impressions,search_spend,search_impressions
2023-11-20,geo_1,14000000,2070841.29,101.326,146170.28,9891378,41078.5,7642892,23515.18,3421059,21017.66,4002383,87254.77,3304806
2023-11-27,geo_1,14000000,1687907.87,99.092,133948.78,9941553,42310.04,7594126,22913.29,3035044,21303.6,4115246,79555.8,2784353
2023-12-04,geo_1,14000000,2026058.52,101.173,41950.11,3080288,52474.67,10664354,59456.84,8050297,19974.36,3768199,37320.18,1452430
2023-12-11,geo_1,14000000,1907315.21,101.478,155311.66,10415946,10963.72,2217649,44322.09,5995369,20142.13,3796085,34255.66,1412711
2023-12-18,geo_1,14000000,1856722.09,100.069,157110.96,10631991,44940.64,8448167,45379.47,6735369,18564.95,3725655,40115.22,1427165
2023-12-25,geo_1,14000000,2207098.3,102.169,137531.03,9613805,40507.4,7338934,20570.76,2610792,20298.09,3502778,43207.22,1693455
2024-01-01,geo_1,14000000,2161071.99,101.015,196362.41,14058366,43905.93,8947720,19531.8,2507326,17470.66,3119586,41255.15,1705530
2024-01-08,geo_1,14000000,2011728.31,103.648,42542.51,3263897,41193.55,7393205,24009.98,3200948,19814.12,3440386,79163.21,2991267
2024-01-15,geo_1,14000000,2032418.97,101.01,35941.52,2475975,10497.22,1871743,56415.89,8335253,14971.05,3107524,84323.95,3144902
2024-01-22,geo_1,14000000,2011046.46,102.534,195192.59,13085322,13067.17,2631664,60129.92,8335119,16151.39,3253970,49955.63,1666276
2024-01-29,geo_1,14000000,1988495.38,104.385,137870.79,9087338,45048.27,8532683,57829.58,9299660,16841.56,2724805,42059.69,1622524
2024-02-05,geo_1,14000000,2172888.28,102.604,175820.92,12464855,38565.81,6938408,23076.55,2967565,17979.49,3192555,38371.74,1487422
2024-02-12,geo_1,14000000,1818052.52,104.178,141822.13,10354641,37264.18,6198451,23883.82,3559826,15737.3,2900027,44517.81,1759548
2024-02-19,geo_1,14000000,1827189.58,102.53,34475.08,2558821,34271.42,6496310,24379.59,3370171,18405.75,3783512,40162.42,1695886
2024-02-26,geo_1,14000000,2005753.81,102.973,34094.22,2475567,11296.47,2105175,55423.94,8085567,18988.7,3340269,35362.73,1349255
2024-03-04,geo_1,14000000,1930248.5,102.7,32393.85,2441086,10388.55,1832893,66192.78,8707323,20659.3,3939475,40658.65,1629903
2024-03-11,geo_1,14000000,2091383.21,104.648,34046.39,2692287,8677.11,1560294,55916.03,7329953,19260.19,3328956,39381.98,1390651
2024-03-18,geo_1,14000000,1715912.55,104.697,40303.93,2679437,11974.27,2289406,19429.88,2834104,19404.32,3896236,44092.62,1630821
2024-03-25,geo_1,14000000,1931107.79,100.552,38473.9,2812388,33992.44,5603041,17912.5,2567847,18397.28,3620455,35782.29,1394987
2024-04-01,geo_1,14000000,1877337.93,100.634,32373.57,2498779,38169.45,7299087,23594.1,3259491,16125.6,3494700,41308.98,1451284
2024-04-08,geo_1,14000000,1960255.29,100.767,39392.62,2722609,40373.98,7640863,21049.01,3313592,18877.73,3546156,42008.49,1585038
2024-04-15,geo_1,14000000,1951329.95,101.662,32199.74,2415966,38474.27,8309973,20909.3,2998978,16997.33,3196219,42462.1,1703225
2024-04-22,geo_1,14000000,1867988.85,99.198,39786.63,2835939,9481.02,1714321,18578.44,2691857,19160.25,3590798,41866.26,1567814
2024-04-29,geo_1,14000000,1796260.59,100.564,34602.19,2463260,10607.77,1839514,22672.98,2966834,53703.23,9993779,41133.19,1465090
2024-05-06,geo_1,14000000,2066564.08,96.773,36478.59,2682340,10172.59,1941955,24262.73,3439147,46023.48,9258501,39086.12,1438339
2024-05-13,geo_1,14000000,2180374.97,99.005,41564.42,2736192,38895.97,6757427,21364.26,2865087,40731.05,7874029,39056.36,1561876
2024-05-20,geo_1,14000000,1612652.86,100.581,27056.26,2168130,27609.62,5073498,17666.53,2515696,15773.35,2794118,40755.94,1576649
2024-05-27,geo_1,14000000,1911948.98,100.363,46907.32,3167613,49034.46,9021469,19800.15,2878792,14120.17,2527661,38365.51,1582691
2024-06-03,geo_1,14000000,1833010.95,101.285,54767.17,3856169,57588.11,11151421,20937.66,2703773,12680.16,2273094,38116.95,1349296
2024-06-10,geo_1,14000000,1908593.97,100.982,43699.6,2908658,12468.54,2368887,18504.11,2536317,33260.9,5853608,39735.61,1407537
2024-06-17,geo_1,14000000,1802457.84,100.442,41550.87,3311483,14247.69,2619063,18706.93,2796583,38446.58,7387385,40436.7,1571375
2024-06-24,geo_1,14000000,1882782.3,101.85,34758.49,2737131,12461.33,2484803,18837.58,2675795,34694.96,6284406,41123.53,1537962
2024-07-01,geo_1,14000000,1885431.42,102.048,43360.67,2865730,13616.24,2739230,27511.44,4150236,12435.5,2291080,42102.02,1694860
2024-07-08,geo_1,14000000,1835166.67,103.38,38762.72,2675867,10083.26,1727082,68277.85,9416447,16134.81,2973859,75476.17,2750422
2024-07-15,geo_1,14000000,1753150.83,101.611,37985.32,2792000,12017.4,2084537,59013.62,7668370,12984.59,2451148,85943.55,2969213
2024-07-22,geo_1,14000000,1810429.84,102.451,36387.67,2413865,10722.3,2037836,60080.9,8301869,13830.18,2488608,47267.22,1830009
2024-07-29,geo_1,14000000,1822482.51,102.436,46872.63,3755698,11864.93,2385736,26855.81,3607017,17769.17,3585739,42229.97,1756366
2024-08-05,geo_1,14000000,1788818.02,102.828,44507.16,3061316,12540.09,2248561,26045.78,3493067,41522.67,7660270,36764.51,1366946
2024-08-12,geo_1,14000000,1623878.75,102.984,135072.31,10005532,9914.82,1865865,25381.39,3108042,46019.62,7557592,33418.96,1364609
2024-08-19,geo_1,14000000,1818470.86,101.321,163673.44,12321022,48056.43,8586531,20082.7,2948556,32975.82,6011366,38169.75,1371491
2024-08-26,geo_1,14000000,1998501.67,101.934,146904.64,9357845,41021.32,7536199,19646.89,2949153,16600.57,2979225,37470.49,1373911
2024-09-02,geo_1,14000000,1977720.8,101.238,191085.68,14734500,50313.47,9770883,21401.68,2868006,16480.62,2979136,38816.24,1418025
2024-09-09,geo_1,14000000,1631192.87,102.575,37122.88,2615761,45517.94,8241680,57639.2,8379602,15584.24,2961757,34694.41,1239224
2024-09-16,geo_1,14000000,1678624.7,102.864,40766.87,2817962,14051.27,2461786,57058.34,7965940,16085.4,2724316,34456.48,1275620
2024-09-23,geo_1,14000000,1642450.92,102.016,44649.51,2904295,13032.93,2356324,52892.55,6993018,13555.59,2643904,43191.73,1573435
2024-09-30,geo_1,14000000,1867485.56,99.996,166716.82,13169908,10135.77,1892227,20026.36,2562297,17013.97,3117645,39190.71,1460473
2024-10-07,geo_1,14000000,1621952.11,101.229,143394.19,9486284,43848.71,8401187,27227.28,3710183,15544.2,2815214,46223.86,1664947
2024-10-14,geo_1,14000000,1771056.27,102.1,148892.89,10485007,42110.2,7384142,21569.86,2743114,18352.39,3417525,37772.69,1447845
2024-10-21,geo_1,14000000,1809931.76,102.54,137207.1,10257011,44965.63,8553093,23623.86,3290445,16203.56,2694489,34384.47,1234114
2024-10-28,geo_1,14000000,1750188.44,102.384,48843.04,3676593,48956.66,8724139,23916.62,3475603,20568.87,3454941,42714.06,1565401
2024-11-04,geo_1,14000000,1708504.84,104.254,44061.02,3125027,12780.91,2183309,23830.94,3172403,18818.35,3317936,36427.74,1423289
2024-11-11,geo_1,14000000,1747370.89,104.558,34185.93,2499711,9471.6,1814692,26178.94,3651839,17622.36,3495180,36913.25,1452793
2024-11-18,geo_1,14000000,1549690.95,103.223,35308.49,2219305,10806.54,1949677,17294.71,2292549,16948.66,2715979,42452.33,1651736
2024-11-25,geo_1,14000000,2199598.15,103.338,49918.04,4059616,14875.65,2675540,15572.45,2116707,36750.26,7358137,40847.35,1501658
2024-12-02,geo_1,14000000,1688811.62,104.949,38777.81,3192344,11588.93,2123228,21990.01,2943459,44013.19,7931493,95966.82,3373447
2024-12-09,geo_1,14000000,1568524.72,105.43,36103.89,2347423,10939.03,2165457,22909.31,2877110,38899.51,7925353,84875.5,3222547
2024-12-16,geo_1,14000000,1777573.51,106.088,41961.71,3297063,11008.62,2071237,23477.59,2902994,15814.97,2687965,42165.15,1518837
2024-12-23,geo_1,14000000,2191100.39,105.52,39559.94,2550723,11752.9,2234744,58057.97,8146286,15498.46,3406027,46060.35,1730276
2024-12-30,geo_1,14000000,2051545.62,106.449,167844.52,13170745,12373.94,2337473,56177.42,7105025,15126.06,2713705,46980.95,1646732
2025-01-06,geo_1,14000000,2069970.67,104.625,150000.42,9736436,45988.51,8727587,53681.42,7775751,16778.84,3691338,46834.2,1905624
2025-01-13,geo_1,14000000,2058544.05,103.725,188913.93,12672730,47751.99,8319969,28430.75,3619400,16199.29,2826306,42154.8,1861588
2025-01-20,geo_1,14000000,2307323.68,104.035,163416.01,12317588,44438.34,8137777,20944.94,2849721,14583.72,2688961,41769.69,1483545
2025-01-27,geo_1,14000000,2132181.48,103.044,34418.98,2437043,34975.76,6877824,25204.49,3553120,30904.09,6575127,46289.91,1899353
2025-02-03,geo_1,14000000,2083739.36,103.169,39075.64,2755767,12456.41,2618830,21598.31,2838232,33130.13,5849018,46670.24,1723937
2025-02-10,geo_1,14000000,1944603.56,104.722,39166.3,2662176,10728.23,2064180,22445.88,2677691,41873.69,8239315,44739.86,1824244
2025-02-17,geo_1,14000000,2034614.43,102.019,42665.64,3075912,10131.48,1775206,20255.35,2592402,14835.63,2653021,36311.85,1354423
2025-02-24,geo_1,14000000,2037993.6,99.289,171135.19,12293483,10826.54,1944895,21910.8,2784691,17872.58,3269577,34862.57,1319982
2025-03-03,geo_1,14000000,2182070.54,100.891,166472.27,12644985,41384.72,7771120,21303.94,3071806,19771.09,3700510,41407.34,1507175
2025-03-10,geo_1,14000000,2037448.96,103.576,142726.67,10549965,42019.47,7839927,19218.16,2679210,17215.9,2916955,37635.51,1582591
2025-03-17,geo_1,14000000,2104230.35,103.205,159855.13,12244000,42219.04,7775209,20129.26,2644422,17186.57,3474717,82799.9,3011191
2025-03-24,geo_1,14000000,2135024.64,102.231,36817.6,2410780,43461.75,8628417,18252.29,2392882,17660.58,2987323,82527.41,3226612
2025-03-31,geo_1,14000000,2055696.58,99.005,52976.23,4020470,11777.65,2030616,25349.27,3502437,21301.43,4184453,38304.37,1448258
2025-04-07,geo_1,14000000,1829031.36,100.273,36990.01,2622016,8898.24,1820091,19992.21,2989163,16857.65,3195331,39522.55,1565137
2025-04-14,geo_1,14000000,1964779.48,102.33,42112.64,3077882,9392.25,1628685,21793.15,3320967,19255.01,3651596,44946.76,1664588
2025-04-21,geo_1,14000000,1910450.25,101.658,39622.08,3028171,11284.86,2170470,71369.02,8995077,22927.11,4222261,34747.9,1249496
2025-04-28,geo_1,14000000,2125789.23,98.851,37863.51,2607747,9006.02,1542420,64067.91,8518803,19379.01,3680959,40368.96,1482550
2025-05-05,geo_1,14000000,2010161.2,96.754,45864.39,3238873,38481.13,7391258,56102.6,7116619,19124.45,3789972,36155.07,1400397
2025-05-12,geo_1,14000000,2166497.02,100.221,44712.76,3187294,38355.11,6866612,25254.48,3445908,17969.54,3359683,37682.27,1355783
2025-05-19,geo_1,14000000,1743227.34,102.187,44420.65,3043357,34776.78,6112420,23236.45,3167871,15962.69,2820012,35181.09,1284215
2025-05-26,geo_1,14000000,1898366.4,98.683,50933.1,3894025,45804.99,9536624,24510.47,3653610,13798.78,2847860,43434.71,1751122
2025-06-02,geo_1,14000000,1885891.48,98.653,39671.61,2846489,10547.75,2049809,51734.48,6702569,43042.92,8246689,40535.17,1472681
2025-06-09,geo_1,14000000,2098153.48,99.217,45269.49,3418328,9670.86,1943002,63260.81,8465567,45084.93,8133692,50864.82,1947472
2025-06-16,geo_1,14000000,1884532.48,97.873,44853.28,3354957,12418.16,2058437,58390.21,7617605,33527.81,6516147,48237.37,1804403
2025-06-23,geo_1,14000000,1865546.14,98.267,45029.18,3291972,11219.83,1899565,22330.56,3129311,17072.71,3288036,37183.04,1316802
2025-06-30,geo_1,14000000,1895269.32,101.947,36385.5,2566956,8774.19,1421909,20754.58,2804531,19725.54,3976417,45509.21,1696891
2025-07-07,geo_1,14000000,1878295.59,101.337,36488.23,2567795,8217.6,1509211,57998.72,7724897,44396.04,8951842,41137.76,1530653
2025-07-14,geo_1,14000000,2195211.94,100.887,46281.08,3258103,10949.6,2055991,52162.61,7748913,44146.86,9202118,40241.04,1525614
2025-07-21,geo_1,14000000,1755611.27,98.323,37729.27,2814272,8980.78,1640869,57966.37,7278249,35467.16,6638214,99021.63,3748553
2025-07-28,geo_1,14000000,1900420.62,99.311,51281.42,3689335,12139.0,2108713,21934.46,3037845,14913.8,2705599,116382.24,4625356
2025-08-04,geo_1,14000000,1867763.0,100.008,209179.74,12815609,11257.51,1938206,18370.58,2647938,15888.6,2924838,41204.11,1392345
2025-08-11,geo_1,14000000,1909758.24,99.359,165603.55,10138358,11195.52,1970251,22847.31,3446578,43968.28,8871058,40756.12,1502546
2025-08-18,geo_1,14000000,1881575.7,96.747,185385.64,13382517,13604.05,2519911,23188.44,3015930,36108.68,6464211,39823.61,1475736
2025-08-25,geo_1,14000000,1984159.68,97.43,176142.82,12054033,10380.52,1865547,43429.64,5589859,47217.95,9614502,45869.03,1641047
2025-09-01,geo_1,14000000,1976416.35,95.924,51081.5,3770537,12003.78,2331188,63036.97,8623714,14947.26,2695936,40523.42,1553318
2025-09-08,geo_1,14000000,2112837.62,97.604,52607.2,3993342,14809.86,2648781,49466.79,6455846,36093.67,7275583,102138.78,3490766
2025-09-15,geo_1,14000000,1887553.1,98.683,42608.38,2837438,12967.62,2515268,18235.26,2726466,43752.3,7955947,75502.48,2674984
2025-09-22,geo_1,14000000,2199342.72,97.086,172976.22,11841448,9518.97,1730181,57513.15,7753074,33373.07,6123808,40826.04,1515778
2025-09-29,geo_1,14000000,2022496.5,96.709,186019.02,13582903,11058.51,2039906,66432.99,9075625,18163.03,3191678,102338.64,3642910
2025-10-06,geo_1,14000000,2035441.13,97.237,141402.35,10190713,8490.99,1417506,69032.16,8992874,18328.38,3477648,102062.02,4231296
2025-10-13,geo_1,14000000,1778434.23,97.758,162112.58,12104507,11335.85,2228966,22110.57,2922208,17388.39,3268345,39457.16,1382182
2025-10-20,geo_1,14000000,1872514.8,97.604,45899.67,3405231,11992.22,2285374,60375.68,8141180,15593.35,2960257,38508.58,1494679
2025-10-27,geo_1,14000000,1941150.07,101.472,157536.64,12109819,9694.21,1836635,62465.52,8345210,16532.25,3370019,42582.99,1509395
2025-11-03,geo_1,14000000,1936484.28,102.401,202118.54,12732864,47028.84,9076053,75235.3,9699161,14040.12,2715501,42819.68,1643419
2025-11-10,geo_1,14000000,2044577.66,101.891,149829.36,10550891,44496.57,8617996,28595.5,4328781,16627.42,3051142,40446.09,1527380
2025-11-17,geo_1,14000000,1820804.34,104.112,153727.6,11162752,30410.88,5960592,68213.89,8952108,16758.17,3268289,40578.56,1366505
2025-11-24,geo_1,14000000,2282655.36,105.219,39606.68,2743434,35404.52,6365893,67688.72,9304644,14791.25,2638483,56890.28,2063457
2025-12-01,geo_1,14000000,2044603.51,104.482,159560.73,11414674,10111.68,1914177,66619.57,9475933,35799.37,7185324,47948.51,1956625
2025-12-08,geo_1,14000000,2059327.22,106.959,139951.59,9725170,9816.27,1832415,27284.64,3762580,46237.76,8739595,41086.98,1423708
2025-12-15,geo_1,14000000,1833528.12,105.516,145453.6,9715930,10558.0,1860588,27179.14,3928452,41378.46,7450182,41936.82,1605002
2025-12-22,geo_1,14000000,2217788.6,105.884,160158.83,11170136,11188.3,2108791,24479.45,3285829,16361.83,3169952,44245.31,1643356
2023-01-02,geo_2,9000000,1311824.01,98.801,103591.44,8336836,7193.84,1078943,40669.01,6501528,13753.18,2633090,29183.55,1262612
2023-01-09,geo_2,9000000,1161763.97,100.548,99250.26,7281804,23306.03,3945705,37606.93,5560164,19921.46,3631695,29840.9,1328332
2023-01-16,geo_2,9000000,1245896.26,101.362,96254.44,6527711,25677.19,3861711,41441.5,5733619,28296.39,5051591,28458.43,950646
2023-01-23,geo_2,9000000,1253343.2,101.381,125408.93,8961370,23029.99,3522629,13643.93,2153922,24786.33,5420770,37149.17,1501751
2023-01-30,geo_2,9000000,1362210.79,100.803,27722.96,1858052,22280.87,3674040,17829.66,2693974,12035.57,2248057,31742.09,1371822
2023-02-06,geo_2,9000000,1342825.78,102.02,28103.4,1799808,6491.63,1032339,34386.63,5169826,9028.97,1657458,27881.53,1229750
2023-02-13,geo_2,9000000,1253969.92,102.129,27735.55,2036254,7471.95,1104845,32562.4,5071013,10274.17,1953264,25155.35,955664
2023-02-20,geo_2,9000000,1136964.41,100.985,22066.84,1639982,6413.9,1027181,31392.14,4675789,9092.37,1780250,31260.05,1389895
2023-02-27,geo_2,9000000,1297333.67,100.229,21219.27,1844512,5071.31,863070,14306.81,2200411,11239.19,2159132,28871.17,1180713
2023-03-06,geo_2,9000000,1236294.42,101.247,21494.76,1495234,6977.13,1030451,15528.11,2213101,12439.07,2511229,59023.62,2381747
2023-03-13,geo_2,9000000,1234007.27,100.985,32366.66,2730271,8273.53,1427622,15157.87,2352847,10768.64,2120768,71693.35,3028766
2023-03-20,geo_2,9000000,1183816.95,104.728,26157.21,2050653,7677.26,1322389,12939.5,1974315,9735.14,1787497,30688.62,1458917
2023-03-27,geo_2,9000000,1274903.72,104.195,29116.13,2327702,8833.56,1417380,14037.08,2002243,10784.81,2056292,37128.82,1495095
2023-04-03,geo_2,9000000,1256891.18,102.335,87164.69,6389473,5473.71,836130,12274.49,1685407,10699.2,2290501,32652.37,1318568
2023-04-10,geo_2,9000000,1333414.47,100.7,102710.18,7279830,26780.33,4207111,14178.16,2175715,10174.23,2104400,28916.24,1389646
2023-04-17,geo_2,9000000,1346632.27,99.407,106103.44,7446711,31604.93,5125568,39625.8,5978859,8537.47,1745495,28075.01,1115691
2023-04-24,geo_2,9000000,1360523.92,96.612,91546.6,6836002,23305.15,3991344,38173.41,6026015,11246.7,1993620,38715.35,1685437
2023-05-01,geo_2,9000000,1285542.18,98.646,27410.69,2142659,32637.7,5180277,33530.44,4740082,9073.02,1761407,30329.96,1304718
2023-05-08,geo_2,9000000,1266353.85,98.125,23002.63,1598533,7612.08,1319449,13666.34,1841783,27034.86,5211174,60983.42,2831456
2023-05-15,geo_2,9000000,1371025.87,98.245,24104.95,1770625,7128.18,1211435,15624.47,2348921,40518.01,7605536,64886.16,2951601
2023-05-22,geo_2,9000000,1131345.7,98.329,28680.05,2209448,7012.28,1054169,15381.49,2755862,37268.87,7176352,26019.09,1105668
2023-05-29,geo_2,9000000,1204296.59,100.87,31623.99,2455344,7955.31,1314322,13022.26,2021434,11763.68,2177147,25164.43,1074225
2023-06-05,geo_2,9000000,1098351.61,101.892,26839.39,1793575,7925.39,1085017,14027.43,1927447,12672.74,2542060,25494.87,996657
2023-06-12,geo_2,9000000,1132603.63,100.41,23716.38,1657250,6197.12,1099364,16124.34,2416482,13885.23,2814231,28199.86,1036243
2023-06-19,geo_2,9000000,1125283.16,100.83,24351.36,1782116,6637.92,1116887,16885.26,2765964,11495.88,2223918,26644.17,1259995
2023-06-26,geo_2,9000000,1202737.96,99.444,30501.89,2324666,6819.31,1104264,16303.45,2363281,9102.77,1727303,25266.84,1059598
2023-07-03,geo_2,9000000,1155768.75,100.723,22045.54,1697511,7073.67,1058244,18616.32,2710407,9539.92,1934898,27310.79,1179855
2023-07-10,geo_2,9000000,1166363.59,103.13,21938.4,1528157,6879.38,1082130,13694.24,2219922,14250.56,2739634,64461.91,2440424
2023-07-17,geo_2,9000000,1166410.94,102.699,20628.95,1509981,7020.6,1099398,17033.75,2711334,14514.28,2971465,62679.29,2686532
2023-07-24,geo_2,9000000,1202267.53,102.085,102112.44,7366200,8177.31,1315419,14315.5,2278517,14145.64,2744004,27483.71,1263030
2023-07-31,geo_2,9000000,1110968.27,101.22,100440.03,8487210,26781.29,4107212,15537.21,2255634,13568.21,2750574,28697.93,1305260
2023-08-07,geo_2,9000000,1274783.21,100.315,87967.11,6647788,26455.58,4743060,14606.27,2491166,29817.79,5304057,28798.63,1219112
2023-08-14,geo_2,9000000,1317288.88,98.082,85896.3,5941525,23472.58,3694055,38531.23,5635591,30420.95,6328444,30712.21,1255076
2023-08-21,geo_2,9000000,1219914.56,98.388,23862.66,1689545,31055.01,5094555,32892.35,4911204,28203.37,5581833,36518.47,1567147
2023-08-28,geo_2,9000000,1140975.12,97.493,23618.13,1770555,7016.6,1107344,44868.5,5954099,12464.03,2498165,28641.05,1154155
2023-09-04,geo_2,9000000,1188306.2,97.111,21933.55,1673925,6870.63,1130172,14780.12,2137473,28040.12,5416586,31387.34,1289497
2023-09-11,geo_2,9000000,1159889.5,99.581,23585.34,1803088,7425.82,1212292,14085.34,2361802,23316.73,4571251,30096.34,1371538
2023-09-18,geo_2,9000000,1156925.31,100.261,25146.33,1899026,6608.2,1002891,26545.96,4177471,34950.53,6606725,31531.41,1414470
2023-09-25,geo_2,9000000,1043859.45,100.641,22017.72,1614757,8186.08,1346406,35813.27,5184784,12844.65,2470553,29243.36,1253495
