DATE,revenue,competitor_index,tv_S,ooh_S,social_S,display_S,search_S,tv_I,ooh_I,social_I,display_I,search_I
2024-02-19,7372764.4,102.53,133136.76,124359.84,81189.48,66490.19,159110.58,10470357,20569169,11248058,12826454,6309679
2024-02-26,7178290.71,102.973,131215.36,39256.6,187679.53,68404.12,133811.79,10243457,6698006,26719686,12692897,5157483
2024-03-04,7058157.75,102.7,126787.0,39364.31,231330.1,71285.73,160963.55,9997478,6641196,32657073,13884405,6684124
2024-03-11,6966879.55,104.648,128127.34,34237.8,192161.23,66139.87,161096.29,9951502,5956113,27194433,12295616,6432366
2024-03-18,6672636.71,104.697,149778.77,44934.32,66163.9,66437.67,178332.49,11914482,7930087,9455342,12879353,6855807
2024-03-25,6930874.6,100.552,141723.73,133808.77,63764.14,64357.45,145606.9,11296369,21808552,8713589,12028164,5848720
2024-04-01,6734448.52,100.634,117551.33,152341.06,85166.1,56175.52,168850.88,9744838,26615317,12244180,10887747,6658543
2024-04-08,6833119.29,100.767,146866.9,151993.94,76725.3,68474.19,168234.31,11394736,26077426,10990500,13205552,6845144
2024-04-15,6794663.01,101.662,119559.61,145836.96,75898.05,61098.36,162271.91,9803040,26010956,10847161,11674234,6687279
2024-04-22,6870517.38,99.198,152299.38,36543.65,68240.25,66162.19,157274.01,12080319,6265380,9818660,12450001,6204283
2024-04-29,6643561.48,100.564,135344.05,42265.89,82162.15,184216.05,157324.54,11119577,7110135,11355780,35094892,6303251
2024-05-06,6947393.61,96.773,139317.45,40004.84,90067.05,167866.11,154832.88,11098060,6789494,13001523,32028191,6161025
2024-05-13,7753281.31,99.005,165344.37,153311.84,83338.66,157807.9,159155.99,13126919,25843382,11836449,30598124,6210040
2024-05-20,6327579.13,100.581,111776.0,110193.53,70598.54,63111.99,167766.7,9234388,19104011,10075915,11384527,7027123
2024-05-27,6803605.46,100.363,187484.97,188266.87,78602.18,60588.55,155339.18,15028942,31366859,11252905,11557092,6295058
2024-06-03,6480466.68,101.285,208216.92,198876.73,81475.53,55842.49,146765.88,17222471,35350159,11456044,10110674,5822042
2024-06-10,6776544.9,100.982,163581.79,42081.6,71368.32,154583.58,150661.43,12644141,7187022,9840025,28803345,5902352
2024-06-17,6758720.28,100.442,153543.93,45830.63,69331.23,182300.8,151745.75,12412780,8083513,10177045,33762780,6049878
2024-06-24,6666006.0,101.85,131847.18,41923.18,69445.78,160454.57,152145.37,10891219,7191590,9989395,29791357,5825650
2024-07-01,6583896.14,102.048,163604.75,48416.99,99194.6,58473.49,156729.95,12701770,8377488,14657460,10951721,6538081
2024-07-08,6635673.52,103.38,140054.74,36108.34,235608.84,73130.75,279149.86,10571731,5930515,33054986,13686167,11118459
2024-07-15,6492235.38,101.611,138384.58,42138.11,197060.86,58233.52,335208.8,10944473,6931287,27902092,11127476,13268123
2024-07-22,6635262.29,102.451,130066.08,38643.27,203322.67,58852.87,189967.88,10122574,6710155,29456451,11000456,7671627
2024-07-29,6430962.94,102.436,169862.24,41830.23,91330.72,72951.98,170771.27,13909846,7329999,12956635,14005843,7043301
2024-08-05,6304773.88,102.828,158978.03,43556.39,90727.89,165031.88,147850.45,12768552,7455516,12542479,32032340,5798002
2024-08-12,6395285.99,102.984,481587.8,34534.59,87027.5,185874.34,135109.49,39106447,5879649,12239078,33803595,5369234
2024-08-19,6391628.11,101.321,566240.55,164747.65,71905.77,134586.75,152811.21,45867504,28332800,10210278,24991562,5868754
2024-08-26,6607992.7,101.934,489035.84,133957.71,71425.44,67708.41,151940.84,36177877,23061963,10387616,12116396,6191481
2024-09-02,6788974.12,101.238,641570.27,165754.62,79218.25,66873.34,156766.81,51094828,28427093,11279950,12452501,6261572
2024-09-09,6072017.52,102.575,128373.65,151926.97,218684.27,64271.14,142506.23,10094899,25056469,30435228,12106026,5650127
2024-09-16,6185703.43,102.864,142126.97,48003.58,214750.06,64848.78,142731.62,11355332,8046309,31462789,11929943,5645201
2024-09-23,6078377.62,102.016,153514.19,44957.97,196606.09,52149.19,165955.95,12022764,7581117,27860113,9722632,6676065
2024-09-30,6374493.65,99.996,559737.26,35468.7,72857.76,65034.11,151638.7,46325227,5956995,10177872,11748547,6192834
2024-10-07,6276188.41,101.229,493124.98,157485.25,96399.17,57848.84,173531.1,36826388,27264537,13702279,10818209,6865320
2024-10-14,6324916.53,102.1,542840.52,147979.92,71739.6,65912.08,140280.14,43513026,24502687,9737286,12383263,5517635
2024-10-21,6643864.48,102.54,486672.29,151150.42,80813.16,57919.67,131971.7,37969388,26450084,11642580,10409635,5232484
2024-10-28,6503721.67,102.384,170544.37,168371.53,81610.49,71388.46,163323.61,13799910,28548759,11490598,12897905,6633518
2024-11-04,6087477.23,104.254,160478.89,41844.3,84433.84,67032.0,141879.72,12915978,6888446,12040375,11943301,5713486
2024-11-11,5997194.78,104.558,115688.86,31108.83,94274.73,63930.69,144405.74,9101723,5308940,13440311,12194736,5988522
2024-11-18,6039314.8,103.223,124454.21,37696.67,63276.31,64954.3,167285.57,9805721,6405328,8969712,12034701,6822809
2024-11-25,7626932.83,103.338,188318.76,51323.56,57259.61,140932.28,149791.4,15993413,8552868,8104853,26775961,5955170
2024-12-02,6169170.31,104.949,155255.47,40204.69,83986.12,173659.66,347793.5,13138129,6845509,12067645,33125924,13292994
2024-12-09,6282732.73,105.43,137877.72,37351.51,89810.02,161147.87,303327.56,10663049,6317695,12202720,30576032,12147968
2024-12-16,6496078.92,106.088,160447.38,40349.95,88503.66,65358.89,157511.18,12776183,6823492,12167913,11543467,6120268
2024-12-23,7564488.04,105.52,149540.62,40738.78,216054.03,64412.15,162745.17,11848262,6949519,30679931,12413366,6644605
2024-12-30,7308062.4,106.449,631164.49,43122.78,197323.26,64380.47,171402.46,51162815,7500759,27493484,11939108,6870457
2025-01-06,7363715.61,104.625,547292.96,156942.17,193642.63,65861.46,167545.04,42409454,27124559,28516958,12786082,6917219
2025-01-13,7603999.53,103.725,699788.95,162775.23,100140.1,61430.96,150115.07,55286947,27672775,13953360,11350957,6286002
2025-01-20,7853168.79,104.035,591312.02,154656.71,72528.88,54923.85,150876.93,47629024,26659138,10045986,10184516,6118217
2025-01-27,7697832.11,103.044,124093.55,123963.7,90298.51,120171.27,170510.4,9856921,21519466,12865226,23998630,7000571
2025-02-03,7491251.31,103.169,142527.09,44013.28,77017.63,128064.53,172666.44,11306833,8004577,10547499,24259134,6988234
2025-02-10,7020953.52,104.722,137809.66,39355.53,78885.42,169253.6,171638.85,10731930,6840178,10397935,31813357,6850604
2025-02-17,7255931.15,102.019,150442.79,36314.51,69966.81,58797.36,135853.76,11910683,6217458,9580254,10870168,5647146
2025-02-24,7222447.85,99.289,593443.53,37562.44,75679.01,69270.66,133930.23,46485414,6259211,10413519,13040640,5307690
2025-03-03,7631964.2,100.891,581369.16,147622.24,71699.2,76368.7,157451.91,45522891,25597849,10319351,14197505,6241572
2025-03-10,7375321.52,103.576,517311.51,156177.98,63954.68,66218.98,140626.39,42070533,26867185,8962471,11981851,5930341
2025-03-17,7650988.63,103.205,588822.99,152231.12,68284.69,62991.69,309049.19,48258405,26084643,9265197,11944484,12063728
2025-03-24,7520585.48,102.231,133622.0,166585.74,61733.45,64067.98,325485.96,10300526,29112312,8741249,11695856,12922392
2025-03-31,7450873.37,99.005,174720.63,47399.12,85015.79,72539.66,151567.4,13837320,8059939,12095708,13454737,6078410
2025-04-07,6972501.99,100.273,124628.06,34115.72,67681.05,59368.69,158283.8,9908145,5965749,9651044,11544032,6332991
2025-04-14,7090349.39,102.33,138538.7,36732.41,72396.34,69779.4,183111.25,10707229,6071700,10254616,13355379,7455507
2025-04-21,6793793.77,101.658,134678.13,45719.61,231819.41,83396.33,139914.56,10645638,7892713,31879196,15931134,5501948
2025-04-28,7334981.62,98.851,126900.07,34872.91,205972.51,71015.93,157645.27,10215499,5973219,29047931,13272346,6591455
2025-05-05,7165849.04,96.754,150604.55,142134.87,180800.04,69809.69,145604.29,11600922,24608337,24774407,13169441,5872886
2025-05-12,7535747.63,100.221,148780.13,139809.22,85316.01,68499.33,150220.45,12120131,24354495,11774023,12735242,6053156
2025-05-19,6557479.2,102.187,146724.81,133194.87,78881.05,63753.6,139691.08,11449204,22883047,11131024,11827698,5546158
2025-05-26,6949396.18,98.683,172523.55,179104.51,81962.63,55668.86,162444.22,13573444,31589109,11875863,10872141,6773548
2025-06-02,7085920.27,98.653,133813.24,42150.99,171566.89,169109.31,150620.8,10391770,7269469,23811201,32172425,5963828
2025-06-09,7251352.89,99.217,151601.2,37669.22,210736.84,170366.65,183375.03,12226472,6664011,29591993,31293009,7155103
2025-06-16,6890912.19,97.873,145033.37,47780.01,195667.85,129007.11,171698.75,11246261,8179994,26187529,24816963,6835322
2025-06-23,6792285.05,98.267,148311.48,45161.86,72447.21,66226.34,134441.41,11657513,7534556,10320188,12682014,5419384
2025-06-30,6509306.65,101.947,122683.56,35576.2,67920.76,76039.93,165607.86,9664082,5856103,9538857,14359024,6548379
2025-07-07,6666267.48,101.337,123725.02,32115.06,183800.51,170970.89,151931.7,9803740,5419024,25044010,33124062,6138095
2025-07-14,6945086.52,100.887,158735.96,41170.13,171449.53,168461.42,151805.96,12125117,7007046,24780382,33335699,6116368
2025-07-21,6750070.15,98.323,124138.82,35510.66,192710.41,141154.43,361824.45,9899669,6063393,26374730,26591434,14188926
2025-07-28,6981981.21,99.311,164110.35,46736.38,77270.08,58825.61,402069.74,13179692,7594345,10825719,10692283,15839706
2025-08-04,6934261.53,100.008,690625.36,43248.47,69170.27,65922.81,139249.3,52398873,7091397,9820288,12364342,5278668
2025-08-11,6975328.44,99.359,535182.88,42243.28,88758.01,177693.37,141595.43,40745903,7379091,12813680,32470596,5505588
2025-08-18,7154685.95,96.747,598159.25,52216.07,84400.61,144803.53,143596.46,46590574,8896197,11409686,26771771,5599612
2025-08-25,7278790.16,97.43,586848.66,37961.9,162709.77,191385.71,164298.84,45441502,6555268,23059467,36058477,6714344
2025-09-01,6960799.15,95.924,172632.99,42448.51,229173.35,57643.72,146731.11,14189206,7515509,32631166,10410601,5943389
2025-09-08,7138593.98,97.604,186112.12,53065.48,176557.9,144801.84,352066.32,15470842,8440885,25409524,27062434,13946151
2025-09-15,6609897.74,98.683,158402.2,50902.27,64631.31,178068.63,255310.11,11989939,8662829,9497717,33453276,9925109
2025-09-22,7143427.16,97.086,638645.27,35789.62,194099.74,130517.0,141447.56,52493174,6099530,28339890,24895564,5725130
2025-09-29,7372473.54,96.709,668332.35,41751.9,222040.44,71195.15,350853.65,54345404,7151953,30426026,13368642,13959805
2025-10-06,7133826.93,97.237,511488.85,32086.71,232453.23,70145.51,363237.29,41484818,5240335,31902309,13498929,14372856
2025-10-13,6763721.78,97.758,569621.87,41509.69,73159.01,70025.79,138668.72,45929304,7357130,10145707,13290986,5539507
2025-10-20,6819328.45,97.604,159891.76,43456.08,203174.3,65575.52,135833.13,12607051,7565875,28437405,12267955,5488568
2025-10-27,6889514.38,101.472,541502.15,36010.27,201342.7,64246.59,149004.72,44345742,6212009,28345732,12236861,5879417
2025-11-03,6988549.25,102.401,703783.13,172408.11,232924.93,56421.83,148860.93,53250659,29529735,31540542,10837074,5900232
2025-11-10,7231131.59,101.891,512470.13,156250.41,88542.25,63432.74,148867.24,40556902,26453626,12864825,12157755,6114218
2025-11-17,6929412.06,104.112,561164.21,108293.94,211393.22,61340.75,144613.94,45446425,18428703,29959150,12111108,5750222
2025-11-24,8208085.15,105.219,145414.67,128155.54,208814.37,54707.3,201121.36,11260400,22125797,29533095,10095599,7820086
2025-12-01,7248194.78,104.482,622812.5,39073.03,206424.67,132251.82,171652.39,49611722,6883797,28861876,25334485,6931061
2025-12-08,7129129.22,106.959,512513.53,37360.94,82391.87,167403.18,144461.53,39032396,6434162,11340812,32214124,5618126
2025-12-15,6997260.26,105.516,547138.18,40662.55,78128.22,145108.37,145799.86,41885141,6661647,11457234,26046148,5938556
2025-12-22,8093811.01,105.884,598921.34,42053.64,73924.31,59071.46,156161.86,47629841,7414464,10248249,11544404,6237442
