date,population,revenue,competitor_index,tv_spend,tv_impressions,ooh_spend,ooh_impressions,social_spend,social_impressions,display_spend,display_impressions,search_spend,search_impressions
2024-06-17,50000000,6452650.41,104.122,169903.22,14047533,56873.48,9157298,99104.03,13492623,63499.51,12617519,146174.7,5768561
2024-06-24,50000000,6662154.53,102.509,135732.92,10927890,35493.2,5460454,78687.59,11309210,77718.89,15287627,154339.37,5882110
2024-07-01,50000000,6870587.65,103.555,571918.95,47929707,40844.32,6624762,75902.02,10868909,72350.6,14231621,182631.77,7211648
2024-07-08,50000000,7276359.45,102.503,619447.28,51791724,148175.74,24413773,80542.68,11663586,150903.27,29718269,149337.94,5764309
2024-07-15,50000000,7309628.95,101.978,619974.95,53770956,178096.5,28486330,90073.51,12503155,131630.35,25789523,138453.36,5303058
2024-07-22,50000000,7335057.63,99.646,635184.69,53222069,160431.18,25842938,91529.18,13008365,183686.43,36267311,134213.46,5081813
2024-07-29,50000000,6981463.75,98.239,125917.3,10512049,153972.29,24882732,70455.21,9985650,76496.66,15027200,159452.5,5887792
2024-08-05,50000000,6918376.13,100.046,667316.67,52237943,44492.38,6871533,71230.47,10573763,63153.98,12411982,152747.82,5799097
2024-08-12,50000000,6987416.78,98.252,517274.96,43552814,130511.88,20917651,71147.73,10626261,63844.2,12353584,179010.82,6714296
2024-08-19,50000000,6957521.19,101.116,588425.0,49627500,179281.18,28015703,78039.01,11340986,72327.44,13855570,133845.2,5178973
2024-08-26,50000000,7149559.6,102.297,818926.87,68794464,191350.88,30278949,80016.34,11429888,75208.08,14699056,143809.68,5602514
2024-09-02,50000000,6584497.04,103.695,167958.4,13845530,164465.34,25949257,96703.98,13936775,75721.64,15000009,148851.76,5529417
2024-09-09,50000000,6475519.52,99.449,139557.6,11428811,37268.98,5849262,95158.1,13860044,68361.11,13587651,158459.66,6107915
2024-09-16,50000000,6495403.75,99.379,154941.98,12842070,44423.92,7174610,72732.98,10828382,64304.58,12407711,141905.97,5336081
2024-09-23,50000000,5917570.86,99.655,135673.16,11038355,44599.55,7095935,60085.73,8742963,65880.22,13507189,131374.95,5073214
2024-09-30,50000000,6056600.15,101.525,136688.97,11539502,38924.33,6410373,166824.16,24612478,62832.52,12942793,176841.58,6879672
2024-10-07,50000000,5960821.44,101.518,134246.38,11414522,49228.99,8177715,179901.36,26705673,68889.56,13434377,128681.53,5098998
2024-10-14,50000000,6026019.92,103.478,142414.29,11783752,48171.94,7947067,196624.35,27697274,77571.44,15404352,140854.48,5461644
2024-10-21,50000000,6130910.59,102.681,148718.58,12158150,42876.83,7143913,85030.28,11811848,62181.55,12579950,124306.44,4764473
2024-10-28,50000000,6132666.93,101.815,161049.33,13274744,46947.32,7421346,68510.27,9514614,138312.9,28081428,171037.65,6829166
2024-11-04,50000000,5781323.24,104.818,194889.16,16373729,47997.92,7924943,87782.03,12899145,152400.53,30413426,127976.1,4855951
2024-11-11,50000000,6169393.53,103.213,158014.76,13249301,46248.51,7466316,88306.12,12323092,169548.13,32962745,165558.89,6398922
2024-11-18,50000000,6394060.01,102.422,616924.03,50819397,38824.29,6147831,149682.98,21196421,57567.96,11265420,170579.14,6733139
2024-11-25,50000000,8201335.69,101.645,518175.86,44918684,130290.43,19957752,168269.39,24869716,65322.4,12836399,130846.83,5013611
2024-12-02,50000000,7496021.85,100.97,698864.35,60695335,216370.35,36058983,243013.53,35477365,59665.27,12497981,178674.76,6883920
2024-12-09,50000000,7276436.88,102.121,606970.09,50421740,161868.54,24753547,76263.2,10797830,57461.99,10993505,326643.28,12630198
2024-12-16,50000000,7132585.12,103.257,181388.15,14977099,191083.54,31704595,78866.48,11193334,76571.0,15650303,286829.62,11300211
2024-12-23,50000000,8187785.23,100.536,151127.75,12571497,39591.0,6517384,122847.23,17622377,66256.14,13307076,188366.33,7192661
2024-12-30,50000000,7318776.72,101.219,184006.46,15107107,50149.34,7992693,81665.8,11089090,61386.47,11937959,159780.47,5983403
2025-01-06,50000000,7262889.31,101.044,139443.93,11434747,40120.49,6306187,194112.32,27797684,65752.1,13405847,164282.12,6257935
2025-01-13,50000000,7149721.99,101.124,142898.89,11487225,33652.12,5243626,151142.56,21703416,64401.53,13268450,161915.12,6127453
2025-01-20,50000000,7211812.36,104.415,145786.14,12202583,40509.66,6628019,195011.91,28562547,68183.31,13287559,150288.6,5705005
2025-01-27,50000000,6906505.64,103.851,144494.84,11943439,41332.49,6522820,82715.99,12086783,74104.34,15613061,155777.91,5969985
2025-02-03,50000000,7063365.19,100.898,155127.67,12975650,42625.96,6529861,71574.51,10255218,60878.51,11611998,154936.68,5832891
2025-02-10,50000000,7283352.43,102.985,152550.71,12732908,47430.76,7439925,94725.21,13666798,73699.17,13971116,143509.66,5579922
2025-02-17,50000000,6926038.6,102.008,116494.14,10060248,38444.43,6046817,70907.5,10543774,62871.93,12268139,136231.91,5093383
2025-02-24,50000000,7076486.72,99.139,128686.27,10757493,33653.74,5523037,92953.55,13381169,159428.2,32403752,162829.16,6166142
2025-03-03,50000000,7067134.84,99.106,133712.61,10949484,36734.53,5799012,82902.03,11704870,135446.3,27185418,148455.96,5647473
2025-03-10,50000000,6975689.6,98.885,158084.89,13316694,42792.7,6838947,74132.27,10979109,135516.79,27496384,137661.62,5555795
2025-03-17,50000000,6716294.42,101.361,141159.78,12171397,40847.02,6391714,213351.47,29917514,67532.51,13675555,147446.56,5576543
2025-03-24,50000000,6805954.84,100.528,159978.68,12905722,43670.83,7100933,236980.13,34377540,66140.47,13566989,144349.68,5686339
2025-03-31,50000000,6814530.37,102.72,159179.22,13387243,38173.34,6022672,215894.97,31500560,63277.17,13006405,175980.5,6794636
2025-04-07,50000000,6908648.23,100.57,150919.0,11945318,43007.39,6747222,67346.71,9719931,67059.58,13876193,159228.13,6279830
2025-04-14,50000000,6785451.01,102.005,115060.4,9179372,34691.75,5366279,87472.54,12146416,136839.77,26784066,131352.84,5242708
2025-04-21,50000000,6658035.84,102.631,187330.6,15649122,38831.81,6375701,76383.22,10713597,174642.19,34808464,153462.03,6016399
2025-04-28,50000000,6902103.46,100.943,157243.08,13059330,34611.02,5321730,87238.53,13025031,188054.96,37767599,147642.55,5683579
2025-05-05,50000000,7166398.91,99.931,139563.09,11068326,34617.37,5516010,219905.75,32119791,65692.3,12467302,298635.34,11401213
2025-05-12,50000000,7724629.24,100.655,155796.83,12918497,39369.36,6156252,195154.83,26876270,69622.22,14162691,340293.38,13233424
2025-05-19,50000000,6875199.77,100.378,141354.95,11569891,35416.85,5729284,222499.65,31688437,63038.01,12209459,148533.15,5608080
2025-05-26,50000000,6972550.55,96.385,151490.37,12553817,38155.03,5963203,73160.79,10543339,71605.24,14695641,134695.41,5093044
2025-06-02,50000000,7201465.08,97.875,543961.92,47093052,34476.48,5491190,91263.09,13289948,64631.71,13204237,155034.02,5726567
2025-06-09,50000000,7643629.62,97.332,780163.6,68616227,171983.25,26969336,75088.21,10582754,62522.68,12424044,140636.93,5230052
2025-06-16,50000000,7706588.0,97.346,583416.67,48600545,159793.27,24831202,86365.66,12664155,65647.36,13556415,324144.27,12529999
2025-06-23,50000000,7771828.21,98.408,637358.99,53555465,167265.71,26522276,81816.62,11414596,60670.21,12080185,291552.02,11046351
2025-06-30,50000000,7716771.15,98.221,139377.69,11533104,125839.26,20321386,73968.97,10855006,64338.11,12911416,381925.4,15131461
2025-07-07,50000000,7604661.85,96.278,167745.25,13963604,48534.15,7643906,233226.79,33875686,69160.45,14213901,371589.77,14352535
2025-07-14,50000000,7294456.66,98.632,725358.5,60533449,53672.74,8447938,166640.8,22712766,59001.72,12053693,150712.06,5910758
2025-07-21,50000000,7693174.19,95.453,626608.49,50483632,40050.42,6563555,221789.5,32045732,165593.42,33985827,179902.87,7309775
2025-07-28,50000000,7544508.2,97.592,554023.84,45794774,47376.15,7467802,76172.53,10668906,147793.67,30163436,146676.96,5668378
2025-08-04,50000000,7487462.57,98.568,630866.29,53489166,43425.94,6859312,79327.81,11207182,162780.63,32670825,152373.06,5953650
2025-08-11,50000000,7273072.26,96.651,149951.45,12209872,37536.03,6347173,79742.76,11186135,58026.93,11586962,182273.88,7007225
2025-08-18,50000000,6945324.69,97.736,169816.92,13830300,52141.67,8092362,72977.57,10568564,134749.72,26680799,147097.62,5563767
2025-08-25,50000000,7237365.83,95.448,633801.35,53919812,42695.88,6603551,83668.76,12226002,163757.08,32520777,165832.12,6176666
2025-09-01,50000000,7276199.25,93.673,638570.09,54205114,41558.33,6678607,69396.97,9922995,146836.37,30649116,154600.51,5921827
2025-09-08,50000000,7473208.75,94.174,598451.74,49203023,50341.3,8411320,142120.52,20327533,68435.72,13530600,177960.67,7258785
2025-09-15,50000000,7147111.54,95.233,592916.5,50789731,48015.05,7491630,197539.84,27847915,79355.16,16050616,154418.61,5923651
2025-09-22,50000000,6905138.89,94.322,153078.24,12725413,41334.68,6683695,166619.5,24806431,73014.95,14163938,136962.5,5446831
2025-09-29,50000000,7109219.94,95.043,178126.38,14891159,43656.07,7090164,90373.78,12588101,63083.92,12607558,163080.97,6349252
2025-10-06,50000000,7043288.01,97.184,606724.49,51024148,42221.19,6989936,195812.14,27881511,81235.52,17005965,154953.81,6016643
2025-10-13,50000000,6817795.54,98.642,652379.05,54650831,166691.38,26037473,198483.85,28225378,140752.32,28450499,156551.36,6028865
2025-10-20,50000000,6934849.83,100.109,572481.87,47524423,164359.31,26441620,172226.55,24582384,123840.66,24539308,161932.1,6283468
2025-10-27,50000000,6830367.09,101.968,580541.64,48668760,119672.3,18624047,88386.12,12313463,205777.93,40649251,170385.53,6681365
2025-11-03,50000000,6811668.45,103.22,130124.35,11320494,147702.94,23979423,181113.69,27035446,62173.6,12727742,143636.42,5508865
2025-11-10,50000000,6829389.19,103.577,146642.32,11813948,42406.95,6728115,172590.69,25705963,73107.75,14719518,283115.11,11268956
2025-11-17,50000000,6935528.72,102.316,551890.87,46716675,38685.13,5976053,167537.81,23782969,60989.03,11441709,297056.61,11536469
2025-11-24,50000000,8465950.37,103.045,454727.3,36082061,134083.57,20411016,72377.6,10408466,72923.22,14520093,135741.89,5116593
2025-12-01,50000000,7182796.42,100.284,530903.88,43929058,154507.9,24988858,90786.01,13301383,67416.82,13636538,140219.11,5306405
2025-12-08,50000000,7533679.37,99.095,492362.11,41856314,118951.87,18398457,213662.95,31986639,212476.48,42734148,377492.52,14090615
2025-12-15,50000000,7687113.75,99.346,142236.5,11419533,132249.37,21203425,198210.09,28900027,149316.79,30452900,303429.19,11262516
2025-12-22,50000000,8415401.64,101.361,139938.59,11552977,39652.04,6349168,185702.95,27645706,183730.97,35829430,148378.9,5558178
