DATE,revenue,competitor_index,tv_S,ooh_S,social_S,display_S,search_S,tv_I,ooh_I,social_I,display_I,search_I
2023-06-26,6881690.94,100.048,676645.76,59170.63,84982.54,63471.9,167231.26,54212306,9943980,11974805,11905782,6448530
2023-07-03,6962230.39,99.881,147489.37,49738.24,73077.69,66019.85,156987.09,11602682,7744836,9969360,12475642,6004341
2023-07-10,6802967.26,100.389,156769.68,42886.22,73040.87,58370.56,139941.59,12853515,6818418,10003200,10827037,5381887
2023-07-17,6930557.83,98.846,144496.43,44407.19,96994.16,64067.61,390070.06,11616202,7027835,13634851,12337138,15119038
2023-07-24,6941320.67,99.301,176994.69,54341.64,78846.5,50970.94,281708.82,13936942,8930073,10673130,9744678,10911152
2023-07-31,6738926.56,98.226,130558.12,40069.76,72693.34,70481.02,178555.02,10471135,6346299,9902252,13833565,6726311
2023-08-07,6697196.34,99.279,501345.12,36548.91,216743.11,70731.09,136100.65,41145962,5756652,28418219,13415677,5078561
2023-08-14,6622994.27,99.265,524865.2,148634.82,170361.23,71406.33,155152.64,41630082,24114860,23469731,13683858,6021694
2023-08-21,6877001.63,99.36,572744.2,141870.12,234771.83,79462.78,160890.44,46220684,22658243,32057872,14457493,6114100
2023-08-28,6927874.17,99.756,563942.14,157929.07,96669.96,167353.93,156895.32,43638361,24699611,12973603,31627167,5895338
2023-09-04,6347879.18,101.501,147523.24,153072.0,85420.42,178873.79,146899.61,11771355,23847418,11803073,34509193,5423080
2023-09-11,6167395.01,101.132,134492.47,46118.44,53618.63,168203.72,159973.28,10457299,7179544,7256669,31462577,6223397
2023-09-18,5977325.33,100.15,153748.05,43578.16,80811.91,66794.07,156846.9,12541864,6731564,11294635,12915109,6168014
2023-09-25,5967433.97,100.342,492234.49,34587.2,84969.56,68607.91,136706.94,40736051,5535622,12146447,12538255,5295907
2023-10-02,6134384.63,99.937,501323.76,42207.51,203083.7,71519.73,175262.98,41540354,6573387,27118283,13032036,6728791
2023-10-09,6525296.41,99.252,562635.71,152276.55,267931.88,167135.89,153670.04,45771551,24317066,35818375,32745651,5982467
2023-10-16,6846386.22,96.455,534073.1,138444.97,178547.44,130530.86,155520.77,42919894,22602255,23796394,24657406,5877946
2023-10-23,6571840.76,96.471,131794.41,154292.98,73410.87,134722.47,137586.06,10576257,25039864,10202158,24820432,5322853
2023-10-30,6542685.14,96.954,135361.52,141007.7,89565.1,59954.99,330063.23,10856093,22451980,12275675,10879371,12509348
2023-11-06,6543174.4,97.26,133153.37,34458.15,78895.93,55792.14,359584.19,10588630,5412368,10845936,10207343,13405660
2023-11-13,6276156.84,97.798,149789.12,38907.39,89910.99,59956.93,158887.09,11977440,6577909,12808054,10795268,6185109
2023-11-20,7318178.28,98.021,157793.63,50013.95,78772.89,58476.1,154889.8,12997003,7996385,11301953,11066777,6107900
2023-11-27,6337348.88,98.478,168110.35,53771.26,72937.16,56542.76,160755.63,13459917,8743931,10277673,10714148,6003001
2023-12-04,6246106.48,96.735,147759.6,41348.5,68829.86,64230.11,146012.4,11616699,6614635,9694761,11807406,5759741
2023-12-11,6519212.92,94.1,133591.8,42015.93,76759.19,74786.31,159020.25,10780274,6541930,10190800,14416213,6025667
2023-12-18,6509036.01,95.166,127668.08,33324.6,74356.9,76765.68,140923.53,10096434,5235232,10367918,14259769,5267404
2023-12-25,7868103.9,93.66,127652.03,42809.75,87185.77,78834.38,167719.46,10331580,7074046,11659159,14388658,6220952
2024-01-01,6766475.24,95.572,120328.28,37459.62,82502.23,76727.13,166588.27,9470632,5912916,11190111,14655508,6314486
2024-01-08,6645077.86,95.712,155617.08,46896.2,62653.45,48038.85,161199.44,12367582,7424324,8685644,8983952,5997883
2024-01-15,7019855.38,97.616,177703.78,46654.04,88880.25,80451.34,161574.85,14155865,7520708,12567809,14231045,6233184
2024-01-22,7391553.08,98.14,573466.61,42038.53,186594.35,67241.91,158209.83,44747395,6482998,25834502,12687414,6081472
2024-01-29,7742132.18,94.546,597382.78,136155.5,168849.38,54243.55,139684.67,45335976,21409696,23673049,9839340,5132651
2024-02-05,7435943.72,97.551,446606.44,139805.74,253011.23,58726.31,141714.14,36718729,21894369,34889334,10941687,5423857
2024-02-12,7481570.72,98.687,575435.43,148133.71,77454.95,61128.3,157217.12,45838547,23736136,10641825,12296241,5818060
2024-02-19,7528061.07,97.339,134474.11,154142.13,79778.16,58745.63,142546.33,11199453,24159726,11394279,10636225,5370854
2024-02-26,7306551.59,98.861,146055.58,49862.35,84348.93,73763.28,141981.87,11435482,8009179,11235199,14013821,5301069
2024-03-04,7309609.1,98.535,131729.42,31419.68,67961.26,63120.76,140059.16,10513654,5157265,9318801,11702932,5329011
2024-03-11,7466898.75,98.762,531418.35,44390.98,79900.08,82613.65,160625.81,43082174,6825517,10961427,15394518,6124998
2024-03-18,7775287.82,96.312,523633.45,152543.91,81174.69,79750.2,155627.65,43380754,24367946,11297489,14809612,6122815
2024-03-25,7608015.45,95.428,537350.48,154089.42,182947.35,52592.17,163212.29,43117614,25343806,24628978,9620212,6240376
2024-04-01,7942788.26,93.703,736948.63,196426.21,204818.51,61295.45,177825.33,60885859,30995394,27970179,11375821,6852330
2024-04-08,7504741.07,94.773,157106.86,157220.86,215868.69,72523.83,157564.51,12789166,24359848,28473568,13378706,6007271
2024-04-15,7417406.79,94.343,122152.85,31745.08,81459.64,68535.37,144867.53,9668318,5172069,11411596,12759980,5794193
2024-04-22,7149926.76,93.954,141106.94,39090.17,61177.93,152515.67,156905.98,11178645,6599516,8059328,28832234,5852561
2024-04-29,7581169.34,93.592,138872.12,39577.76,188447.22,152488.99,341358.21,11317598,6431844,26029572,29382381,13102451
2024-05-06,7539721.73,94.958,184918.35,38738.84,205355.77,145995.97,358101.79,15134053,6133776,27952918,27126426,13602192
2024-05-13,7637051.41,98.007,117157.76,38909.74,238989.49,60561.29,152181.3,9173123,6437161,32579945,11436202,5844069
2024-05-20,6840997.7,99.992,156297.93,170509.08,86033.61,165555.34,163013.72,12385955,26616402,11618178,31310865,6326609
2024-05-27,6569167.56,101.212,159882.27,146812.93,83239.62,154193.57,139717.92,12818464,23008979,11502542,28907326,5286906
2024-06-03,6900886.87,100.71,186900.4,181536.72,68389.83,139176.26,142105.67,15305959,29281820,9129446,25678860,5518378
2024-06-10,6608227.4,102.725,177492.15,175923.51,85369.53,52012.25,135426.73,14231776,28285734,11897927,9618556,5159449
2024-06-17,6678982.96,99.802,142277.31,41475.04,106599.66,67509.88,159684.77,11534498,6704635,14161950,12563840,5903292
2024-06-24,6495208.63,100.949,119968.26,37262.91,79240.25,63773.53,137075.17,9138288,5989068,10836942,11823401,5130691
2024-07-01,6764023.12,101.078,128756.67,43113.36,75126.43,111777.87,149331.51,10222576,7153719,9820215,20712199,5857346
2024-07-08,6259102.17,102.071,133822.73,40734.55,80189.13,155785.34,154958.6,10752863,6526879,11073366,28454524,5677315
2024-07-15,6139667.64,104.742,141510.74,50312.04,85317.49,132189.73,137088.83,11357213,7989339,11552195,24230668,5210653
2024-07-22,6195712.83,104.604,133826.62,40816.76,74755.37,66147.95,132264.37,10907781,6489554,10440444,12710862,5071136
2024-07-29,5910584.72,106.641,123604.7,43248.93,79966.22,63618.03,168149.39,10086086,6924908,11814454,12245218,6586843
2024-08-05,6119976.52,104.445,156169.81,50245.16,69134.1,74378.06,161789.61,12565821,7975270,9616992,14112336,6208578
2024-08-12,6254822.05,104.09,147324.53,36536.5,76031.9,56296.98,168170.87,12315428,5961720,10349112,10374232,6528045
2024-08-19,6175079.21,100.769,138335.93,41903.48,78574.71,78892.73,156439.82,10759428,6710883,11011622,14939697,6061060
2024-08-26,6499015.38,100.436,547350.76,42499.69,73966.63,66174.76,360910.32,45044905,6920436,10333545,11954983,14192175
2024-09-02,6605604.59,103.025,537674.81,157634.1,173535.26,83634.26,332759.88,42260791,25766930,23484906,14698886,12591437
2024-09-09,6494557.59,103.303,513164.06,151554.38,243549.39,68998.57,135243.14,41418281,24609970,32946498,12447773,5028585
2024-09-16,6500097.92,103.333,783216.38,210707.03,198384.94,66259.51,161523.63,61628117,32818641,28689934,12277849,6347758
2024-09-23,6404683.85,101.778,139252.49,166071.35,86831.68,59040.17,156583.44,11250894,27558431,11760761,11345398,5800022
2024-09-30,6259724.78,100.701,134965.33,39460.39,65602.63,82279.87,136930.45,10664724,6327344,9183769,15273153,5316677
2024-10-07,6168221.23,100.875,173592.44,52872.16,76925.67,78138.29,142338.22,13946887,8505785,10245077,14592587,5515170
2024-10-14,6095213.96,100.276,138934.85,40427.61,75492.35,160354.71,157672.28,11109300,6377845,10285365,30227711,6261810
2024-10-21,6125574.87,96.385,150475.33,165983.86,101102.07,149596.34,124543.47,11965635,25191674,13494386,27474031,4741199
2024-10-28,6224480.07,95.941,128610.51,137940.68,87222.4,147587.36,152204.82,10215421,22455934,12320168,27272141,5469030
2024-11-04,6167717.4,99.402,138245.09,133523.7,77517.95,63630.6,130171.9,11231787,21601333,10262328,12065397,5100103
2024-11-11,6356188.2,99.387,116696.05,123059.23,84665.11,67287.06,161785.5,8934541,20461240,12076695,12463800,6125084
2024-11-18,6175768.76,98.569,153618.56,50546.48,80093.12,59159.1,163013.92,12439913,8107858,10556759,11039248,6362990
2024-11-25,7658732.74,97.272,185608.42,52823.14,208183.49,61499.75,132717.43,14876497,8184155,28723989,11592481,4807737
2024-12-02,6462180.71,97.205,149767.81,149759.15,160909.97,68443.15,135800.78,12256052,23482133,22425069,12866920,4939463
2024-12-09,7356968.0,95.56,606642.82,172326.43,148326.39,62437.76,143279.24,48509814,26954871,20595699,11718669,5421613
2024-12-16,7144689.31,96.654,669060.5,155262.96,77638.2,61657.89,146652.13,53597964,25021373,10743835,11657317,5443169
2024-12-23,8798210.11,98.404,668208.45,157348.85,78624.01,74626.61,137827.56,55285048,26081461,10713485,14184451,5444393
2024-12-30,7682524.62,96.963,523295.54,33469.76,78825.23,185236.38,162971.19,43390518,5356385,10599726,33787939,6466334
2025-01-06,7280061.12,98.955,132731.38,38508.73,93760.92,164385.54,150132.01,10481758,6102800,12844061,31178664,5884656
2025-01-13,7526593.05,96.174,139637.85,43587.27,191243.51,162252.84,130767.04,10940845,6838729,27112052,30422843,4810852
2025-01-20,8045131.46,94.5,169066.77,58787.67,197869.73,68229.24,318157.33,14209914,9653645,27100219,12646927,12643733
2025-01-27,7916397.18,93.847,126213.69,37678.64,184691.75,65482.69,289083.85,9708711,6212184,25135837,12786732,11497215
2025-02-03,7537223.4,95.548,135834.98,41646.15,62991.65,67065.25,150578.16,10811154,6614035,8900140,12560779,5850795
2025-02-10,7298179.44,95.025,141190.98,43175.91,67944.45,69728.9,167110.67,11598666,7014308,9073830,13515326,6398500
2025-02-17,7333862.14,96.211,145689.11,46203.55,71690.46,59002.67,137378.87,12093040,7521700,10083467,11488773,5314273
2025-02-24,7441887.83,98.1,149020.43,40167.51,76458.29,132238.99,152440.57,11710577,6372730,10434658,24529747,5868655
2025-03-03,7324645.7,97.46,138891.59,36868.01,94784.32,142066.61,299784.38,11196851,6072229,13019997,27382936,12026225
2025-03-10,7272490.29,96.259,168134.25,50270.88,204482.91,141541.94,311483.51,13772616,8151322,28727411,26801846,12559020
2025-03-17,7403338.46,97.38,132815.51,35473.65,190983.12,69949.8,172909.28,10465156,5820550,26074813,12668480,6718829
2025-03-24,7562355.14,94.563,743285.24,51584.19,156813.99,72617.96,173144.56,62284340,8314038,21784826,13111327,6577887
2025-03-31,7800498.77,96.647,595096.52,151134.56,85176.53,65852.29,125080.28,48667189,23666172,12161240,13054016,4582902
2025-04-07,7569348.45,98.327,630361.75,164995.87,73816.23,57057.38,177935.63,50963471,25995321,10028683,10661942,7003817
2025-04-14,7852655.18,96.575,500648.27,150077.9,57803.76,56083.62,171993.99,40434300,24775159,7730209,10285021,6574742
2025-04-21,7595956.58,95.35,151005.78,135020.29,80614.84,52898.52,141907.41,11669431,21129729,10527920,9396964,5375075
2025-04-28,7416829.28,95.416,125129.84,47823.68,80302.53,64932.39,166740.51,9747234,7405666,10746080,11956688,6547895
2025-05-05,7284141.36,98.067,121697.92,33321.6,206766.08,70911.59,146081.24,9908972,5460786,28115775,13029209,5469995
2025-05-12,8064130.07,98.857,637065.24,40040.73,202467.94,60239.27,159828.45,52097850,6165644,28489853,11459643,6098998
2025-05-19,7601644.06,96.997,579297.87,164985.7,177663.5,62333.94,125561.92,46710405,26489519,23508949,11832788,4950987
2025-05-26,7652313.92,95.972,504529.88,106212.08,76424.05,66451.13,169912.19,38431707,16218612,10594035,12305821,6751892
2025-06-02,7801294.71,98.559,453878.8,124031.48,69499.09,64914.88,127277.38,36347405,19814737,9705363,12246434,4931048
2025-06-09,7035544.59,102.774,157916.24,168632.78,76461.5,69800.25,127249.55,12727462,26147891,10601885,13195986,4777741
2025-06-16,7280952.02,101.153,144984.94,40791.89,81818.79,62340.96,155245.62,11068673,6484633,11387993,11697459,6107218
2025-06-23,6914925.71,104.736,159190.17,44167.85,82702.62,63110.98,168784.34,12687710,7155915,11408936,11841641,6452850
2025-06-30,6990222.08,103.392,162159.87,43602.09,70746.28,64032.88,150246.25,13214554,6776904,9651913,11691447,5745291
2025-07-07,7031483.57,101.257,165936.39,44381.37,94050.57,76642.7,165901.17,12647697,6969184,13121034,14970462,6359884
2025-07-14,6867207.63,99.893,110253.99,34374.25,76565.5,65645.91,173987.75,8911068,5671365,10382091,12361931,6428021
2025-07-21,6540877.2,102.183,97924.05,40175.18,59810.03,73895.47,157811.28,7855006,6499913,8502390,13878509,6049623
2025-07-28,7187470.07,99.421,625276.12,46695.53,92550.89,64019.69,370262.35,52504551,7541080,12627551,11709140,13824042
2025-08-04,7405671.36,97.737,459900.24,121901.37,88187.97,73725.37,358613.76,37862389,19366591,12376940,13478240,13623064
2025-08-11,7376691.75,97.823,659776.93,162847.73,231634.93,155307.95,146065.14,52936436,26652868,32644866,29262716,5597353
2025-08-18,7230963.16,97.38,605165.09,173506.58,194471.08,135553.21,138322.1,49980343,27715417,26084878,25353600,5381457
2025-08-25,7205689.6,97.839,143864.15,176493.96,188763.28,128411.87,144541.7,12133850,26919339,26742151,24638629,5672933
2025-09-01,7222074.14,97.701,571216.78,36429.96,71871.06,73493.03,314187.96,47345095,5641183,10143507,13635332,12390505
2025-09-08,7339143.48,96.581,475368.61,36832.47,214098.98,59152.73,375845.79,39053614,5796523,30071421,10999333,14443902
2025-09-15,7076807.07,96.264,569237.89,32763.6,217971.68,64970.79,186192.57,45529473,5458704,28858177,12087193,7148093
2025-09-22,7054133.01,98.733,563059.38,38630.35,215997.53,55198.45,131448.66,45935045,6032488,29120109,10798852,5035172
2025-09-29,6630866.11,99.776,150587.65,50445.21,87118.03,67519.65,191037.1,12093210,8187188,12502765,13052391,7513897
2025-10-06,6529879.54,99.787,182468.31,51264.38,72217.91,140726.82,123576.89,14472118,8177416,10103539,25957392,4810519
2025-10-13,6423319.73,99.007,134959.79,38683.68,202502.55,189187.91,130820.01,10973474,6029519,28707102,36289702,5004179
2025-10-20,6246744.41,99.403,156101.29,38970.12,213327.31,142392.34,136131.47,12628235,6084247,29713170,26446199,5385954
2025-10-27,6727873.21,98.897,714104.13,46924.69,195137.68,71497.89,178231.5,60302185,7570592,26001906,14135319,7183058
2025-11-03,6876323.42,98.599,527427.06,146047.86,98210.96,89336.57,286657.39,41410695,23230132,13193439,16601291,10848610
2025-11-10,7195610.1,100.239,518284.01,147375.6,151673.58,184572.58,339059.87,42846049,23101611,20060821,35179033,13203988
2025-11-17,7476076.26,96.998,523402.36,155339.52,208006.33,170321.5,157744.3,41756905,25728404,28595687,32065187,5996749
2025-11-24,8578397.38,96.633,124879.7,142555.38,189998.69,135332.96,147040.71,10046948,22084680,26705500,26508200,5251015
2025-12-01,7460313.23,97.757,469797.6,30703.69,79033.2,77617.87,158963.38,39203616,4999726,11078450,14750795,6161185
2025-12-08,7402591.08,97.729,619375.15,40403.22,197569.77,190907.65,143812.2,52935601,6268270,28026191,34611277,5596281
2025-12-15,7598962.68,98.409,689294.76,44143.27,192268.43,148878.07,158012.87,55757974,6683942,26446151,27144118,6224464
2025-12-22,8767644.34,99.973,617176.2,38547.05,199918.83,156361.79,150028.74,50913957,6065093,27643146,29258350,5795992
