date,population,revenue,competitor_index,tv_spend,tv_impressions,ooh_spend,ooh_impressions,social_spend,social_impressions,display_spend,display_impressions,search_spend,search_impressions
2023-10-02,50000000,6134384.63,99.937,501323.76,41540354,42207.51,6573387,203083.7,27118283,71519.73,13032036,175262.98,6728791
2023-10-09,50000000,6525296.41,99.252,562635.71,45771551,152276.55,24317066,267931.88,35818375,167135.89,32745651,153670.04,5982467
2023-10-16,50000000,6846386.22,96.455,534073.1,42919894,138444.97,22602255,178547.44,23796394,130530.86,24657406,155520.77,5877946
2023-10-23,50000000,6571840.76,96.471,131794.41,10576257,154292.98,25039864,73410.87,10202158,134722.47,24820432,137586.06,5322853
2023-10-30,50000000,6542685.14,96.954,135361.52,10856093,141007.7,22451980,89565.1,12275675,59954.99,10879371,330063.23,12509348
2023-11-06,50000000,6543174.4,97.26,133153.37,10588630,34458.15,5412368,78895.93,10845936,55792.14,10207343,359584.19,13405660
2023-11-13,50000000,6276156.84,97.798,149789.12,11977440,38907.39,6577909,89910.99,12808054,59956.93,10795268,158887.09,6185109
2023-11-20,50000000,7318178.28,98.021,157793.63,12997003,50013.95,7996385,78772.89,11301953,58476.1,11066777,154889.8,6107900
2023-11-27,50000000,6337348.88,98.478,168110.35,13459917,53771.26,8743931,72937.16,10277673,56542.76,10714148,160755.63,6003001
2023-12-04,50000000,6246106.48,96.735,147759.6,11616699,41348.5,6614635,68829.86,9694761,64230.11,11807406,146012.4,5759741
2023-12-11,50000000,6519212.92,94.1,133591.8,10780274,42015.93,6541930,76759.19,10190800,74786.31,14416213,159020.25,6025667
2023-12-18,50000000,6509036.01,95.166,127668.08,10096434,33324.6,5235232,74356.9,10367918,76765.68,14259769,140923.53,5267404
2023-12-25,50000000,7868103.9,93.66,127652.03,10331580,42809.75,7074046,87185.77,11659159,78834.38,14388658,167719.46,6220952
2024-01-01,50000000,6766475.24,95.572,120328.28,9470632,37459.62,5912916,82502.23,11190111,76727.13,14655508,166588.27,6314486
2024-01-08,50000000,6645077.86,95.712,155617.08,12367582,46896.2,7424324,62653.45,8685644,48038.85,8983952,161199.44,5997883
2024-01-15,50000000,7019855.38,97.616,177703.78,14155865,46654.04,7520708,88880.25,12567809,80451.34,14231045,161574.85,6233184
2024-01-22,50000000,7391553.08,98.14,573466.61,44747395,42038.53,6482998,186594.35,25834502,67241.91,12687414,158209.83,6081472
2024-01-29,50000000,7742132.18,94.546,597382.78,45335976,136155.5,21409696,168849.38,23673049,54243.55,9839340,139684.67,5132651
2024-02-05,50000000,7435943.72,97.551,446606.44,36718729,139805.74,21894369,253011.23,34889334,58726.31,10941687,141714.14,5423857
2024-02-12,50000000,7481570.72,98.687,575435.43,45838547,148133.71,23736136,77454.95,10641825,61128.3,12296241,157217.12,5818060
2024-02-19,50000000,7528061.07,97.339,134474.11,11199453,154142.13,24159726,79778.16,11394279,58745.63,10636225,142546.33,5370854
2024-02-26,50000000,7306551.59,98.861,146055.58,11435482,49862.35,8009179,84348.93,11235199,73763.28,14013821,141981.87,5301069
2024-03-04,50000000,7309609.1,98.535,131729.42,10513654,31419.68,5157265,67961.26,9318801,63120.76,11702932,140059.16,5329011
2024-03-11,50000000,7466898.75,98.762,531418.35,43082174,44390.98,6825517,79900.08,10961427,82613.65,15394518,160625.81,6124998
2024-03-18,50000000,7775287.82,96.312,523633.45,43380754,152543.91,24367946,81174.69,11297489,79750.2,14809612,155627.65,6122815
2024-03-25,50000000,7608015.45,95.428,537350.48,43117614,154089.42,25343806,182947.35,24628978,52592.17,9620212,163212.29,6240376
2024-04-01,50000000,7942788.26,93.703,736948.63,60885859,196426.21,30995394,204818.51,27970179,61295.45,11375821,177825.33,6852330
2024-04-08,50000000,7504741.07,94.773,157106.86,12789166,157220.86,24359848,215868.69,28473568,72523.83,13378706,157564.51,6007271
2024-04-15,50000000,7417406.79,94.343,122152.85,9668318,31745.08,5172069,81459.64,11411596,68535.37,12759980,144867.53,5794193
2024-04-22,50000000,7149926.76,93.954,141106.94,11178645,39090.17,6599516,61177.93,8059328,152515.67,28832234,156905.98,5852561
2024-04-29,50000000,7581169.34,93.592,138872.12,11317598,39577.76,6431844,188447.22,26029572,152488.99,29382381,341358.21,13102451
2024-05-06,50000000,7539721.73,94.958,184918.35,15134053,38738.84,6133776,205355.77,27952918,145995.97,27126426,358101.79,13602192
2024-05-13,50000000,7637051.41,98.007,117157.76,9173123,38909.74,6437161,238989.49,32579945,60561.29,11436202,152181.3,5844069
2024-05-20,50000000,6840997.7,99.992,156297.93,12385955,170509.08,26616402,86033.61,11618178,165555.34,31310865,163013.72,6326609
2024-05-27,50000000,6569167.56,101.212,159882.27,12818464,146812.93,23008979,83239.62,11502542,154193.57,28907326,139717.92,5286906
2024-06-03,50000000,6900886.87,100.71,186900.4,15305959,181536.72,29281820,68389.83,9129446,139176.26,25678860,142105.67,5518378
2024-06-10,50000000,6608227.4,102.725,177492.15,14231776,175923.51,28285734,85369.53,11897927,52012.25,9618556,135426.73,5159449
2024-06-17,50000000,6678982.96,99.802,142277.31,11534498,41475.04,6704635,106599.66,14161950,67509.88,12563840,159684.77,5903292
2024-06-24,50000000,6495208.63,100.949,119968.26,9138288,37262.91,5989068,79240.25,10836942,63773.53,11823401,137075.17,5130691
2024-07-01,50000000,6764023.12,101.078,128756.67,10222576,43113.36,7153719,75126.43,9820215,111777.87,20712199,149331.51,5857346
2024-07-08,50000000,6259102.17,102.071,133822.73,10752863,40734.55,6526879,80189.13,11073366,155785.34,28454524,154958.6,5677315
2024-07-15,50000000,6139667.64,104.742,141510.74,11357213,50312.04,7989339,85317.49,11552195,132189.73,24230668,137088.83,5210653
2024-07-22,50000000,6195712.83,104.604,133826.62,10907781,40816.76,6489554,74755.37,10440444,66147.95,12710862,132264.37,5071136
2024-07-29,50000000,5910584.72,106.641,123604.7,10086086,43248.93,6924908,79966.22,11814454,63618.03,12245218,168149.39,6586843
2024-08-05,50000000,6119976.52,104.445,156169.81,12565821,50245.16,7975270,69134.1,9616992,74378.06,14112336,161789.61,6208578
2024-08-12,50000000,6254822.05,104.09,147324.53,12315428,36536.5,5961720,76031.9,10349112,56296.98,10374232,168170.87,6528045
2024-08-19,50000000,6175079.21,100.769,138335.93,10759428,41903.48,6710883,78574.71,11011622,78892.73,14939697,156439.82,6061060
2024-08-26,50000000,6499015.38,100.436,547350.76,45044905,42499.69,6920436,73966.63,10333545,66174.76,11954983,360910.32,14192175
2024-09-02,50000000,6605604.59,103.025,537674.81,42260791,157634.1,25766930,173535.26,23484906,83634.26,14698886,332759.88,12591437
2024-09-09,50000000,6494557.59,103.303,513164.06,41418281,151554.38,24609970,243549.39,32946498,68998.57,12447773,135243.14,5028585
2024-09-16,50000000,6500097.92,103.333,783216.38,61628117,210707.03,32818641,198384.94,28689934,66259.51,12277849,161523.63,6347758
2024-09-23,50000000,6404683.85,101.778,139252.49,11250894,166071.35,27558431,86831.68,11760761,59040.17,11345398,156583.44,5800022
2024-09-30,50000000,6259724.78,100.701,134965.33,10664724,39460.39,6327344,65602.63,9183769,82279.87,15273153,136930.45,5316677
2024-10-07,50000000,6168221.23,100.875,173592.44,13946887,52872.16,8505785,76925.67,10245077,78138.29,14592587,142338.22,5515170
2024-10-14,50000000,6095213.96,100.276,138934.85,11109300,40427.61,6377845,75492.35,10285365,160354.71,30227711,157672.28,6261810
2024-10-21,50000000,6125574.87,96.385,150475.33,11965635,165983.86,25191674,101102.07,13494386,149596.34,27474031,124543.47,4741199
2024-10-28,50000000,6224480.07,95.941,128610.51,10215421,137940.68,22455934,87222.4,12320168,147587.36,27272141,152204.82,5469030
2024-11-04,50000000,6167717.4,99.402,138245.09,11231787,133523.7,21601333,77517.95,10262328,63630.6,12065397,130171.9,5100103
2024-11-11,50000000,6356188.2,99.387,116696.05,8934541,123059.23,20461240,84665.11,12076695,67287.06,12463800,161785.5,6125084
2024-11-18,50000000,6175768.76,98.569,153618.56,12439913,50546.48,8107858,80093.12,10556759,59159.1,11039248,163013.92,6362990
2024-11-25,50000000,7658732.74,97.272,185608.42,14876497,52823.14,8184155,208183.49,28723989,61499.75,11592481,132717.43,4807737
2024-12-02,50000000,6462180.71,97.205,149767.81,12256052,149759.15,23482133,160909.97,22425069,68443.15,12866920,135800.78,4939463
2024-12-09,50000000,7356968.0,95.56,606642.82,48509814,172326.43,26954871,148326.39,20595699,62437.76,11718669,143279.24,5421613
2024-12-16,50000000,7144689.31,96.654,669060.5,53597964,155262.96,25021373,77638.2,10743835,61657.89,11657317,146652.13,5443169
2024-12-23,50000000,8798210.11,98.404,668208.45,55285048,157348.85,26081461,78624.01,10713485,74626.61,14184451,137827.56,5444393
2024-12-30,50000000,7682524.62,96.963,523295.54,43390518,33469.76,5356385,78825.23,10599726,185236.38,33787939,162971.19,6466334
2025-01-06,50000000,7280061.12,98.955,132731.38,10481758,38508.73,6102800,93760.92,12844061,164385.54,31178664,150132.01,5884656
2025-01-13,50000000,7526593.05,96.174,139637.85,10940845,43587.27,6838729,191243.51,27112052,162252.84,30422843,130767.04,4810852
2025-01-20,50000000,8045131.46,94.5,169066.77,14209914,58787.67,9653645,197869.73,27100219,68229.24,12646927,318157.33,12643733
2025-01-27,50000000,7916397.18,93.847,126213.69,9708711,37678.64,6212184,184691.75,25135837,65482.69,12786732,289083.85,11497215
2025-02-03,50000000,7537223.4,95.548,135834.98,10811154,41646.15,6614035,62991.65,8900140,67065.25,12560779,150578.16,5850795
2025-02-10,50000000,7298179.44,95.025,141190.98,11598666,43175.91,7014308,67944.45,9073830,69728.9,13515326,167110.67,6398500
2025-02-17,50000000,7333862.14,96.211,145689.11,12093040,46203.55,7521700,71690.46,10083467,59002.67,11488773,137378.87,5314273
2025-02-24,50000000,7441887.83,98.1,149020.43,11710577,40167.51,6372730,76458.29,10434658,132238.99,24529747,152440.57,5868655
2025-03-03,50000000,7324645.7,97.46,138891.59,11196851,36868.01,6072229,94784.32,13019997,142066.61,27382936,299784.38,12026225
2025-03-10,50000000,7272490.29,96.259,168134.25,13772616,50270.88,8151322,204482.91,28727411,141541.94,26801846,311483.51,12559020
2025-03-17,50000000,7403338.46,97.38,132815.51,10465156,35473.65,5820550,190983.12,26074813,69949.8,12668480,172909.28,6718829
2025-03-24,50000000,7562355.14,94.563,743285.24,62284340,51584.19,8314038,156813.99,21784826,72617.96,13111327,173144.56,6577887
2025-03-31,50000000,7800498.77,96.647,595096.52,48667189,151134.56,23666172,85176.53,12161240,65852.29,13054016,125080.28,4582902
2025-04-07,50000000,7569348.45,98.327,630361.75,50963471,164995.87,25995321,73816.23,10028683,57057.38,10661942,177935.63,7003817
2025-04-14,50000000,7852655.18,96.575,500648.27,40434300,150077.9,24775159,57803.76,7730209,56083.62,10285021,171993.99,6574742
2025-04-21,50000000,7595956.58,95.35,151005.78,11669431,135020.29,21129729,80614.84,10527920,52898.52,9396964,141907.41,5375075
2025-04-28,50000000,7416829.28,95.416,125129.84,9747234,47823.68,7405666,80302.53,10746080,64932.39,11956688,166740.51,6547895
2025-05-05,50000000,7284141.36,98.067,121697.92,9908972,33321.6,5460786,206766.08,28115775,70911.59,13029209,146081.24,5469995
2025-05-12,50000000,8064130.07,98.857,637065.24,52097850,40040.73,6165644,202467.94,28489853,60239.27,11459643,159828.45,6098998
2025-05-19,50000000,7601644.06,96.997,579297.87,46710405,164985.7,26489519,177663.5,23508949,62333.94,11832788,125561.92,4950987
2025-05-26,50000000,7652313.92,95.972,504529.88,38431707,106212.08,16218612,76424.05,10594035,66451.13,12305821,169912.19,6751892
2025-06-02,50000000,7801294.71,98.559,453878.8,36347405,124031.48,19814737,69499.09,9705363,64914.88,12246434,127277.38,4931048
2025-06-09,50000000,7035544.59,102.774,157916.24,12727462,168632.78,26147891,76461.5,10601885,69800.25,13195986,127249.55,4777741
2025-06-16,50000000,7280952.02,101.153,144984.94,11068673,40791.89,6484633,81818.79,11387993,62340.96,11697459,155245.62,6107218
2025-06-23,50000000,6914925.71,104.736,159190.17,12687710,44167.85,7155915,82702.62,11408936,63110.98,11841641,168784.34,6452850
2025-06-30,50000000,6990222.08,103.392,162159.87,13214554,43602.09,6776904,70746.28,9651913,64032.88,11691447,150246.25,5745291
2025-07-07,50000000,7031483.57,101.257,165936.39,12647697,44381.37,6969184,94050.57,13121034,76642.7,14970462,165901.17,6359884
2025-07-14,50000000,6867207.63,99.893,110253.99,8911068,34374.25,5671365,76565.5,10382091,65645.91,12361931,173987.75,6428021
2025-07-21,50000000,6540877.2,102.183,97924.05,7855006,40175.18,6499913,59810.03,8502390,73895.47,13878509,157811.28,6049623
2025-07-28,50000000,7187470.07,99.421,625276.12,52504551,46695.53,7541080,92550.89,12627551,64019.69,11709140,370262.35,13824042
2025-08-04,50000000,7405671.36,97.737,459900.24,37862389,121901.37,19366591,88187.97,12376940,73725.37,13478240,358613.76,13623064
2025-08-11,50000000,7376691.75,97.823,659776.93,52936436,162847.73,26652868,231634.93,32644866,155307.95,29262716,146065.14,5597353
2025-08-18,50000000,7230963.16,97.38,605165.09,49980343,173506.58,27715417,194471.08,26084878,135553.21,25353600,138322.1,5381457
2025-08-25,50000000,7205689.6,97.839,143864.15,12133850,176493.96,26919339,188763.28,26742151,128411.87,24638629,144541.7,5672933
2025-09-01,50000000,7222074.14,97.701,571216.78,47345095,36429.96,5641183,71871.06,10143507,73493.03,13635332,314187.96,12390505
2025-09-08,50000000,7339143.48,96.581,475368.61,39053614,36832.47,5796523,214098.98,30071421,59152.73,10999333,375845.79,14443902
2025-09-15,50000000,7076807.07,96.264,569237.89,45529473,32763.6,5458704,217971.68,28858177,64970.79,12087193,186192.57,7148093
2025-09-22,50000000,7054133.01,98.733,563059.38,45935045,38630.35,6032488,215997.53,29120109,55198.45,10798852,131448.66,5035172
2025-09-29,50000000,6630866.11,99.776,150587.65,12093210,50445.21,8187188,87118.03,12502765,67519.65,13052391,191037.1,7513897
2025-10-06,50000000,6529879.54,99.787,182468.31,14472118,51264.38,8177416,72217.91,10103539,140726.82,25957392,123576.89,4810519
2025-10-13,50000000,6423319.73,99.007,134959.79,10973474,38683.68,6029519,202502.55,28707102,189187.91,36289702,130820.01,5004179
2025-10-20,50000000,6246744.41,99.403,156101.29,12628235,38970.12,6084247,213327.31,29713170,142392.34,26446199,136131.47,5385954
2025-10-27,50000000,6727873.21,98.897,714104.13,60302185,46924.69,7570592,195137.68,26001906,71497.89,14135319,178231.5,7183058
2025-11-03,50000000,6876323.42,98.599,527427.06,41410695,146047.86,23230132,98210.96,13193439,89336.57,16601291,286657.39,10848610
2025-11-10,50000000,7195610.1,100.239,518284.01,42846049,147375.6,23101611,151673.58,20060821,184572.58,35179033,339059.87,13203988
2025-11-17,50000000,7476076.26,96.998,523402.36,41756905,155339.52,25728404,208006.33,28595687,170321.5,32065187,157744.3,5996749
2025-11-24,50000000,8578397.38,96.633,124879.7,10046948,142555.38,22084680,189998.69,26705500,135332.96,26508200,147040.71,5251015
2025-12-01,50000000,7460313.23,97.757,469797.6,39203616,30703.69,4999726,79033.2,11078450,77617.87,14750795,158963.38,6161185
2025-12-08,50000000,7402591.08,97.729,619375.15,52935601,40403.22,6268270,197569.77,28026191,190907.65,34611277,143812.2,5596281
2025-12-15,50000000,7598962.68,98.409,689294.76,55757974,44143.27,6683942,192268.43,26446151,148878.07,27144118,158012.87,6224464
2025-12-22,50000000,8767644.34,99.973,617176.2,50913957,38547.05,6065093,199918.83,27643146,156361.79,29258350,150028.74,5795992
