date,geo,population,revenue,competitor_index,tv_spend,tv_impressions,ooh_spend,ooh_impressions,social_spend,social_impressions,display_spend,display_impressions,search_spend,search_impressions
2023-12-18,geo_1,14000000,1857483.16,95.166,35852.91,2353882,9294.74,1255002,20515.07,2859263,18717.32,3005635,34858.07,1257888
2023-12-25,geo_1,14000000,2224830.34,93.66,34670.33,2573147,11758.38,1593328,24215.74,2889263,18694.41,3133636,43840.56,1524859
2024-01-01,geo_1,14000000,1858283.69,95.572,33376.59,2167716,10583.68,1325146,22339.04,2749012,17245.45,2777319,44471.88,1459883
2024-01-08,geo_1,14000000,1829799.65,95.712,43468.38,3078201,13525.46,1817103,16149.67,2105890,11166.76,1761249,44567.49,1592894
2024-01-15,geo_1,14000000,2074725.78,97.616,50785.42,3417428,13237.14,1712105,23083.72,3140995,18611.66,2868942,44255.58,1518763
2024-01-22,geo_1,14000000,2038109.38,98.14,155741.64,9804064,11171.7,1341322,47741.05,6104920,16199.79,2647331,43120.43,1528875
2024-01-29,geo_1,14000000,2048177.28,94.546,161947.72,10781261,36435.92,4531957,41773.57,5761295,13161.98,2083344,38558.95,1299088
2024-02-05,geo_1,14000000,1973382.84,97.551,118153.06,8706569,38465.72,5311888,65588.72,8746899,14978.65,2543603,41038.05,1437547
2024-02-12,geo_1,14000000,1918201.17,98.687,155050.13,9820836,39158.37,5415354,21276.58,2615754,15332.63,2777714,44829.04,1502066
2024-02-19,geo_1,14000000,1870418.0,97.339,35325.67,2320479,41133.64,5437233,21133.95,2942164,15564.82,2429905,40824.02,1370808
2024-02-26,geo_1,14000000,1971243.43,98.861,38610.65,2520756,13518.1,1983787,22925.56,2766875,19113.15,3493095,38947.45,1437550
2024-03-04,geo_1,14000000,1989949.15,98.535,33713.83,2139365,8121.87,1172973,18762.13,2558776,16245.57,2750153,38955.13,1365321
2024-03-11,geo_1,14000000,2087484.1,98.762,134659.71,9428281,11741.78,1473089,22567.57,2784005,22354.09,3709589,46056.79,1566489
2024-03-18,geo_1,14000000,2129038.37,96.312,133503.39,9860550,41521.35,5819673,22788.78,3043448,22419.17,3585194,44759.41,1726418
2024-03-25,geo_1,14000000,2050111.55,95.428,140243.84,10058636,40950.03,5539875,53535.17,6403401,14276.03,2466721,46879.66,1702619
2024-04-01,geo_1,14000000,2180990.3,93.703,200801.75,15702652,52867.77,7879468,62645.6,8279072,16841.6,2650220,49943.57,1920485
2024-04-08,geo_1,14000000,2003864.57,94.773,45069.93,3346185,43665.54,5445480,64737.12,7611827,20334.57,3154738,42320.78,1522410
2024-04-15,geo_1,14000000,2070744.56,94.343,35815.22,2431478,9197.1,1260427,24651.31,3173942,19099.15,3080141,39791.69,1447974
2024-04-22,geo_1,14000000,1992500.45,93.954,42247.0,2799219,11279.17,1731844,19030.19,2367495,41604.14,7419402,42362.58,1457142
2024-04-29,geo_1,14000000,2101247.8,93.592,40382.93,2928090,10938.74,1475548,57839.64,7235321,39980.14,7036689,87384.58,2985473
2024-05-06,geo_1,14000000,2204729.2,94.958,51413.03,3689897,10784.13,1426726,61478.63,7115767,37198.35,5667817,86900.71,2768833
2024-05-13,geo_1,14000000,2176589.82,98.007,31534.69,2148681,11499.71,1731276,71418.05,8975432,15269.43,2659591,34714.96,1245037
2024-05-20,geo_1,14000000,2101836.75,99.992,41906.07,2722977,49834.47,6436166,24819.58,3003696,41826.96,7363946,40564.17,1510945
2024-05-27,geo_1,14000000,1816185.42,101.212,43516.38,3141200,43458.5,5860582,23455.07,2927993,39795.83,6504948,33952.16,1132245
2024-06-03,geo_1,14000000,1855147.54,100.71,53372.65,3594637,52941.03,7080101,19246.53,2368636,35276.17,5752965,33539.14,1275301
2024-06-10,geo_1,14000000,1893277.57,102.725,51395.12,3478015,50552.09,6875734,23247.72,2779990,13568.4,2405618,31998.07,1234425
2024-06-17,geo_1,14000000,1811561.72,99.802,40075.26,2750489,11773.95,1683340,30696.67,3508836,17651.1,3049629,37614.61,1313833
2024-06-24,geo_1,14000000,1796283.24,100.949,33164.12,2118614,10713.55,1481110,21638.94,2790354,16116.64,2609910,32793.93,1185710
2024-07-01,geo_1,14000000,1901003.22,101.078,33079.02,2245561,12638.09,1863645,19845.81,2453721,29625.12,4564822,37430.84,1381277
2024-07-08,geo_1,14000000,1737043.41,102.071,34096.4,2231199,12053.49,1606234,21191.71,2839757,43359.51,7097655,41401.49,1358772
2024-07-15,geo_1,14000000,1672595.34,104.742,36369.64,2408659,14936.45,1853636,23172.57,2923319,38310.53,5953063,35662.83,1208164
2024-07-22,geo_1,14000000,1733722.53,104.604,34087.04,2425499,11872.57,1665286,19242.17,2734008,18387.74,3297285,33350.09,1126338
2024-07-29,geo_1,14000000,1553559.36,106.641,30788.1,2017624,12689.59,1726613,20325.26,2769032,17519.23,3141240,42772.96,1661253
2024-08-05,geo_1,14000000,1690406.91,104.445,39851.14,2728145,14515.4,2096829,17868.02,2393326,20982.08,3583991,42926.51,1592435
2024-08-12,geo_1,14000000,1755350.06,104.09,38305.85,2672650,10530.41,1367280,20084.3,2614235,15007.28,2459323,45023.03,1788026
2024-08-19,geo_1,14000000,1629459.24,100.769,36404.93,2374443,11592.54,1749118,20665.27,2841624,21535.7,3791888,42314.32,1468542
2024-08-26,geo_1,14000000,1772247.12,100.436,145537.17,10651611,11193.48,1458822,20027.48,2451693,19586.7,3144771,97879.86,3339696
2024-09-02,geo_1,14000000,1867104.81,103.025,156848.45,10487734,42171.69,6035543,45277.43,5491073,25061.53,3731493,94630.14,3251851
2024-09-09,geo_1,14000000,1889852.26,103.303,149428.37,10742589,39787.15,5497833,61879.75,7996708,20271.22,3171857,39100.76,1346819
2024-09-16,geo_1,14000000,1790215.34,103.333,231397.84,15234140,55720.09,7224457,51574.88,6865400,18623.64,3117417,47989.42,1808754
2024-09-23,geo_1,14000000,1885580.3,101.778,43018.04,3068397,45958.31,6838053,23684.63,2993074,16295.96,2830860,44325.65,1620138
2024-09-30,geo_1,14000000,1744450.43,100.701,42376.65,2738348,11297.29,1342666,19387.01,2454488,22669.08,3742020,40480.32,1451969
2024-10-07,geo_1,14000000,1704832.86,100.875,54366.36,3638977,14733.42,2050692,22509.31,2551324,21964.46,3583591,43494.63,1511191
2024-10-14,geo_1,14000000,1697874.46,100.276,42618.37,2894460,10635.38,1469529,22361.16,2712707,46393.6,7954761,46401.48,1642350
2024-10-21,geo_1,14000000,1466289.31,96.385,47589.19,3100850,43388.97,5109206,30007.92,3433673,44010.02,7147078,36636.82,1194325
2024-10-28,geo_1,14000000,1700023.34,95.941,40673.66,2636131,35835.11,5040710,26006.53,3458216,42746.04,7052887,44223.8,1448206
2024-11-04,geo_1,14000000,1679421.05,99.402,45293.66,3474155,33791.48,4627165,23226.58,2690512,18557.23,3192045,37768.57,1351634
2024-11-11,geo_1,14000000,1756755.8,99.387,38916.68,2673762,30103.0,4622741,25121.39,3419020,19684.37,3338008,47452.98,1707208
2024-11-18,geo_1,14000000,1657598.42,98.569,49834.37,3442450,13097.94,1858299,24192.7,3197536,16638.56,2675201,47586.24,1768765
2024-11-25,geo_1,14000000,2182801.67,97.272,56393.54,4148902,14060.45,1844355,61544.85,7550093,17928.98,3201540,40698.61,1357258
2024-12-02,geo_1,14000000,1672964.8,97.205,43757.9,3069615,39294.52,5073818,45921.06,5802528,19373.17,3236547,39917.21,1287396
2024-12-09,geo_1,14000000,2080621.36,95.56,181308.86,13383212,46175.18,5922275,42468.33,5496508,17391.27,2869649,39911.26,1353928
2024-12-16,geo_1,14000000,1781061.58,96.654,200005.87,13564052,41051.88,5772323,23116.4,3065154,16550.63,3037439,39551.03,1261817
2024-12-23,geo_1,14000000,2576554.01,98.404,200906.48,14485572,41750.35,6228339,23397.93,3056107,19413.76,3268572,36796.49,1351383
2024-12-30,geo_1,14000000,2148257.95,96.963,153191.52,10788679,8935.22,1185417,22768.43,2791638,48205.44,7775113,44000.76,1506590
2025-01-06,geo_1,14000000,1937364.99,98.955,38873.19,2753634,11019.61,1520870,26636.53,3686092,44368.06,7506380,42396.55,1721886
2025-01-13,geo_1,14000000,2005829.85,96.174,41642.89,2844682,11976.43,1465754,50487.9,7489130,40615.04,6513620,37369.02,1267129
2025-01-20,geo_1,14000000,2379882.12,94.5,51421.79,3607246,16278.77,2369296,56800.23,7153817,17353.57,2678019,91136.18,3908328
2025-01-27,geo_1,14000000,1976363.58,93.847,36715.77,2572441,10241.89,1488859,52320.93,6594182,16662.7,2917050,85940.09,3449654
2025-02-03,geo_1,14000000,2069893.24,95.548,39142.25,2735928,11186.64,1515562,17238.67,2296239,17367.53,2731589,43125.44,1623876
2025-02-10,geo_1,14000000,2002335.3,95.025,41819.74,3378391,11692.73,1576213,19371.2,2348252,18125.72,3173170,48437.2,1702016
2025-02-17,geo_1,14000000,2015204.12,96.211,40567.88,3130915,12768.24,1669929,18871.96,2548634,15917.61,2793084,40142.72,1491928
2025-02-24,geo_1,14000000,2098796.37,98.1,42300.52,2823269,10796.67,1390743,20053.48,2458326,36002.31,5750970,44828.72,1583245
2025-03-03,geo_1,14000000,2103116.27,97.46,38521.53,2708089,9634.93,1296447,25206.75,3107311,39060.49,6696542,84790.24,3369133
2025-03-10,geo_1,14000000,1837913.0,96.259,44027.91,3235180,13422.1,1898725,53323.28,7575497,37553.88,5880919,90889.6,3689310
2025-03-17,geo_1,14000000,2101905.23,97.38,36369.04,2354437,9218.85,1415104,51046.56,6574679,18424.5,3003034,50547.89,1924521
2025-03-24,geo_1,14000000,2154274.85,94.563,202640.79,14311592,13474.94,1774005,39400.15,4711938,19807.57,3081191,53803.24,1933086
2025-03-31,geo_1,14000000,2138724.15,96.647,169644.16,11535523,41499.01,5205287,21217.81,2766198,18461.67,3721436,38499.07,1330872
2025-04-07,geo_1,14000000,2094155.37,98.327,173780.62,12422924,45732.62,5520220,19443.12,2308412,16434.87,2725616,55398.85,2072072
2025-04-14,geo_1,14000000,2240783.06,96.575,138417.82,9658922,39981.5,6277547,15474.97,1878822,16352.39,2435616,52962.67,1915605
2025-04-21,geo_1,14000000,1977055.65,95.35,44753.11,3122742,38277.93,5329974,21373.27,2225477,15130.77,2400988,42863.47,1443455
2025-04-28,geo_1,14000000,2028276.08,95.416,37342.16,2200507,13066.51,1724424,20110.11,2230348,18999.5,2996042,48644.76,1837472
2025-05-05,geo_1,14000000,2118745.07,98.067,35958.03,2577831,9063.42,1186258,52291.31,6319799,19619.46,3211894,42293.85,1495642
2025-05-12,geo_1,14000000,2187693.52,98.857,191825.76,13920214,10763.44,1344575,49821.06,6559862,16645.78,2640638,47539.26,1612227
2025-05-19,geo_1,14000000,2117741.54,96.997,164767.28,11434974,44570.28,5905045,44251.88,4914851,17322.59,2980711,37788.06,1382053
2025-05-26,geo_1,14000000,2113413.64,95.972,148513.15,8970058,28776.05,3566456,20465.95,2589511,18697.52,3074231,51807.98,2071955
2025-06-02,geo_1,14000000,2182412.67,98.559,139040.86,9935729,36412.96,5137968,18625.75,2266018,18086.56,2962093,39147.62,1439892
2025-06-09,geo_1,14000000,2121225.39,102.774,51015.36,3420116,49525.48,6546473,19497.84,2314306,20225.82,3412973,40711.91,1440379
2025-06-16,geo_1,14000000,2210303.46,101.153,45651.05,2872244,11624.28,1561426,20977.55,2616790,17916.55,3038956,50882.14,2003555
2025-06-23,geo_1,14000000,2030031.64,104.736,49909.61,3350937,12314.15,1726230,21138.6,2499002,18789.28,3477861,51674.21,1851334
2025-06-30,geo_1,14000000,1994327.07,103.392,50407.32,3937088,12283.44,1546740,19292.75,2416765,18978.24,3170818,47546.4,1797026
2025-07-07,geo_1,14000000,1789808.2,101.257,51154.37,3252152,12390.96,1602329,24331.8,2932241,21821.39,3820133,50684.74,1830946
2025-07-14,geo_1,14000000,1936238.95,99.893,32714.17,2458720,9567.45,1377502,19354.61,2432321,18276.86,3096759,52407.87,1773244
2025-07-21,geo_1,14000000,1875524.3,102.183,28558.78,1933004,11522.14,1508011,15645.26,2276835,20662.54,3176530,46824.23,1712710
2025-07-28,geo_1,14000000,2023569.75,99.421,182795.07,12697571,13143.87,1845314,23607.5,3111818,18717.71,2970940,106727.5,3499294
2025-08-04,geo_1,14000000,2023242.69,97.737,133078.33,9774796,34057.39,4815947,20768.52,2517428,22197.87,3356538,99727.54,3500931
2025-08-11,geo_1,14000000,2074337.97,97.823,202368.95,12926832,46718.0,6459848,56411.61,7571589,45379.14,7962127,42608.03,1573827
2025-08-18,geo_1,14000000,1986521.53,97.38,174680.53,13340074,51158.34,6381299,47299.56,5981767,39217.36,6686792,43936.25,1683496
2025-08-25,geo_1,14000000,1999201.05,97.839,39728.31,3199721,50952.79,6190250,47578.66,6374337,36518.3,6794331,42639.46,1494010
2025-09-01,geo_1,14000000,1907149.26,97.701,159489.02,11215302,10137.34,1295240,18375.77,2259844,20855.47,3268219,92833.77,3308458
2025-09-08,geo_1,14000000,1994089.01,96.581,130103.69,8796436,10172.0,1361757,55430.14,7253965,16683.07,2614991,113938.6,4120466
2025-09-15,geo_1,14000000,1835712.9,96.264,151091.07,10064412,9136.69,1288427,56693.04,6561529,17253.86,2951849,54474.04,2000422
2025-09-22,geo_1,14000000,1929127.21,98.733,157704.04,11642230,10515.85,1401347,58130.56,7074960,14619.39,2587001,39300.81,1446755
2025-09-29,geo_1,14000000,1744744.85,99.776,44657.92,2949714,13006.12,1785173,23224.27,3132945,17848.61,3313110,58598.49,2242721
2025-10-06,geo_1,14000000,1923933.79,99.787,55268.3,3943015,13285.82,2045504,19586.32,2395275,35043.94,5271455,36535.97,1282492
2025-10-13,geo_1,14000000,1708220.58,99.007,41162.73,2913291,10208.13,1423273,54726.46,7299556,46888.14,8365508,37830.94,1320509
2025-10-20,geo_1,14000000,1735724.63,99.403,45977.83,3297949,10848.1,1581730,56763.09,7112026,36242.14,5918789,40396.52,1556038
2025-10-27,geo_1,14000000,1909144.62,98.897,199077.91,15164107,13070.69,1663138,52500.98,6146484,18037.69,3038841,51598.23,2096805
2025-11-03,geo_1,14000000,1809917.3,98.599,152171.4,9939284,41464.45,5517881,26821.94,3174674,24100.81,3610617,88905.84,3121811
2025-11-10,geo_1,14000000,1889578.63,100.239,153166.49,11208907,42919.11,5876616,41950.77,4966476,52768.19,8619987,99863.77,3722437
2025-11-17,geo_1,14000000,2108403.84,96.998,154944.11,11158984,45412.89,6656421,58469.25,6739864,46446.16,7519598,46221.73,1765003
2025-11-24,geo_1,14000000,2221153.37,96.633,37337.73,2391344,43322.3,5681758,52722.34,7425228,35902.83,6017780,43415.88,1536935
2025-12-01,geo_1,14000000,1983103.67,97.757,140112.34,11196440,9315.0,1283050,21525.25,2791271,20693.78,3431773,45340.26,1659376
2025-12-08,geo_1,14000000,2089044.44,97.729,182504.95,14092662,12058.33,1719936,52547.93,7539097,51254.22,8135347,41501.0,1537860
2025-12-15,geo_1,14000000,2070728.06,98.409,217084.32,15562398,12943.38,1645605,50899.32,6650269,40625.43,6519216,47432.33,1729601
2025-12-22,geo_1,14000000,2420396.85,99.973,186437.33,13720978,11197.07,1507112,53445.21,7026955,42534.56,7384918,42820.93,1685235
2023-01-02,geo_2,9000000,1176689.46,107.608,28946.78,2379993,7890.21,1492272,18908.97,2556354,27140.2,4934197,29934.49,1299485
2023-01-09,geo_2,9000000,1192090.18,104.828,31893.06,2732565,7052.98,1282542,14415.0,1967561,25255.45,4550782,27547.82,1111854
2023-01-16,geo_2,9000000,1110650.92,104.86,27334.04,2150550,7523.24,1367660,14931.68,2263957,26618.77,4723665,23347.72,914449
2023-01-23,geo_2,9000000,1098920.05,103.941,24901.58,2043312,6795.29,1069691,14271.92,2325722,17012.16,3037645,24330.1,885262
2023-01-30,geo_2,9000000,1266076.45,103.148,25858.91,2069130,5968.56,1029682,14371.49,2322662,11601.36,2021085,68871.79,2762578
2023-02-06,geo_2,9000000,1254323.89,103.292,20259.0,1557944,6726.54,1093356,26795.4,4035985,10409.84,1920482,65315.39,2415256
2023-02-13,geo_2,9000000,1171386.26,103.494,25832.08,1946141,6893.59,1098180,40184.39,6417943,9406.35,1495606,23565.31,928318
2023-02-20,geo_2,9000000,1208158.31,102.639,26509.58,2243023,7417.51,1298703,40486.51,5554123,12807.43,2175797,26989.05,1158087
2023-02-27,geo_2,9000000,1245117.2,103.898,22833.52,1931663,6932.36,1194688,15590.42,2325792,15144.79,2557413,23634.64,884615
2023-03-06,geo_2,9000000,1121300.7,100.62,22587.22,1800638,7179.93,1245232,31393.62,4724142,12816.03,2257414,27861.38,1065101
2023-03-13,geo_2,9000000,1205192.95,100.581,22693.37,1861796,6543.05,1024300,25624.76,3615213,11931.87,2113083,21258.71,822371
2023-03-20,geo_2,9000000,1291896.23,100.109,24468.44,2101002,6412.36,1097229,26006.57,3760039,11546.61,1998252,46994.47,1890196
2023-03-27,geo_2,9000000,1222594.52,97.391,28608.95,2356018,7492.93,1296796,11460.0,1727590,12653.68,2343725,55422.29,2148295
2023-04-03,geo_2,9000000,1241974.6,96.736,102073.72,8480129,7928.89,1473666,11166.35,1711699,10995.65,1936003,27259.5,1010201
2023-04-10,geo_2,9000000,1381792.64,94.784,92636.9,7743297,22598.98,4090595,9923.7,1416846,11859.49,1958669,63680.51,2449199
2023-04-17,geo_2,9000000,1332603.57,97.256,96867.54,7882125,28552.05,4832502,10816.98,1572837,11807.18,2096521,67010.45,2718151
2023-04-24,geo_2,9000000,1259056.36,96.303,117177.14,8479038,30684.38,5145208,9510.19,1327385,11775.47,2024258,31520.26,1248440
2023-05-01,geo_2,9000000,1238713.23,95.509,24995.86,2112718,22222.39,3691051,10508.02,1482264,13714.7,2526355,28106.89,1090462
2023-05-08,geo_2,9000000,1239761.98,94.844,24514.97,2199111,7653.53,1337826,12582.62,1866521,9867.68,1588072,29920.55,1126498
2023-05-15,geo_2,9000000,1335467.14,98.26,34916.31,2851227,8325.42,1492124,27559.11,3827136,10174.71,1708160,28411.86,1158787
2023-05-22,geo_2,9000000,1233898.21,99.253,22639.03,1792116,6941.35,1233543,25037.21,3350309,23000.5,3720583,26035.3,1043156
2023-05-29,geo_2,9000000,1213518.01,97.387,26471.18,2215170,8097.34,1374456,25212.24,3508033,24263.86,4461006,31178.91,1133641
2023-06-05,geo_2,9000000,1300243.43,97.928,119871.8,10363953,7563.99,1298461,10583.84,1493382,24932.74,4709494,24518.23,1001345
2023-06-12,geo_2,9000000,1343175.17,97.936,108346.31,9045227,8264.59,1354107,12686.34,1892153,12692.39,2116232,24475.37,1003228
2023-06-19,geo_2,9000000,1385535.48,98.839,102125.33,8357996,8581.54,1506873,14225.6,2077800,9802.76,1794554,27592.53,1117602
2023-06-26,geo_2,9000000,1177100.91,100.048,124054.35,10501214,11229.33,1938575,13598.1,1992661,10829.7,1833354,30726.82,1259650
2023-07-03,geo_2,9000000,1290721.81,99.881,25390.46,1903900,9180.76,1519721,11314.76,1505539,11765.83,2017707,28435.57,1138996
2023-07-10,geo_2,9000000,1155202.08,100.389,27642.45,2377583,7831.19,1196270,10997.38,1491297,10811.0,1769491,26243.98,1052697
2023-07-17,geo_2,9000000,1182017.77,98.846,24208.43,1893949,7868.53,1431694,14763.54,2209727,12103.18,1991192,72205.49,2735700
2023-07-24,geo_2,9000000,1303997.73,99.301,27075.71,2277610,10053.59,1660663,12470.96,1882607,9933.75,1788602,48476.18,1953104
2023-07-31,geo_2,9000000,1235608.27,98.226,19732.59,1641118,7553.95,1170967,11211.51,1604372,13331.64,2417029,31780.17,1222654
2023-08-07,geo_2,9000000,1186774.38,99.279,77332.82,6879854,6573.94,1028761,34787.55,5049682,13215.53,2059897,23956.29,970680
2023-08-14,geo_2,9000000,1222705.77,99.265,78978.41,6236965,27294.14,4986432,26917.8,3984714,12984.79,2214890,27404.56,1069651
2023-08-21,geo_2,9000000,1153419.83,99.36,77903.31,6615804,26139.74,4373728,36210.41,5494755,14831.6,2528751,31373.87,1242787
2023-08-28,geo_2,9000000,1203182.5,99.756,80205.6,6810265,29034.68,5358165,14983.57,2071569,32091.47,5701280,31849.51,1192024
2023-09-04,geo_2,9000000,1136573.01,101.501,21066.08,1693522,27662.2,5206526,12786.37,1790425,34708.55,6464429,29713.29,1024305
2023-09-11,geo_2,9000000,1159331.72,101.132,20256.59,1467067,8349.57,1312769,8038.6,1103040,32085.57,5643767,32781.36,1316497
2023-09-18,geo_2,9000000,1178902.29,100.15,25878.74,2185713,8408.89,1370249,12333.58,1835815,13264.48,2426039,31363.61,1339662
2023-09-25,geo_2,9000000,954167.2,100.342,88440.39,7727687,6324.33,1135669,12925.12,1854391,12724.68,2272817,27720.99,1065866
