date,population,revenue,competitor_index,tv_spend,tv_impressions,ooh_spend,ooh_impressions,social_spend,social_impressions,display_spend,display_impressions,search_spend,search_impressions
2023-04-10,50000000,6737960.33,101.39,113978.61,9796999,34173.63,5674054,74705.41,10842960,77243.23,15268475,158876.86,6206975
2023-04-17,50000000,6838320.04,102.772,166037.8,13809986,50780.11,8236135,209183.94,30059477,62772.15,12658731,155461.95,6235874
2023-04-24,50000000,6405024.19,103.016,175564.16,15738980,48548.25,7837815,212708.04,30380851,84190.67,16833258,187290.57,7255560
2023-05-01,50000000,6974374.94,102.104,681563.58,57565257,55412.98,8799884,213585.49,29845966,71762.05,14354046,166852.69,6528736
2023-05-08,50000000,6893766.56,101.654,474839.94,40103654,38108.3,6375747,113601.91,16773111,76971.42,15482439,145214.8,5448505
2023-05-15,50000000,7668745.67,99.801,618860.18,51763049,50320.22,8857157,58579.91,8497492,53854.74,11108274,182001.07,7336045
2023-05-22,50000000,7357454.32,102.502,640422.78,52644937,45907.86,7626340,75072.3,10767671,156930.79,32617378,376790.2,14771891
2023-05-29,50000000,7054831.6,100.244,137449.12,11530237,138587.95,22669369,67818.76,9761176,147087.98,31265832,346265.66,13332138
2023-06-05,50000000,6889009.81,99.166,162812.69,13489751,179422.63,30196833,77918.27,10961666,186398.73,37521192,122418.8,4601925
2023-06-12,50000000,6793909.73,98.68,128585.83,10600521,135324.06,22529484,73240.13,10414137,61637.94,12452819,139752.84,5386069
2023-06-19,50000000,7026584.21,98.675,129242.23,10808948,127285.86,22002176,77477.82,10832652,65175.09,13039237,332395.37,12674776
2023-06-26,50000000,6701949.65,100.71,133101.91,11015989,37312.52,6084792,79777.61,11492852,58956.58,11964817,306952.6,11528667
2023-07-03,50000000,6424041.3,101.017,134933.05,11343632,38954.48,5957826,74361.53,10838036,53173.42,10743037,269625.99,9942385
2023-07-10,50000000,6773728.17,99.201,130290.32,11731903,40569.51,6858172,224915.51,31902661,69842.81,14211782,321359.28,12748526
2023-07-17,50000000,6794383.4,97.479,165673.32,14173745,49659.74,8356072,166564.07,22920113,146397.49,30226434,142255.83,5494839
2023-07-24,50000000,6748913.49,98.216,517242.01,42078877,41812.15,7086894,187534.27,27588496,159366.31,32243101,157415.81,6160736
2023-07-31,50000000,7134441.8,100.691,556890.58,47579612,50416.39,8626554,80425.37,11272200,135588.5,27357030,157555.8,6188137
2023-08-07,50000000,6965580.36,100.207,545312.96,45533013,33702.38,5567982,95149.7,13251946,64254.38,13135902,177771.47,6995646
2023-08-14,50000000,6548547.25,99.822,770606.14,66005122,49227.68,8331534,67822.09,9629380,58350.66,11728389,140147.76,5476029
2023-08-21,50000000,6719580.74,100.004,132064.83,11367930,51243.75,8603773,68731.34,9907032,60723.7,12322087,170784.49,6474928
2023-08-28,50000000,6470734.36,99.665,156057.62,13153124,42839.34,7019007,85686.03,11889266,65937.42,13310658,139329.4,5463694
2023-09-04,50000000,6366271.21,101.582,183856.47,15989128,43150.53,7141966,81058.59,11426470,60541.16,12083776,170310.15,6650111
2023-09-11,50000000,5679764.65,101.538,127564.72,10794555,36377.57,6194126,67118.72,9774693,69107.41,14554250,161210.8,6501885
2023-09-18,50000000,5696543.06,102.617,133161.04,10992004,36561.94,5852678,92741.74,12929699,56151.36,11309376,159918.24,6368857
2023-09-25,50000000,5711154.04,102.217,141539.69,12206605,39710.68,6392566,82939.25,12166380,61434.85,12787989,155423.73,6083351
2023-10-02,50000000,5849385.35,101.467,125421.48,10835513,45763.44,7389738,77094.58,10905137,75732.69,15255451,143009.54,5542446
2023-10-09,50000000,5638026.51,102.978,171010.07,14310130,40774.25,6852696,77077.75,11006013,59107.36,12063775,159321.36,6131761
2023-10-16,50000000,5849483.62,101.705,139082.97,10923799,38543.25,6551228,81369.16,11392330,52017.87,10693677,161695.6,6352369
2023-10-23,50000000,5762912.66,101.65,167432.36,14312441,52818.98,8558738,192006.49,28626180,177110.89,37266666,172934.62,6642732
2023-10-30,50000000,6184784.72,104.487,628766.25,53938679,168898.36,28272102,209283.24,29356126,149598.38,29888477,158849.3,6318933
2023-11-06,50000000,6397963.67,105.223,590959.91,51285749,163251.42,26143399,209439.56,31240333,134266.44,27809928,160277.39,6268414
2023-11-13,50000000,6440287.06,104.038,662076.63,57043725,163265.72,26605465,70168.73,10271723,56040.74,11351693,136973.15,5446800
2023-11-20,50000000,7834709.43,103.167,568182.5,48497893,169156.46,28241556,66233.99,9402855,69054.58,14656236,128140.57,4925895
2023-11-27,50000000,6652939.21,101.644,167447.07,13626188,41772.34,6806407,244954.42,34167643,56141.56,11409291,155038.32,6082149
2023-12-04,50000000,7204925.08,101.268,502841.76,43881416,157437.43,26821156,188183.46,26393577,52434.96,10882422,399361.68,15504890
2023-12-11,50000000,7006392.79,101.734,538663.99,45042591,151395.41,24589848,249002.61,35622769,69571.42,14247703,310773.79,12115495
2023-12-18,50000000,6969558.4,102.065,682187.9,58905902,169302.78,28501266,81957.87,11405284,66270.74,13162307,138701.34,5290334
2023-12-25,50000000,8306542.93,99.813,457488.79,37431589,128828.4,21087475,57814.9,8151938,69313.16,14024673,116621.41,4605184
2024-01-01,50000000,7000796.47,99.741,156100.05,12815181,48428.39,8178238,83261.49,11520162,60333.19,12156956,161020.55,6513462
2024-01-08,50000000,6954152.97,100.783,140237.13,11622373,42808.59,6962267,72256.67,10398879,67645.95,13924161,137353.83,5075976
2024-01-15,50000000,7041420.55,99.376,137971.77,11961690,39512.82,6543337,60956.92,8707246,57303.35,12070740,142262.82,5576341
2024-01-22,50000000,7400226.11,97.54,135468.59,11191627,41054.53,6698872,80321.12,11452597,61706.24,12872020,322706.21,12275774
2024-01-29,50000000,7082303.88,97.208,172126.6,14874025,42352.08,7051222,70042.09,10186844,155469.93,29824002,335324.5,13094227
2024-02-05,50000000,7659094.56,96.364,490333.22,40979426,160016.36,26821493,78291.77,10688272,156884.05,32412304,183451.08,7041880
2024-02-12,50000000,7824602.43,96.146,651876.6,54598163,191739.42,32929807,92548.19,13364829,174446.01,35267551,171830.64,6906300
2024-02-19,50000000,7874395.06,96.325,624462.79,53687208,182461.62,30513363,221228.43,31534196,71356.34,14440258,162772.25,6464411
2024-02-26,50000000,8079728.98,96.74,560070.14,48034125,157579.45,26563008,202142.18,29338287,58159.45,11523475,151230.75,5775795
2024-03-04,50000000,7616924.37,97.884,145866.31,12799666,44593.45,7668147,202816.62,28729614,60801.12,12906640,134257.16,5452294
2024-03-11,50000000,7237563.01,98.863,160481.25,13507017,39437.05,6842012,81140.27,11411801,71155.5,14045946,147576.13,5837448
2024-03-18,50000000,7034676.37,101.724,137221.86,11540866,39505.59,6650026,73929.02,10716655,76361.18,16096600,166833.06,6429050
2024-03-25,50000000,6661589.19,101.791,122822.77,10209421,37406.6,6262445,70811.59,9719745,69656.2,14544986,120701.58,4706132
2024-04-01,50000000,6707777.38,100.824,152502.52,12225453,43056.72,7384098,75794.03,10874809,62542.09,12837474,150167.22,5916779
2024-04-08,50000000,6745170.59,97.688,133184.86,11377252,42729.78,7254121,81490.64,11805479,67695.18,13359026,176700.07,6838678
2024-04-15,50000000,6928212.25,97.782,140298.09,12294645,39763.14,6551293,72514.27,9953277,75718.44,15660454,166067.08,6426517
2024-04-22,50000000,6585713.16,98.568,148359.6,12383726,39953.91,6595202,77606.55,11069623,77625.37,15304176,147273.72,5631848
2024-04-29,50000000,6750254.78,98.825,161065.3,13989461,50601.61,8432292,80099.94,11253344,61547.85,12752667,146253.95,5966533
2024-05-06,50000000,6602795.21,99.538,183339.37,15604952,47267.39,8329928,71234.25,10428428,58649.02,12073485,161377.47,6414852
2024-05-13,50000000,7470221.36,97.147,153614.4,12867070,152338.9,23629114,227216.14,33090201,66365.81,13659002,147743.61,5691721
2024-05-20,50000000,7027847.6,97.754,149478.7,12396139,131295.25,22051698,233786.71,32571143,144420.6,28798127,160071.84,6408301
2024-05-27,50000000,7132620.79,97.678,162662.86,13533234,147051.54,24138390,204283.88,28312331,155444.0,30902399,180031.92,7065294
2024-06-03,50000000,6642498.41,99.06,152571.04,13732046,157813.65,25624484,71102.64,10061035,139785.93,28798585,147351.23,5749476
2024-06-10,50000000,6717301.35,99.895,120349.08,10178565,38821.74,6426585,62845.48,8831416,68572.59,14511743,142705.72,5446018
2024-06-17,50000000,6641541.45,98.747,137139.43,11418209,34452.7,5738739,58615.86,8183452,70167.68,14577546,168635.51,6796647
2024-06-24,50000000,6578486.49,97.544,127049.6,10826089,38994.01,6401845,92163.08,12257834,78738.0,15228486,156891.57,5945197
2024-07-01,50000000,6697731.73,99.216,160281.67,13805854,46336.55,7334504,81883.05,11316117,76801.78,15669146,139577.31,5330313
2024-07-08,50000000,6366502.42,99.783,171767.9,14779239,44577.93,7553993,74206.56,10095039,67784.71,13552100,123761.36,4907049
2024-07-15,50000000,6404785.31,102.411,153866.29,12723608,44038.46,7600297,166120.81,23466633,59287.39,11823889,180926.12,7326792
2024-07-22,50000000,6614567.18,100.007,130262.84,11422216,45383.77,7485809,195261.25,26567430,172305.66,34924663,380401.48,15390535
2024-07-29,50000000,6494721.66,99.277,162305.19,13909632,42079.86,6769005,223771.93,32671520,143820.57,28803612,309895.3,12194258
2024-08-05,50000000,6583378.19,100.057,131329.86,11199927,33835.34,5648146,82942.52,11796624,130940.04,27526649,159754.59,6165835
2024-08-12,50000000,6355589.44,100.393,151978.39,12878125,41910.8,7189627,70214.8,9934603,63537.27,13239370,155376.86,5892777
2024-08-19,50000000,6393985.26,100.135,127658.06,10251248,35960.91,5878553,115693.48,16218033,55976.5,11382012,159477.46,6537925
2024-08-26,50000000,6418885.12,102.924,499286.05,43734274,142216.07,23160072,212966.37,30012355,82122.81,17399276,180583.69,6833535
2024-09-02,50000000,6630476.42,100.011,498249.08,43026678,152587.35,25476548,170808.82,24105957,74612.7,14985494,159874.81,6133435
2024-09-09,50000000,6730490.05,100.65,590935.61,49615110,172190.78,28027550,209288.96,28087568,76962.79,15953926,150803.1,6108241
2024-09-16,50000000,6755170.34,99.224,544687.03,45973236,155260.09,25353613,83925.33,11976214,61963.17,12415536,157884.4,6089718
2024-09-23,50000000,6774055.7,97.207,155354.63,13036070,50383.1,8277768,87388.42,12573197,64214.8,12682183,155341.18,6332935
2024-09-30,50000000,6403368.0,96.564,126143.24,10606762,40234.52,6766339,83578.94,11815388,66738.44,13037251,164325.99,6400816
2024-10-07,50000000,6153373.64,97.209,156361.33,13301104,48786.99,8475917,68608.2,9984418,61960.48,12730324,149019.12,5608294
2024-10-14,50000000,6166340.99,96.223,136869.95,11225128,42207.23,6603397,83798.56,12240398,65311.07,13244791,143231.32,5796643
2024-10-21,50000000,6282148.33,96.382,171339.89,14250090,47944.6,7941988,72390.57,10121257,68462.87,13201699,184924.09,7390029
2024-10-28,50000000,6428295.81,96.404,166618.61,14011754,43733.53,7265931,81293.12,11674457,59758.26,12108234,164966.33,6602576
2024-11-04,50000000,6152583.25,97.279,143651.18,12524741,42013.98,7023044,79518.86,11539415,64659.14,12823836,166806.41,6442868
2024-11-11,50000000,6361206.97,97.212,149355.99,13215285,40686.54,6834909,86900.08,12423758,75737.75,15372372,191185.27,7575434
2024-11-18,50000000,6231110.67,98.823,151801.07,12523428,42196.16,7182610,82334.24,11673706,66350.47,13149430,153431.92,6042743
2024-11-25,50000000,7686912.82,99.188,155864.93,13372824,44417.38,7354139,76896.4,10946114,52689.18,10372349,150008.38,6029740
2024-12-02,50000000,6601762.95,98.591,142655.37,11882727,46730.08,7869866,277209.18,38224947,58276.8,11867985,158956.42,6008302
2024-12-09,50000000,7037673.39,97.673,672573.27,55503611,166640.82,27344445,192178.41,27804442,59933.69,12324802,138245.53,5506865
2024-12-16,50000000,7431690.44,96.065,554806.49,46906534,161512.91,27282839,191542.39,26578860,61657.5,12611939,139083.39,5360587
2024-12-23,50000000,8661798.3,97.05,468069.66,40051982,121997.26,20687593,84773.86,11731542,157190.71,32306290,137573.21,5270435
2024-12-30,50000000,7641302.73,98.097,607405.46,49974466,156272.54,27090094,85106.18,12150488,137965.62,28431146,162519.9,6517249
2025-01-06,50000000,7482577.9,98.816,145522.68,11772268,47837.86,7996757,90491.6,13192198,185180.83,36514278,130204.81,5109072
2025-01-13,50000000,7804777.29,96.74,162915.1,13219532,46820.53,7783677,167689.08,24360445,63544.45,12514213,317935.8,12081637
2025-01-20,50000000,7594088.29,98.318,158358.04,13425393,37398.49,6191142,187083.4,27750236,163037.01,33119478,311852.65,11780311
2025-01-27,50000000,7331575.34,97.547,149736.53,12274899,42927.04,7049126,229585.35,31935859,138418.47,27368218,177494.04,6839896
2025-02-03,50000000,7666211.53,95.246,149338.17,12070853,41979.57,7126096,82889.66,11521991,119940.0,24266015,146795.12,5840163
2025-02-10,50000000,7506481.47,94.463,149686.77,12466767,38407.15,6473013,83068.17,11700270,69023.3,14039158,167598.75,6643769
2025-02-17,50000000,7147360.6,98.611,136213.89,12024585,34354.29,5807559,67272.84,9512656,71798.73,14637877,165899.19,6452984
2025-02-24,50000000,7461618.08,97.971,127389.06,10587014,35657.73,5954698,67158.66,9468031,73485.22,15134182,164441.67,6465545
2025-03-03,50000000,7177706.07,99.922,534388.37,44631012,36281.45,6184293,72338.44,10484884,64441.25,12824621,177070.27,6962865
2025-03-10,50000000,7447111.53,97.78,583284.15,49150837,45377.91,7313162,82329.02,11967809,66746.84,13651678,127481.46,4992681
2025-03-17,50000000,7693126.93,98.32,449344.48,38378111,38299.7,6294453,88157.63,12831403,59086.0,12585336,159443.69,6337068
2025-03-24,50000000,7615057.53,97.826,559669.69,49049901,43955.15,7237105,89392.86,12559711,53930.62,10755536,147246.72,5778860
2025-03-31,50000000,7572153.24,97.101,131040.4,11292952,44085.88,7270621,63450.57,8734984,155271.91,32237524,147189.51,6037285
2025-04-07,50000000,7483065.01,97.55,583504.67,48509771,127202.09,20906487,79374.42,10809843,163478.1,32821861,174449.7,6850576
2025-04-14,50000000,8202225.27,94.37,534868.03,45471616,144949.33,23763321,80781.65,11544283,162848.51,34219312,144174.17,5563897
2025-04-21,50000000,7904745.34,95.077,594135.92,50104156,163783.68,27256311,76060.2,10483792,72359.96,14623067,142631.31,5490392
2025-04-28,50000000,7828539.59,97.209,573784.97,48199358,145574.66,24807377,76225.75,10790963,73459.6,15238171,172760.44,6901532
2025-05-05,50000000,7673747.31,96.818,172236.43,13938822,44084.81,7197247,175360.82,24744407,71916.04,14762594,125018.28,4873832
2025-05-12,50000000,7886540.94,97.609,141478.75,11327551,38537.23,6113444,191282.52,27081639,71608.96,14305621,174864.1,6877197
2025-05-19,50000000,7286298.27,98.278,143181.82,12005767,42588.38,7029918,149424.94,20645159,67407.5,13977484,137130.77,5417651
2025-05-26,50000000,7259742.03,99.32,147884.05,12182627,42494.19,6946366,93568.48,13319690,61117.71,12708254,184427.68,7368962
2025-06-02,50000000,7100762.37,100.874,118533.15,10018761,42109.68,7387085,81920.43,11170340,51584.03,10673034,141359.5,5605467
2025-06-09,50000000,7061246.71,100.603,129629.1,11412354,40998.65,6843630,95806.3,13340624,67099.13,14092613,335695.22,12483461
2025-06-16,50000000,6820272.98,100.952,175157.85,14573356,48272.56,8181684,72284.21,10265529,77253.65,16226333,326842.56,13059278
2025-06-23,50000000,6872616.29,99.274,156854.49,12820741,44174.12,7630642,64635.5,9007756,69454.29,14313887,154647.05,6044290
2025-06-30,50000000,6961399.44,100.041,148926.44,12688523,39795.84,6795421,249208.96,35115472,195515.63,39790337,161490.92,6331343
2025-07-07,50000000,6748442.4,100.319,167858.88,13902477,46658.67,7647346,152948.22,21207206,168724.93,34700043,152880.06,5901404
2025-07-14,50000000,6811596.35,100.297,144273.34,11126965,45570.5,7440159,171706.11,25606926,122423.84,25705633,171344.85,6715922
2025-07-21,50000000,7119825.73,101.181,572341.06,47465084,162196.12,27139162,87751.35,12135972,75411.64,15480188,163258.29,6427281
2025-07-28,50000000,7166997.38,100.54,568677.47,46800897,139426.35,24628852,95099.27,13532561,140633.39,29401054,127976.87,4920733
2025-08-04,50000000,6874657.28,101.514,476525.94,40618778,120146.75,19572788,183550.06,25785604,155481.9,31530924,116686.71,4369275
2025-08-11,50000000,7422544.48,97.781,660055.15,55116554,180609.6,30422225,194655.89,27585040,149876.61,29942760,193137.7,7535699
2025-08-18,50000000,7224466.67,98.473,144118.75,12071591,42862.49,7160268,193448.59,26698722,66519.99,13450175,250788.17,9923530
2025-08-25,50000000,6790268.48,98.815,145772.32,12001364,43579.28,6742399,85366.92,12515021,191798.43,38403018,318762.52,12846123
2025-09-01,50000000,7305023.63,98.141,566527.83,48286366,141964.85,23999786,71661.77,10156885,182338.06,37206682,143560.48,5557145
2025-09-08,50000000,6742288.8,98.653,546447.11,45778483,162011.65,26567968,86117.02,12346807,134284.14,26969661,142959.76,5661011
2025-09-15,50000000,7140395.25,97.971,449682.2,36957034,143869.91,24278570,223127.36,30857315,70718.5,14442555,288362.84,11492027
2025-09-22,50000000,7140835.69,97.203,600504.1,50678027,155804.39,26500224,197505.07,28231951,61800.64,12263955,391572.03,15131531
2025-09-29,50000000,6567650.93,97.154,191533.16,15856266,52777.96,8829671,202425.56,27378588,78449.33,15931236,168358.68,6491525
2025-10-06,50000000,7183246.4,95.936,663954.15,56212567,155336.35,25755587,106244.26,14642950,81596.38,16106743,136375.96,5305005
2025-10-13,50000000,6980396.57,97.648,569667.64,47165419,153459.51,25567372,83192.41,11715129,64589.85,12764298,163583.25,6723925
2025-10-20,50000000,7028395.88,99.034,527775.03,45174971,121938.1,20975332,76126.16,10674850,76388.22,15740522,322420.35,12299730
2025-10-27,50000000,7103637.33,99.173,591531.97,51666617,153981.29,25970021,91517.2,12793920,77435.06,16030727,386968.1,14757478
2025-11-03,50000000,6970620.16,99.183,154137.79,12648521,55527.1,9024311,232465.58,32707922,74747.09,14882068,153905.52,5939625
2025-11-10,50000000,6578077.37,99.864,145314.49,12318617,45303.79,7498487,183803.98,26272068,78220.91,16233095,128022.7,5007006
2025-11-17,50000000,6810476.72,99.013,162947.06,13695027,53509.75,8678547,177830.83,25231070,67575.56,14273503,181804.22,7238466
2025-11-24,50000000,8228488.46,98.146,131493.93,11285605,42186.96,7001335,95800.41,13658668,169038.28,34295331,183567.65,7389544
2025-12-01,50000000,7404626.38,99.617,670319.52,58698987,47249.31,8184965,93144.3,13228522,161259.09,32858404,185045.03,7504456
2025-12-08,50000000,7094099.54,101.677,600791.85,49411695,44183.03,7656807,235752.32,33180360,163729.49,32698791,164894.94,6676634
2025-12-15,50000000,7460009.64,103.058,552101.49,47550343,39579.47,6809685,245736.38,35627209,68707.39,14091283,125123.29,5093706
2025-12-22,50000000,8344492.25,102.668,569975.6,49092474,44972.76,7574875,174449.62,23847262,53422.3,10868457,135637.83,5153030
