date,geo,population,revenue,competitor_index,tv_spend,tv_impressions,ooh_spend,ooh_impressions,social_spend,social_impressions,display_spend,display_impressions,search_spend,search_impressions
2023-11-13,geo_1,14000000,1821874.8,104.038,185249.35,16546693,47465.25,7782729,20540.1,2729964,17114.24,3322111,32464.73,1538226
2023-11-20,geo_1,14000000,2272056.59,103.167,156962.15,14530186,50022.36,8913474,19673.03,2492286,21486.22,4150818,31078.52,1088596
2023-11-27,geo_1,14000000,1906226.19,101.644,49198.94,3840672,11979.9,2097447,71495.21,9218091,18040.3,3316676,37291.73,1427627
2023-12-04,geo_1,14000000,2011342.0,101.268,149326.77,12941930,46936.9,8300749,53692.85,6357086,17013.98,3319159,102448.68,4153174
2023-12-11,geo_1,14000000,1906953.73,101.734,160739.75,13073274,42699.14,6972255,73084.45,9006927,21489.84,4358366,80955.87,3104919
2023-12-18,geo_1,14000000,1885477.93,102.065,197576.29,17662243,47582.45,7881859,23647.61,2759306,20659.29,3989687,35837.11,1368132
2023-12-25,geo_1,14000000,2350561.65,99.813,136351.09,10743327,36304.18,5472337,15951.63,2042260,21285.28,3974368,31449.57,1335150
2024-01-01,geo_1,14000000,1732650.72,99.741,46609.08,4006243,13797.83,2345830,23607.75,2803153,19598.01,3755303,44282.0,1998297
2024-01-08,geo_1,14000000,1987632.58,100.783,42510.8,3475771,12548.33,2085982,20957.08,2666540,20401.39,4164358,38003.45,1418300
2024-01-15,geo_1,14000000,1976622.88,99.376,40802.39,3562063,11695.37,1908178,17128.21,2178889,16773.28,3777594,39157.94,1605133
2024-01-22,geo_1,14000000,2132521.61,97.54,41540.03,3472006,12288.56,1962861,22240.28,2718543,17613.8,3385072,89919.15,3396156
2024-01-29,geo_1,14000000,2026526.09,97.208,53489.03,4622661,12412.16,2263765,18976.59,2347425,42722.37,7384408,91969.25,3968173
2024-02-05,geo_1,14000000,2207232.39,96.364,145728.53,11824063,49071.95,8341553,20524.94,2407093,42765.36,9096963,48940.06,1960696
2024-02-12,geo_1,14000000,2290259.97,96.146,189377.03,15789690,55819.89,9901183,25252.92,3209408,50517.07,9427172,47729.54,2120846
2024-02-19,geo_1,14000000,2115441.62,96.325,179362.14,14914471,52259.69,8573977,59837.02,7264536,20582.78,3743957,45941.08,1936781
2024-02-26,geo_1,14000000,2271522.31,96.74,160214.39,13976407,45511.02,8287188,55155.84,7287771,16810.07,3340556,41307.36,1711740
2024-03-04,geo_1,14000000,2133294.64,97.884,40754.33,3750649,13032.9,2355038,54294.51,6775585,17017.63,3488635,36596.9,1681550
2024-03-11,geo_1,14000000,1973297.65,98.863,45281.03,3751762,10618.87,1844999,21041.0,2516207,20182.5,3867181,40108.65,1680567
2024-03-18,geo_1,14000000,1911280.79,101.724,39102.44,3292272,10417.49,1765257,19271.97,2472423,21133.81,4376318,44906.5,1685182
2024-03-25,geo_1,14000000,1896375.12,101.791,34876.84,2833897,9971.22,1716739,19129.1,2195063,19703.36,4044749,32677.33,1390674
2024-04-01,geo_1,14000000,1847239.16,100.824,42830.44,3322833,11753.59,2049888,21859.19,2689869,18321.78,3447111,40877.36,1699572
2024-04-08,geo_1,14000000,2000874.8,97.688,37861.72,3331029,11010.75,2023533,23621.21,3025962,20269.99,3799676,46441.68,1948831
2024-04-15,geo_1,14000000,1946515.71,97.782,39764.75,3465966,10045.0,1648222,20581.69,2435512,22937.14,4819918,43611.22,1845429
2024-04-22,geo_1,14000000,1763929.75,98.568,41280.92,3442924,10353.86,1756352,22128.49,2728105,24977.89,4740140,36610.03,1442847
2024-04-29,geo_1,14000000,1861972.91,98.825,45618.62,4149930,13146.05,2352933,22654.83,2528794,18743.99,3466338,35794.77,1527237
2024-05-06,geo_1,14000000,1739091.4,99.538,54195.16,4473801,12165.01,2115990,19500.97,2444140,17091.15,3427703,39042.81,1569100
2024-05-13,geo_1,14000000,1996077.01,97.147,47317.92,3946974,37197.72,5915928,61786.28,8325590,19265.41,3815137,35867.88,1341134
2024-05-20,geo_1,14000000,1968003.93,97.754,46341.18,3690943,31250.49,5581484,64626.51,7740557,40553.38,7723447,38944.75,1675313
2024-05-27,geo_1,14000000,2173725.44,97.678,49499.85,3862356,35186.46,5904261,59210.79,7267335,42814.53,7998683,44024.65,1781829
2024-06-03,geo_1,14000000,1885173.99,99.06,45421.23,4395105,40373.43,6594795,20639.24,2551512,39491.62,7879601,38369.99,1511257
2024-06-10,geo_1,14000000,2075433.06,99.895,35474.78,3022354,9868.66,1589190,18972.19,2296952,18901.35,3939564,36162.58,1463437
2024-06-17,geo_1,14000000,2026637.3,98.747,41093.5,3417243,9012.54,1502683,16279.5,1768964,20511.93,4046466,40785.99,1840303
2024-06-24,geo_1,14000000,1746318.69,97.544,38337.73,3131741,9867.49,1670550,25379.59,2771419,22135.75,3870864,39511.14,1522309
2024-07-01,geo_1,14000000,1934701.54,99.216,47392.53,4092550,12076.12,1870058,22649.06,2529690,20610.88,3965633,38812.18,1503160
2024-07-08,geo_1,14000000,1749482.25,99.783,51363.02,4158488,12279.94,2137572,20537.77,2475097,18741.75,3391854,33056.36,1494696
2024-07-15,geo_1,14000000,1873366.49,102.411,44128.07,3272137,11926.56,2170373,49148.82,6051554,16582.47,3284617,49801.98,2251234
2024-07-22,geo_1,14000000,1838223.79,100.007,36979.0,3428667,12120.87,2079164,57721.46,6866661,48175.94,8525493,103193.87,4337489
2024-07-29,geo_1,14000000,1830154.56,99.277,46098.71,3954375,11689.53,1899975,65372.83,8735553,40887.97,8193569,85163.18,3612196
2024-08-05,geo_1,14000000,1859977.07,100.057,38198.58,3099342,9167.21,1534925,23652.05,3115420,36973.61,7385983,42123.85,1690022
2024-08-12,geo_1,14000000,1825503.03,100.393,44026.46,3613841,11537.54,2114148,19849.42,2342679,17415.84,3581222,44274.07,1676764
2024-08-19,geo_1,14000000,1665032.33,100.135,36576.04,2955072,9516.95,1597742,32726.49,3946220,16153.79,3131953,43587.11,1879420
2024-08-26,geo_1,14000000,1754468.58,102.924,137621.4,12286920,38778.1,6662104,60333.99,6854425,23140.09,5186996,50085.57,2085551
2024-09-02,geo_1,14000000,1738535.57,100.011,133263.3,11865013,41318.87,7015240,50001.57,6440507,21096.16,3876478,46011.86,1873855
2024-09-09,geo_1,14000000,1805400.48,100.65,152257.36,12647727,47320.04,7556269,59496.3,6525390,21780.41,4495428,41054.24,1808390
2024-09-16,geo_1,14000000,1985505.94,99.224,137354.6,11174645,44999.69,7477676,22050.09,2724772,18227.06,3533123,45369.96,1710012
2024-09-23,geo_1,14000000,1866366.33,97.207,38393.13,3110571,14133.66,2222658,23136.8,2971628,18137.99,3560666,46635.06,2029831
2024-09-30,geo_1,14000000,1796034.47,96.564,30540.83,2534482,11885.23,1955515,21629.88,2548206,19895.99,3671232,47319.89,2050114
2024-10-07,geo_1,14000000,1634495.37,97.209,38214.12,3225431,14769.86,2662309,18080.82,2348417,18102.16,3413952,42456.05,1514559
2024-10-14,geo_1,14000000,1682951.25,96.223,33122.45,2900159,12550.61,1882967,22785.77,2696778,21219.57,4190716,38049.03,1645960
2024-10-21,geo_1,14000000,1771650.68,96.382,41394.11,3600185,14156.78,2335256,19604.57,2261997,21803.96,3934128,51328.48,2285928
2024-10-28,geo_1,14000000,1789696.24,96.404,41573.38,3577163,13088.4,2143279,21946.87,2684739,19159.12,3587134,44046.48,1821230
2024-11-04,geo_1,14000000,1546826.93,97.279,35811.53,3051237,12494.69,2337238,20730.45,2428105,20226.38,3753740,44860.57,1921496
2024-11-11,geo_1,14000000,1713543.8,97.212,35793.55,3387575,11918.28,2155536,22633.0,2883003,23868.51,4680780,51816.97,2275227
2024-11-18,geo_1,14000000,1776966.7,98.823,35856.9,2737644,12183.89,2141374,22764.34,3001497,20484.5,3728463,41652.98,1697222
2024-11-25,geo_1,14000000,2047663.86,99.188,35945.23,3009561,12677.96,2207132,21969.73,2775320,15488.93,2789295,40399.65,1606508
2024-12-02,geo_1,14000000,1749307.92,98.591,34847.4,2718814,13299.01,2431573,77442.38,8853091,16201.8,3039990,43201.96,1694968
2024-12-09,geo_1,14000000,1997624.6,97.673,176071.24,14572349,48149.39,7374690,50739.3,6036222,17030.93,3534317,36577.36,1514727
2024-12-16,geo_1,14000000,2092920.2,96.065,143668.38,12546592,47503.26,7956961,51541.1,6105250,17358.22,3272347,35769.71,1421866
2024-12-23,geo_1,14000000,2518299.06,97.05,123908.34,10272521,35102.66,6451908,23051.02,2724364,43859.12,8871053,34633.98,1284549
2024-12-30,geo_1,14000000,2119658.87,98.097,167997.33,12673054,45167.28,8428246,22767.0,2684502,38093.39,8041399,40653.53,1680611
2025-01-06,geo_1,14000000,2117103.01,98.816,41774.85,3164685,13187.74,2284567,25080.75,3110285,51070.57,9530506,31326.5,1267479
2025-01-13,geo_1,14000000,2243306.72,96.74,48136.22,3773031,12616.32,2081186,46589.49,5988388,17858.91,3305422,75199.68,2911020
2025-01-20,geo_1,14000000,2038693.8,98.318,48239.0,3945314,10310.12,1600971,52655.07,7050230,43517.67,8223544,71538.37,2673059
2025-01-27,geo_1,14000000,2025869.72,97.547,46184.54,3718437,12379.98,2077990,65690.99,7001259,36880.2,7029550,40723.32,1663371
2025-02-03,geo_1,14000000,2193058.19,95.246,43690.53,3313405,11361.4,1995685,22651.82,2738212,30902.11,5749709,32889.77,1420901
2025-02-10,geo_1,14000000,2069379.91,94.463,41394.96,3528763,10884.48,1866518,22446.22,2385519,17307.7,3392339,37948.27,1566724
2025-02-17,geo_1,14000000,1984489.98,98.611,36997.72,3445687,10359.42,1844157,18429.6,2240366,18569.03,3501558,37694.02,1478266
2025-02-24,geo_1,14000000,2259461.27,97.971,35400.84,2953758,11066.27,1950258,18042.87,2343544,19281.21,3687944,37131.95,1555989
2025-03-03,geo_1,14000000,1824782.55,99.922,142374.67,11531689,10026.09,1678313,20537.83,2769460,16363.75,3111299,39432.41,1531488
2025-03-10,geo_1,14000000,1872744.24,97.78,156724.04,14552540,12894.52,2172582,23401.17,2853870,16462.15,3086591,28197.46,1200638
2025-03-17,geo_1,14000000,2152690.64,98.32,121383.34,10246695,10708.61,1567389,24975.52,3318640,14229.31,2841127,34633.14,1289626
2025-03-24,geo_1,14000000,2114234.14,97.826,151381.45,13667184,12747.16,2093640,24559.62,3284133,12497.33,2463360,31604.42,1257246
2025-03-31,geo_1,14000000,2173935.07,97.101,34273.3,3122606,13406.57,2138111,18365.44,2214120,36941.79,7038260,32201.16,1470377
2025-04-07,geo_1,14000000,2067543.05,97.55,150369.41,12040327,39279.22,6234357,23206.1,2535332,41055.16,7344828,40297.84,1721640
2025-04-14,geo_1,14000000,2333879.56,94.37,145645.52,12706000,41998.63,7250814,22957.47,2801541,40265.52,7341467,33114.87,1272414
2025-04-21,geo_1,14000000,2285366.22,95.077,161955.38,13266316,45117.74,7882081,20791.86,2424422,18728.46,3355375,33676.0,1307279
2025-04-28,geo_1,14000000,2139305.22,97.209,155538.64,12723340,40198.42,7211255,21574.82,2628908,19440.18,3599071,41665.62,1707378
2025-05-05,geo_1,14000000,2200827.58,96.818,46084.14,3781608,12349.49,1971384,51689.43,6818008,18876.19,3325778,31236.64,1262807
2025-05-12,geo_1,14000000,1995454.87,97.609,39583.72,3243443,11069.22,1846450,54661.83,6253748,20055.54,3630981,43261.67,1768378
2025-05-19,geo_1,14000000,2113488.3,98.278,41651.48,3477312,12250.53,1990780,43833.33,5166813,19529.08,4057195,32718.25,1311007
2025-05-26,geo_1,14000000,2039002.59,99.32,41133.18,3236930,12573.97,2165476,27790.05,3315794,16522.98,3281222,45088.02,2040127
2025-06-02,geo_1,14000000,2049010.98,100.874,32724.35,2716777,12302.89,2396348,24748.02,2716712,14682.47,2797096,33472.42,1353326
2025-06-09,geo_1,14000000,2004323.39,100.603,35500.31,3336544,11575.45,1797581,30044.87,3598636,18835.83,3951804,78919.23,2921900
2025-06-16,geo_1,14000000,1906608.63,100.952,48881.86,4054919,13871.41,2303472,22894.4,2986148,20813.34,4216972,83218.57,3634988
2025-06-23,geo_1,14000000,2043743.15,99.274,44514.6,3703287,12839.61,2266058,19495.67,2521998,19706.52,4199940,41222.15,1618803
2025-06-30,geo_1,14000000,1859551.34,100.041,41907.67,3631469,12425.79,2329996,74189.58,9026059,54623.72,9692101,43807.74,1835225
2025-07-07,geo_1,14000000,1835125.69,100.319,48259.46,3728530,14177.73,2463710,43442.1,5059084,47171.25,9224064,41775.77,1719513
2025-07-14,geo_1,14000000,1938994.9,100.297,42507.77,3001494,12943.24,2140264,48376.62,6295490,34063.74,7212211,43280.65,1767309
2025-07-21,geo_1,14000000,2098704.42,101.181,163795.77,14144778,46283.66,7954175,23931.98,2664730,20177.46,4082522,39928.79,1559481
2025-07-28,geo_1,14000000,1943457.29,100.54,161411.77,12841713,42149.93,7835324,25679.0,3311184,37380.56,7028588,32831.57,1327646
2025-08-04,geo_1,14000000,2035723.86,101.514,133362.45,10528435,34807.71,5519154,49223.2,6276852,41611.72,7874299,31011.76,1250533
2025-08-11,geo_1,14000000,2143562.96,97.781,194410.72,17091449,50011.59,8668430,53178.36,6256383,40306.09,7567781,51038.85,2139653
2025-08-18,geo_1,14000000,2049472.25,98.473,40660.72,3134618,12035.9,2143138,52853.58,6588138,18933.08,3650955,65310.78,2576287
2025-08-25,geo_1,14000000,1870193.41,98.815,41366.98,3366969,12102.22,1811534,23696.61,3028933,54298.3,9703253,87521.24,4041448
2025-09-01,geo_1,14000000,2077784.86,98.141,158601.01,13828397,40486.87,6785587,19364.33,2208532,52692.08,10411675,38546.35,1607045
2025-09-08,geo_1,14000000,1849305.81,98.653,158596.27,12615269,45588.93,7918641,23591.86,3129541,38581.37,7576106,39367.2,1647055
2025-09-15,geo_1,14000000,1984398.86,97.971,128684.64,10862912,38867.31,6864614,62140.14,7409243,20637.51,3617335,79170.82,3203990
2025-09-22,geo_1,14000000,2043535.03,97.203,177732.58,15092763,45362.92,7969281,56991.0,7167931,17666.97,3168725,111300.22,4339057
2025-09-29,geo_1,14000000,1648481.12,97.154,57661.89,4771428,15146.22,2578004,58101.47,6691398,22417.79,4674722,46955.27,1988464
2025-10-06,geo_1,14000000,2045709.35,95.936,190823.14,15740051,46159.09,7910769,31087.78,3370653,21979.96,4318230,36549.39,1462299
2025-10-13,geo_1,14000000,2109291.92,97.648,160751.52,13067153,43658.36,7257669,24401.66,2999750,16943.91,2921046,45616.44,2025252
2025-10-20,geo_1,14000000,1976442.47,99.034,143750.8,12021944,34297.35,5592839,20321.29,2507037,21437.79,3924815,91387.31,3813179
2025-10-27,geo_1,14000000,1950309.17,99.173,161037.18,13470308,41743.56,7335372,23121.49,2990754,23421.89,4564645,107395.28,4340587
2025-11-03,geo_1,14000000,2022819.11,99.183,40916.53,3281448,14714.24,2378612,60160.13,6992400,22810.71,4401833,43332.9,1688129
2025-11-10,geo_1,14000000,1906501.77,99.864,39630.62,3514599,11350.99,1752274,49210.79,5842017,23661.45,4585283,35117.88,1510688
2025-11-17,geo_1,14000000,1848170.04,99.013,43464.08,3436978,14041.74,2230732,46573.94,5711223,20313.18,4494826,48985.88,2105778
2025-11-24,geo_1,14000000,2341685.64,98.146,35509.64,2931242,11249.12,1845441,24347.59,2991559,48832.32,9190464,50081.54,2097889
2025-12-01,geo_1,14000000,2246489.14,99.617,167071.3,16033751,12855.08,2266904,24138.1,2931377,44186.48,7619752,48596.47,1936088
2025-12-08,geo_1,14000000,1926343.46,101.677,153318.52,11959916,12307.34,2085964,63345.92,7493045,46061.8,8793866,44175.14,1837916
2025-12-15,geo_1,14000000,2092596.98,103.058,141387.75,12017759,10482.11,2051636,61762.26,7458796,19029.36,3736430,34047.26,1534717
2025-12-22,geo_1,14000000,2227158.4,102.668,140109.35,11159415,11599.6,1883516,43253.23,4913875,14503.38,2847512,37529.51,1429548
2023-01-02,geo_2,9000000,1005403.92,107.379,25064.69,2194448,8506.33,1389290,13960.18,2142191,13122.28,2515947,27035.76,954385
2023-01-09,geo_2,9000000,1056804.99,103.257,31111.17,2541550,9301.94,1509214,16566.06,2896053,10908.12,2029567,30251.2,1099699
2023-01-16,geo_2,9000000,1109853.48,103.017,22977.71,1809447,8443.65,1201298,14349.58,2141232,11173.46,2019330,24033.16,1069130
2023-01-23,geo_2,9000000,1153498.26,101.376,26235.63,2167552,27077.35,4133654,13492.77,2209720,11499.89,2037647,29589.72,1309774
2023-01-30,geo_2,9000000,1278788.17,99.45,23722.23,1893419,29371.69,4809675,35672.42,5104189,12734.58,2259997,29076.61,1093995
2023-02-06,geo_2,9000000,1210985.5,98.085,22392.14,1699797,24017.46,3978120,35025.59,5424892,29536.47,5171928,30529.14,1193575
2023-02-13,geo_2,9000000,1314527.64,98.131,27163.62,1863719,28301.99,4498432,41142.39,6672157,27012.13,5336447,31520.74,1217744
2023-02-20,geo_2,9000000,1260612.32,96.423,22748.7,1884252,7056.33,1184013,12569.56,1835627,29155.39,5651046,25416.28,1130308
2023-02-27,geo_2,9000000,1388462.04,94.693,82104.01,6560448,28804.7,4367208,15953.79,2249396,11225.04,2143755,27484.55,1108739
2023-03-06,geo_2,9000000,1340200.09,96.543,85463.11,7003912,26259.58,4203648,19224.05,3067483,15635.76,2900158,22756.48,946699
2023-03-13,geo_2,9000000,1339173.03,98.114,90821.44,7373686,32180.91,5718956,12993.71,1973456,11692.38,2066471,24987.09,993534
2023-03-20,geo_2,9000000,1328705.55,98.247,75021.21,6188081,26287.94,4257349,19662.68,3383060,15285.52,2772358,24683.05,969270
2023-03-27,geo_2,9000000,1224333.12,97.958,19720.73,1421639,6198.85,1004670,14618.64,2171572,10432.36,2070438,28895.84,1097126
2023-04-03,geo_2,9000000,1238317.96,98.866,19078.97,1622744,6270.89,998251,15785.17,2419757,10891.03,2068365,28458.64,1156363
2023-04-10,geo_2,9000000,1267091.4,101.39,18631.08,1555065,6700.36,1049303,13907.1,2275487,13785.3,2495503,28191.02,1155671
2023-04-17,geo_2,9000000,1190650.21,102.772,27460.83,2167604,9905.22,1441778,38496.21,5973868,11142.69,2085093,27928.34,1133015
2023-04-24,geo_2,9000000,1199326.91,103.016,29363.01,2350213,9292.74,1432640,39050.89,6944533,14383.5,2802826,34696.78,1370321
2023-05-01,geo_2,9000000,1214529.2,102.104,113064.37,8667997,10198.93,1504752,40856.41,6641983,12110.01,2211837,31965.61,1249316
2023-05-08,geo_2,9000000,1181115.96,101.654,83588.25,6366042,6733.26,1122927,21551.07,3265491,13425.17,2570019,27870.87,1110646
2023-05-15,geo_2,9000000,1410521.05,99.801,111321.31,8893379,9272.42,1403661,11659.11,1808537,9669.6,1895540,34101.46,1411490
2023-05-22,geo_2,9000000,1273123.2,102.502,120709.39,9522351,8919.72,1360963,14028.74,2245016,27881.11,5117936,73438.1,2539929
2023-05-29,geo_2,9000000,1315913.66,100.244,25362.81,1881328,27639.32,4052212,12011.01,2072478,25707.08,4991004,69409.34,2941132
2023-06-05,geo_2,9000000,1248460.39,99.166,30100.78,2275255,35708.42,5975848,14027.11,2069441,31835.19,6303438,24047.4,903213
2023-06-12,geo_2,9000000,1262019.62,98.68,21755.69,1687124,26951.61,4034861,12848.08,2111467,10471.25,1795023,27285.81,1015155
2023-06-19,geo_2,9000000,1268592.92,98.675,21027.81,1646836,26363.47,4155271,13191.71,1796467,12372.48,2368279,64785.8,2403757
2023-06-26,geo_2,9000000,1131775.58,100.71,20999.64,1527124,7757.01,1193050,14296.13,2338510,10868.87,2050789,62792.0,2292048
2023-07-03,geo_2,9000000,1201494.59,101.017,22399.72,1802799,7797.27,1126451,13586.85,2124347,9703.43,1729454,53616.19,1944178
2023-07-10,geo_2,9000000,1281985.93,99.201,21552.64,1900964,8244.28,1414190,41132.75,6136312,12855.58,2309199,64713.52,2410365
2023-07-17,geo_2,9000000,1191626.21,97.479,26868.0,1895452,9674.74,1426196,30625.53,4115252,26033.86,5020483,26100.41,1060337
2023-07-24,geo_2,9000000,1139118.24,98.216,84026.68,6211651,8304.94,1341754,34791.41,5508160,28544.23,5047571,27320.07,964789
2023-07-31,geo_2,9000000,1167463.15,100.691,91557.41,7420979,9757.89,1487611,14869.16,2287919,23816.61,4502749,27177.82,1019767
2023-08-07,geo_2,9000000,1224835.43,100.207,88218.94,6874099,6284.87,999105,16879.23,2733159,11229.96,2171178,31596.01,1251362
2023-08-14,geo_2,9000000,1098311.11,99.822,120905.18,8602526,8723.42,1559636,12297.37,1882882,10382.87,1835167,25455.94,1078850
2023-08-21,geo_2,9000000,1128199.07,100.004,21044.1,1684049,8668.92,1311860,12912.75,2011952,10872.9,1867894,31051.23,1169199
2023-08-28,geo_2,9000000,1103966.53,99.665,25698.4,2043289,7652.72,1163891,15377.38,2421413,11359.89,2064995,25734.58,876301
2023-09-04,geo_2,9000000,1168687.09,101.582,31104.9,2401497,7778.23,1199259,14654.8,2336043,10382.18,2037039,33395.11,1308580
2023-09-11,geo_2,9000000,1026154.36,101.538,21458.77,1775324,6912.01,1128699,11922.93,1871892,11816.91,2207048,29841.01,1255027
2023-09-18,geo_2,9000000,1023251.45,102.617,23585.59,2012312,7208.38,1040520,16826.34,2540080,9619.63,1712752,30424.56,1304383
2023-09-25,geo_2,9000000,1000033.06,102.217,24111.56,1999469,7696.07,1293076,15574.41,2742712,10187.07,2037764,30393.92,1110078
