DATE,revenue,competitor_index,tv_S,ooh_S,social_S,display_S,search_S,tv_I,ooh_I,social_I,display_I,search_I
2023-07-31,7134441.8,100.691,556890.58,50416.39,80425.37,135588.5,157555.8,47579612,8626554,11272200,27357030,6188137
2023-08-07,6965580.36,100.207,545312.96,33702.38,95149.7,64254.38,177771.47,45533013,5567982,13251946,13135902,6995646
2023-08-14,6548547.25,99.822,770606.14,49227.68,67822.09,58350.66,140147.76,66005122,8331534,9629380,11728389,5476029
2023-08-21,6719580.74,100.004,132064.83,51243.75,68731.34,60723.7,170784.49,11367930,8603773,9907032,12322087,6474928
2023-08-28,6470734.36,99.665,156057.62,42839.34,85686.03,65937.42,139329.4,13153124,7019007,11889266,13310658,5463694
2023-09-04,6366271.21,101.582,183856.47,43150.53,81058.59,60541.16,170310.15,15989128,7141966,11426470,12083776,6650111
2023-09-11,5679764.65,101.538,127564.72,36377.57,67118.72,69107.41,161210.8,10794555,6194126,9774693,14554250,6501885
2023-09-18,5696543.06,102.617,133161.04,36561.94,92741.74,56151.36,159918.24,10992004,5852678,12929699,11309376,6368857
2023-09-25,5711154.04,102.217,141539.69,39710.68,82939.25,61434.85,155423.73,12206605,6392566,12166380,12787989,6083351
2023-10-02,5849385.35,101.467,125421.48,45763.44,77094.58,75732.69,143009.54,10835513,7389738,10905137,15255451,5542446
2023-10-09,5638026.51,102.978,171010.07,40774.25,77077.75,59107.36,159321.36,14310130,6852696,11006013,12063775,6131761
2023-10-16,5849483.62,101.705,139082.97,38543.25,81369.16,52017.87,161695.6,10923799,6551228,11392330,10693677,6352369
2023-10-23,5762912.66,101.65,167432.36,52818.98,192006.49,177110.89,172934.62,14312441,8558738,28626180,37266666,6642732
2023-10-30,6184784.72,104.487,628766.25,168898.36,209283.24,149598.38,158849.3,53938679,28272102,29356126,29888477,6318933
2023-11-06,6397963.67,105.223,590959.91,163251.42,209439.56,134266.44,160277.39,51285749,26143399,31240333,27809928,6268414
2023-11-13,6440287.06,104.038,662076.63,163265.72,70168.73,56040.74,136973.15,57043725,26605465,10271723,11351693,5446800
2023-11-20,7834709.43,103.167,568182.5,169156.46,66233.99,69054.58,128140.57,48497893,28241556,9402855,14656236,4925895
2023-11-27,6652939.21,101.644,167447.07,41772.34,244954.42,56141.56,155038.32,13626188,6806407,34167643,11409291,6082149
2023-12-04,7204925.08,101.268,502841.76,157437.43,188183.46,52434.96,399361.68,43881416,26821156,26393577,10882422,15504890
2023-12-11,7006392.79,101.734,538663.99,151395.41,249002.61,69571.42,310773.79,45042591,24589848,35622769,14247703,12115495
2023-12-18,6969558.4,102.065,682187.9,169302.78,81957.87,66270.74,138701.34,58905902,28501266,11405284,13162307,5290334
2023-12-25,8306542.93,99.813,457488.79,128828.4,57814.9,69313.16,116621.41,37431589,21087475,8151938,14024673,4605184
2024-01-01,7000796.47,99.741,156100.05,48428.39,83261.49,60333.19,161020.55,12815181,8178238,11520162,12156956,6513462
2024-01-08,6954152.97,100.783,140237.13,42808.59,72256.67,67645.95,137353.83,11622373,6962267,10398879,13924161,5075976
2024-01-15,7041420.55,99.376,137971.77,39512.82,60956.92,57303.35,142262.82,11961690,6543337,8707246,12070740,5576341
2024-01-22,7400226.11,97.54,135468.59,41054.53,80321.12,61706.24,322706.21,11191627,6698872,11452597,12872020,12275774
2024-01-29,7082303.88,97.208,172126.6,42352.08,70042.09,155469.93,335324.5,14874025,7051222,10186844,29824002,13094227
2024-02-05,7659094.56,96.364,490333.22,160016.36,78291.77,156884.05,183451.08,40979426,26821493,10688272,32412304,7041880
2024-02-12,7824602.43,96.146,651876.6,191739.42,92548.19,174446.01,171830.64,54598163,32929807,13364829,35267551,6906300
2024-02-19,7874395.06,96.325,624462.79,182461.62,221228.43,71356.34,162772.25,53687208,30513363,31534196,14440258,6464411
2024-02-26,8079728.98,96.74,560070.14,157579.45,202142.18,58159.45,151230.75,48034125,26563008,29338287,11523475,5775795
2024-03-04,7616924.37,97.884,145866.31,44593.45,202816.62,60801.12,134257.16,12799666,7668147,28729614,12906640,5452294
2024-03-11,7237563.01,98.863,160481.25,39437.05,81140.27,71155.5,147576.13,13507017,6842012,11411801,14045946,5837448
2024-03-18,7034676.37,101.724,137221.86,39505.59,73929.02,76361.18,166833.06,11540866,6650026,10716655,16096600,6429050
2024-03-25,6661589.19,101.791,122822.77,37406.6,70811.59,69656.2,120701.58,10209421,6262445,9719745,14544986,4706132
2024-04-01,6707777.38,100.824,152502.52,43056.72,75794.03,62542.09,150167.22,12225453,7384098,10874809,12837474,5916779
2024-04-08,6745170.59,97.688,133184.86,42729.78,81490.64,67695.18,176700.07,11377252,7254121,11805479,13359026,6838678
2024-04-15,6928212.25,97.782,140298.09,39763.14,72514.27,75718.44,166067.08,12294645,6551293,9953277,15660454,6426517
2024-04-22,6585713.16,98.568,148359.6,39953.91,77606.55,77625.37,147273.72,12383726,6595202,11069623,15304176,5631848
2024-04-29,6750254.78,98.825,161065.3,50601.61,80099.94,61547.85,146253.95,13989461,8432292,11253344,12752667,5966533
2024-05-06,6602795.21,99.538,183339.37,47267.39,71234.25,58649.02,161377.47,15604952,8329928,10428428,12073485,6414852
2024-05-13,7470221.36,97.147,153614.4,152338.9,227216.14,66365.81,147743.61,12867070,23629114,33090201,13659002,5691721
2024-05-20,7027847.6,97.754,149478.7,131295.25,233786.71,144420.6,160071.84,12396139,22051698,32571143,28798127,6408301
2024-05-27,7132620.79,97.678,162662.86,147051.54,204283.88,155444.0,180031.92,13533234,24138390,28312331,30902399,7065294
2024-06-03,6642498.41,99.06,152571.04,157813.65,71102.64,139785.93,147351.23,13732046,25624484,10061035,28798585,5749476
2024-06-10,6717301.35,99.895,120349.08,38821.74,62845.48,68572.59,142705.72,10178565,6426585,8831416,14511743,5446018
2024-06-17,6641541.45,98.747,137139.43,34452.7,58615.86,70167.68,168635.51,11418209,5738739,8183452,14577546,6796647
2024-06-24,6578486.49,97.544,127049.6,38994.01,92163.08,78738.0,156891.57,10826089,6401845,12257834,15228486,5945197
2024-07-01,6697731.73,99.216,160281.67,46336.55,81883.05,76801.78,139577.31,13805854,7334504,11316117,15669146,5330313
2024-07-08,6366502.42,99.783,171767.9,44577.93,74206.56,67784.71,123761.36,14779239,7553993,10095039,13552100,4907049
2024-07-15,6404785.31,102.411,153866.29,44038.46,166120.81,59287.39,180926.12,12723608,7600297,23466633,11823889,7326792
2024-07-22,6614567.18,100.007,130262.84,45383.77,195261.25,172305.66,380401.48,11422216,7485809,26567430,34924663,15390535
2024-07-29,6494721.66,99.277,162305.19,42079.86,223771.93,143820.57,309895.3,13909632,6769005,32671520,28803612,12194258
2024-08-05,6583378.19,100.057,131329.86,33835.34,82942.52,130940.04,159754.59,11199927,5648146,11796624,27526649,6165835
2024-08-12,6355589.44,100.393,151978.39,41910.8,70214.8,63537.27,155376.86,12878125,7189627,9934603,13239370,5892777
2024-08-19,6393985.26,100.135,127658.06,35960.91,115693.48,55976.5,159477.46,10251248,5878553,16218033,11382012,6537925
2024-08-26,6418885.12,102.924,499286.05,142216.07,212966.37,82122.81,180583.69,43734274,23160072,30012355,17399276,6833535
2024-09-02,6630476.42,100.011,498249.08,152587.35,170808.82,74612.7,159874.81,43026678,25476548,24105957,14985494,6133435
2024-09-09,6730490.05,100.65,590935.61,172190.78,209288.96,76962.79,150803.1,49615110,28027550,28087568,15953926,6108241
2024-09-16,6755170.34,99.224,544687.03,155260.09,83925.33,61963.17,157884.4,45973236,25353613,11976214,12415536,6089718
2024-09-23,6774055.7,97.207,155354.63,50383.1,87388.42,64214.8,155341.18,13036070,8277768,12573197,12682183,6332935
2024-09-30,6403368.0,96.564,126143.24,40234.52,83578.94,66738.44,164325.99,10606762,6766339,11815388,13037251,6400816
2024-10-07,6153373.64,97.209,156361.33,48786.99,68608.2,61960.48,149019.12,13301104,8475917,9984418,12730324,5608294
2024-10-14,6166340.99,96.223,136869.95,42207.23,83798.56,65311.07,143231.32,11225128,6603397,12240398,13244791,5796643
2024-10-21,6282148.33,96.382,171339.89,47944.6,72390.57,68462.87,184924.09,14250090,7941988,10121257,13201699,7390029
2024-10-28,6428295.81,96.404,166618.61,43733.53,81293.12,59758.26,164966.33,14011754,7265931,11674457,12108234,6602576
2024-11-04,6152583.25,97.279,143651.18,42013.98,79518.86,64659.14,166806.41,12524741,7023044,11539415,12823836,6442868
2024-11-11,6361206.97,97.212,149355.99,40686.54,86900.08,75737.75,191185.27,13215285,6834909,12423758,15372372,7575434
2024-11-18,6231110.67,98.823,151801.07,42196.16,82334.24,66350.47,153431.92,12523428,7182610,11673706,13149430,6042743
2024-11-25,7686912.82,99.188,155864.93,44417.38,76896.4,52689.18,150008.38,13372824,7354139,10946114,10372349,6029740
2024-12-02,6601762.95,98.591,142655.37,46730.08,277209.18,58276.8,158956.42,11882727,7869866,38224947,11867985,6008302
2024-12-09,7037673.39,97.673,672573.27,166640.82,192178.41,59933.69,138245.53,55503611,27344445,27804442,12324802,5506865
2024-12-16,7431690.44,96.065,554806.49,161512.91,191542.39,61657.5,139083.39,46906534,27282839,26578860,12611939,5360587
2024-12-23,8661798.3,97.05,468069.66,121997.26,84773.86,157190.71,137573.21,40051982,20687593,11731542,32306290,5270435
2024-12-30,7641302.73,98.097,607405.46,156272.54,85106.18,137965.62,162519.9,49974466,27090094,12150488,28431146,6517249
2025-01-06,7482577.9,98.816,145522.68,47837.86,90491.6,185180.83,130204.81,11772268,7996757,13192198,36514278,5109072
2025-01-13,7804777.29,96.74,162915.1,46820.53,167689.08,63544.45,317935.8,13219532,7783677,24360445,12514213,12081637
2025-01-20,7594088.29,98.318,158358.04,37398.49,187083.4,163037.01,311852.65,13425393,6191142,27750236,33119478,11780311
2025-01-27,7331575.34,97.547,149736.53,42927.04,229585.35,138418.47,177494.04,12274899,7049126,31935859,27368218,6839896
2025-02-03,7666211.53,95.246,149338.17,41979.57,82889.66,119940.0,146795.12,12070853,7126096,11521991,24266015,5840163
2025-02-10,7506481.47,94.463,149686.77,38407.15,83068.17,69023.3,167598.75,12466767,6473013,11700270,14039158,6643769
2025-02-17,7147360.6,98.611,136213.89,34354.29,67272.84,71798.73,165899.19,12024585,5807559,9512656,14637877,6452984
2025-02-24,7461618.08,97.971,127389.06,35657.73,67158.66,73485.22,164441.67,10587014,5954698,9468031,15134182,6465545
2025-03-03,7177706.07,99.922,534388.37,36281.45,72338.44,64441.25,177070.27,44631012,6184293,10484884,12824621,6962865
2025-03-10,7447111.53,97.78,583284.15,45377.91,82329.02,66746.84,127481.46,49150837,7313162,11967809,13651678,4992681
2025-03-17,7693126.93,98.32,449344.48,38299.7,88157.63,59086.0,159443.69,38378111,6294453,12831403,12585336,6337068
2025-03-24,7615057.53,97.826,559669.69,43955.15,89392.86,53930.62,147246.72,49049901,7237105,12559711,10755536,5778860
2025-03-31,7572153.24,97.101,131040.4,44085.88,63450.57,155271.91,147189.51,11292952,7270621,8734984,32237524,6037285
2025-04-07,7483065.01,97.55,583504.67,127202.09,79374.42,163478.1,174449.7,48509771,20906487,10809843,32821861,6850576
2025-04-14,8202225.27,94.37,534868.03,144949.33,80781.65,162848.51,144174.17,45471616,23763321,11544283,34219312,5563897
2025-04-21,7904745.34,95.077,594135.92,163783.68,76060.2,72359.96,142631.31,50104156,27256311,10483792,14623067,5490392
2025-04-28,7828539.59,97.209,573784.97,145574.66,76225.75,73459.6,172760.44,48199358,24807377,10790963,15238171,6901532
2025-05-05,7673747.31,96.818,172236.43,44084.81,175360.82,71916.04,125018.28,13938822,7197247,24744407,14762594,4873832
2025-05-12,7886540.94,97.609,141478.75,38537.23,191282.52,71608.96,174864.1,11327551,6113444,27081639,14305621,6877197
2025-05-19,7286298.27,98.278,143181.82,42588.38,149424.94,67407.5,137130.77,12005767,7029918,20645159,13977484,5417651
2025-05-26,7259742.03,99.32,147884.05,42494.19,93568.48,61117.71,184427.68,12182627,6946366,13319690,12708254,7368962
2025-06-02,7100762.37,100.874,118533.15,42109.68,81920.43,51584.03,141359.5,10018761,7387085,11170340,10673034,5605467
2025-06-09,7061246.71,100.603,129629.1,40998.65,95806.3,67099.13,335695.22,11412354,6843630,13340624,14092613,12483461
2025-06-16,6820272.98,100.952,175157.85,48272.56,72284.21,77253.65,326842.56,14573356,8181684,10265529,16226333,13059278
2025-06-23,6872616.29,99.274,156854.49,44174.12,64635.5,69454.29,154647.05,12820741,7630642,9007756,14313887,6044290
2025-06-30,6961399.44,100.041,148926.44,39795.84,249208.96,195515.63,161490.92,12688523,6795421,35115472,39790337,6331343
2025-07-07,6748442.4,100.319,167858.88,46658.67,152948.22,168724.93,152880.06,13902477,7647346,21207206,34700043,5901404
2025-07-14,6811596.35,100.297,144273.34,45570.5,171706.11,122423.84,171344.85,11126965,7440159,25606926,25705633,6715922
2025-07-21,7119825.73,101.181,572341.06,162196.12,87751.35,75411.64,163258.29,47465084,27139162,12135972,15480188,6427281
2025-07-28,7166997.38,100.54,568677.47,139426.35,95099.27,140633.39,127976.87,46800897,24628852,13532561,29401054,4920733
2025-08-04,6874657.28,101.514,476525.94,120146.75,183550.06,155481.9,116686.71,40618778,19572788,25785604,31530924,4369275
2025-08-11,7422544.48,97.781,660055.15,180609.6,194655.89,149876.61,193137.7,55116554,30422225,27585040,29942760,7535699
2025-08-18,7224466.67,98.473,144118.75,42862.49,193448.59,66519.99,250788.17,12071591,7160268,26698722,13450175,9923530
2025-08-25,6790268.48,98.815,145772.32,43579.28,85366.92,191798.43,318762.52,12001364,6742399,12515021,38403018,12846123
2025-09-01,7305023.63,98.141,566527.83,141964.85,71661.77,182338.06,143560.48,48286366,23999786,10156885,37206682,5557145
2025-09-08,6742288.8,98.653,546447.11,162011.65,86117.02,134284.14,142959.76,45778483,26567968,12346807,26969661,5661011
2025-09-15,7140395.25,97.971,449682.2,143869.91,223127.36,70718.5,288362.84,36957034,24278570,30857315,14442555,11492027
2025-09-22,7140835.69,97.203,600504.1,155804.39,197505.07,61800.64,391572.03,50678027,26500224,28231951,12263955,15131531
2025-09-29,6567650.93,97.154,191533.16,52777.96,202425.56,78449.33,168358.68,15856266,8829671,27378588,15931236,6491525
2025-10-06,7183246.4,95.936,663954.15,155336.35,106244.26,81596.38,136375.96,56212567,25755587,14642950,16106743,5305005
2025-10-13,6980396.57,97.648,569667.64,153459.51,83192.41,64589.85,163583.25,47165419,25567372,11715129,12764298,6723925
2025-10-20,7028395.88,99.034,527775.03,121938.1,76126.16,76388.22,322420.35,45174971,20975332,10674850,15740522,12299730
2025-10-27,7103637.33,99.173,591531.97,153981.29,91517.2,77435.06,386968.1,51666617,25970021,12793920,16030727,14757478
2025-11-03,6970620.16,99.183,154137.79,55527.1,232465.58,74747.09,153905.52,12648521,9024311,32707922,14882068,5939625
2025-11-10,6578077.37,99.864,145314.49,45303.79,183803.98,78220.91,128022.7,12318617,7498487,26272068,16233095,5007006
2025-11-17,6810476.72,99.013,162947.06,53509.75,177830.83,67575.56,181804.22,13695027,8678547,25231070,14273503,7238466
2025-11-24,8228488.46,98.146,131493.93,42186.96,95800.41,169038.28,183567.65,11285605,7001335,13658668,34295331,7389544
2025-12-01,7404626.38,99.617,670319.52,47249.31,93144.3,161259.09,185045.03,58698987,8184965,13228522,32858404,7504456
2025-12-08,7094099.54,101.677,600791.85,44183.03,235752.32,163729.49,164894.94,49411695,7656807,33180360,32698791,6676634
2025-12-15,7460009.64,103.058,552101.49,39579.47,245736.38,68707.39,125123.29,47550343,6809685,35627209,14091283,5093706
2025-12-22,8344492.25,102.668,569975.6,44972.76,174449.62,53422.3,135637.83,49092474,7574875,23847262,10868457,5153030
