DATE,revenue,competitor_index,tv_S,ooh_S,social_S,display_S,search_S,tv_I,ooh_I,social_I,display_I,search_I
2023-06-19,6592572.26,101.493,141557.46,43786.44,78433.48,75987.01,149797.0,11833401,6578327,10915185,14373545,5767810
2023-06-26,6064371.06,101.398,147441.24,38870.82,78627.66,71873.32,174349.09,11849483,6261581,10999043,14007949,6949118
2023-07-03,6663793.91,102.683,613405.3,159888.69,69714.6,76490.29,172524.21,48657984,24948304,9557516,14709193,6519688
2023-07-10,6729338.99,103.238,732723.42,175433.5,65450.31,63287.59,187326.39,57416348,27320379,8960511,12169275,7376530
2023-07-17,6917603.41,101.995,581470.57,160600.02,71590.34,54349.39,185475.8,46966214,25077365,10563740,10373543,7359424
2023-07-24,7247962.45,101.099,569463.86,137400.32,75943.53,77345.17,186723.44,45911108,21723867,10524546,14245008,7310474
2023-07-31,6861688.26,99.473,141926.05,43216.19,79501.07,81390.62,160404.66,11252466,6878590,11399634,15082384,6238990
2023-08-07,6597124.25,100.006,143106.9,43806.57,67259.9,143433.86,147990.2,11732653,6780726,9464911,26652493,5672435
2023-08-14,6318372.78,99.123,152203.61,48974.0,76011.91,138770.75,145031.36,12393635,7513430,10595201,26159151,5629984
2023-08-21,6332878.94,100.205,174295.22,45034.78,63077.1,127493.64,155605.7,14216053,7254057,9155206,24293540,6057485
2023-08-28,6264779.78,98.672,125925.56,41048.75,226780.42,76992.72,340382.65,10045041,6380775,31618712,14514629,13602294
2023-09-04,6317035.52,101.789,143820.62,147292.77,182300.46,57677.8,276750.19,11216327,23159629,25926026,10879883,10944417
2023-09-11,5920870.69,99.547,106637.58,137551.81,172280.65,68815.7,154959.67,8288906,21962595,23665546,12664058,5826517
2023-09-18,5888188.8,98.066,116536.83,129949.94,84415.37,68778.52,164472.93,9494165,19412814,12454352,12404405,6617071
2023-09-25,5872197.97,99.786,146063.27,142818.52,78356.53,146853.54,185318.61,11793209,21743375,11437646,28946302,7487437
2023-10-02,5819705.29,99.683,110235.88,34122.3,69056.38,153141.69,153560.91,8955770,5304844,9794414,28625319,6021600
2023-10-09,5945300.71,97.279,149183.64,50226.67,95786.98,148365.59,153319.93,12376411,8053500,13435858,27889541,5972790
2023-10-16,5881437.89,98.927,167940.11,53415.63,70757.73,73226.92,152251.69,13950210,8268900,9512064,14429062,5835112
2023-10-23,5522607.09,98.892,128700.8,39945.44,82375.63,78732.54,180982.7,10700714,5942808,11780302,14744721,6971153
2023-10-30,6159008.38,99.198,523798.72,40513.97,73124.76,78088.98,131966.64,42562235,6482729,10900538,15168075,5243667
2023-11-06,6635985.87,96.77,572724.35,162211.66,85733.36,131908.03,170879.59,45798314,26094197,12466632,26143709,7016797
2023-11-13,6800377.16,95.314,536519.25,130595.57,214491.43,134895.04,138771.7,43822816,20252702,30736711,25896376,5473876
2023-11-20,8233401.24,96.869,568082.27,188085.29,180366.15,147659.57,154607.12,46084930,31192621,26344912,29199856,5900584
2023-11-27,7158952.47,96.725,131090.64,135749.09,179852.16,69688.49,177117.5,10631081,22113316,26645157,13027069,6993020
2023-12-04,7042728.85,95.24,159108.74,40172.17,90006.47,72508.56,153597.56,12558348,6377228,12826901,14109347,6112502
2023-12-11,6651118.93,97.605,148500.91,42505.08,80696.52,51697.98,158917.3,12011995,6641971,11173502,9639675,6174725
2023-12-18,6713100.57,98.346,141783.62,38354.57,87427.57,67330.51,299428.34,11371449,5934407,12732839,13162936,11825498
2023-12-25,7630465.99,101.124,108262.43,36856.11,81780.8,73562.72,279871.05,8929365,5776693,12022636,13935977,11039877
2024-01-01,6649130.05,97.774,131030.39,42644.1,89453.28,66627.4,184372.35,11087137,6563508,12935736,12941630,7350309
2024-01-08,6868037.78,98.802,143655.14,41065.67,84450.02,65515.63,155318.43,11790739,6407595,12363314,12519579,6105261
2024-01-15,6877285.61,98.694,155830.68,45197.37,74321.03,53412.87,163228.94,12241553,6899343,10549001,10170526,6706665
2024-01-22,7048953.51,99.878,527173.88,37987.5,94814.11,79220.59,152767.94,44044342,5664845,13867651,14752365,5885180
2024-01-29,7435603.34,97.617,615866.22,37613.69,78425.85,70590.92,158183.11,50485699,5847222,10982296,13372221,6204684
2024-02-05,8076180.58,97.129,634643.59,39917.1,199727.94,63591.23,333541.0,49140819,6234930,29262818,11822874,12835094
2024-02-12,7902958.36,96.531,531003.97,48806.91,203832.28,62673.35,345957.19,44343250,7774132,29186390,12131001,13510233
2024-02-19,7335530.56,99.592,156344.86,44103.74,228350.85,73436.47,143968.97,12354281,6953378,33350716,14387432,5692488
2024-02-26,7296749.06,98.81,139799.66,35005.1,72129.8,77238.67,151616.38,11895135,5447102,9950090,14580462,5840123
2024-03-04,7194851.64,100.592,124718.18,34962.46,198635.85,64929.53,165135.78,9955727,5424254,27263220,12952698,6256557
2024-03-11,7105060.19,101.396,142134.21,38792.45,194682.87,56727.7,156124.19,11401754,6047427,27677460,11027482,6206474
2024-03-18,7648851.89,98.211,671745.58,49917.84,191663.72,70769.94,161050.49,55021108,7965812,28010804,13137557,6264649
2024-03-25,7630858.88,94.744,600141.38,162585.52,69595.7,61153.29,151763.04,49094852,27040398,10160570,11333356,6163805
2024-04-01,7593878.66,94.224,573301.37,179434.02,57131.48,65501.07,164918.01,46571181,28793471,8118783,12691419,6664426
2024-04-08,7369422.6,97.095,633797.98,199099.16,72014.09,64359.89,155012.86,52109776,30569608,9711013,12301452,5782929
2024-04-15,7111570.07,99.4,156075.06,174575.64,88305.54,58361.17,129059.73,12414061,27087718,12660065,11404887,4886866
2024-04-22,7059627.34,98.282,146533.88,45151.65,77655.76,183042.95,144835.56,12195035,6762131,11214846,35373790,5551668
2024-04-29,7152540.17,100.803,114060.73,41506.78,186869.53,135545.43,169012.62,9240074,6817656,26956856,25733837,6979371
2024-05-06,6991705.18,101.26,104815.3,33742.99,191843.86,185717.72,211350.33,8638705,5338767,26866610,36390218,7962950
2024-05-13,7498363.09,100.19,116983.52,36525.68,217537.87,60154.57,148583.38,9497075,5793143,31256234,11726034,5971842
2024-05-20,6512154.48,100.837,174670.1,40692.85,77279.29,64902.73,131310.37,13752670,6334328,10761449,12301184,5101476
2024-05-27,6878119.44,100.968,155197.95,47820.83,75703.73,66705.15,171704.03,12587631,7281002,10960650,13192674,6475138
2024-06-03,6696777.16,102.401,117758.74,34625.6,83211.78,70177.78,204547.78,9672350,5306693,11587073,13251253,8228383
2024-06-10,6638068.85,102.889,156640.91,45847.86,88915.52,59304.61,149264.75,12912208,7190313,12803510,11108119,5720817
2024-06-17,6749347.56,98.583,119733.17,47792.42,82021.44,83135.38,156955.87,9440079,7678429,11756027,16275655,6200978
2024-06-24,6504052.22,100.086,145407.25,37568.86,80401.39,65710.26,156780.77,11376296,5979212,11495254,12228166,6303773
2024-07-01,6819181.23,99.846,158994.22,42960.15,160993.25,81741.75,184513.06,12862711,6893079,23467348,14706334,7645491
2024-07-08,6432754.1,101.243,139871.56,37814.76,161840.23,74601.31,131334.91,11211273,6088159,22904574,14462506,5054872
2024-07-15,6487165.45,101.9,156482.14,39976.51,196740.53,67243.67,174970.03,12395151,6302479,27389084,12823701,6728384
2024-07-22,6325808.09,101.463,157741.65,47917.03,73299.07,61737.29,161734.32,12687521,7751225,10553122,11463328,6428994
2024-07-29,6579694.26,102.863,115292.06,31788.42,73291.41,71269.11,160237.43,9542360,4943129,10203976,13849858,6504374
2024-08-05,5832890.55,103.013,140084.34,42842.02,80431.27,71145.6,157651.96,11544925,6902852,11469355,13500340,6186967
2024-08-12,6226467.7,102.29,149965.68,43728.46,85033.57,61607.37,172580.52,11865434,6929703,12083453,11546567,6965049
2024-08-19,6239108.81,101.601,132718.26,44579.94,272500.93,66648.88,178656.55,10265580,7010892,39807765,12431414,7122524
2024-08-26,5997077.52,101.498,119596.96,31946.29,175556.54,73379.64,139270.09,9999828,4813715,24882934,14065231,5338703
2024-09-02,6017045.62,101.081,168469.6,41240.31,200285.28,76982.4,156169.56,13276442,6404441,28490652,14532696,6023667
2024-09-09,6576466.76,101.09,581829.3,46747.29,103154.01,66851.69,174578.19,46785733,7609496,15190049,12630827,7176444
2024-09-16,6486910.6,100.095,525279.34,124241.55,71544.02,66354.79,140407.63,41532165,19477571,9984859,12501606,5544038
2024-09-23,6404227.94,100.446,505373.66,146917.33,83899.89,61424.16,176989.76,41153336,22736311,12176144,11443166,7142414
2024-09-30,6983775.76,97.583,559850.33,171066.04,68976.82,58262.79,363453.87,44144740,26361025,10142988,10990875,14634621
2024-10-07,6692235.64,97.013,162522.53,145231.53,90534.61,75468.58,331935.61,12961532,22692899,12390044,14518174,12954880
2024-10-14,6150092.86,98.461,132766.8,36309.58,71914.05,69314.23,137379.76,10741607,5661779,10226742,12759365,5370709
2024-10-21,6192958.3,99.438,149823.29,46987.62,84091.58,65296.94,145033.39,11995492,7351053,11968557,12501897,5641084
2024-10-28,5747460.73,98.084,146260.37,37701.77,86277.55,78021.68,152237.72,12296324,5818472,11970119,14913401,6104848
2024-11-04,6362084.85,97.035,137433.24,44387.27,74399.8,74844.34,167466.77,11398777,7027218,10766984,14956176,6635342
2024-11-11,6312629.97,98.578,141428.85,46668.29,66137.74,55115.7,160337.73,10903246,7422454,9637724,10746287,6629684
2024-11-18,6499419.3,99.152,142387.28,42023.19,71120.85,51079.99,159770.51,11623341,6281664,9818334,9729863,5961238
2024-11-25,7892828.75,99.688,504091.47,38600.01,199468.1,67902.99,172889.12,39414664,5945110,28404960,12999796,6956847
2024-12-02,7174306.09,102.268,475576.96,138405.33,208951.18,62784.89,159149.87,38423708,21270699,29895848,11562503,6432934
2024-12-09,6997307.96,101.542,615240.04,152094.43,214774.23,176606.93,156536.82,48152034,23507477,31403804,34281510,5938029
2024-12-16,7715953.81,99.916,673379.86,184806.49,70622.35,136871.29,159825.44,55392250,27757104,9763931,25845621,6249053
2024-12-23,8422459.75,101.83,151755.67,172226.72,92140.33,170563.85,162863.9,12263743,26371024,12966908,33433600,6295817
2024-12-30,7110720.82,101.02,127835.45,39191.07,83000.37,71728.0,314791.52,10390589,6195050,11644308,13063477,12388299
2025-01-06,7559541.13,97.891,142200.57,43013.08,78391.53,58630.66,301566.27,11852671,6637463,10818865,11014378,11624965
2025-01-13,7241232.05,95.938,132938.88,35143.66,72858.08,203623.5,153494.65,10306814,5593273,10385393,39964164,6161180
2025-01-20,7499487.6,96.68,119923.81,34423.78,69821.81,144314.02,160998.57,10134636,5252578,9731710,28377670,6227268
2025-01-27,7310511.03,96.543,125502.92,31544.06,60537.05,159968.6,134769.95,10401606,4878141,8610861,30583874,5422716
2025-02-03,7039641.77,97.738,132441.65,37820.44,73280.05,63446.65,152589.91,11251181,5794148,10539186,11663308,5748835
2025-02-10,7093723.74,100.562,151376.68,174137.83,77491.8,63753.4,148789.03,12678859,26777251,10517238,12087652,5634161
2025-02-17,7296316.87,97.751,123803.55,145848.87,234253.25,59962.98,137110.12,9649755,22661924,32495465,11122115,5696164
2025-02-24,7186523.62,97.712,162654.66,159358.23,213731.94,61397.49,175710.48,12697270,24738872,30255544,11889782,7257607
2025-03-03,7211311.61,99.076,142466.78,148830.04,170557.9,70440.85,151612.14,11888964,22824200,24134468,13671459,5903261
2025-03-10,7382789.68,100.748,655769.99,43702.64,84478.4,54925.98,124035.96,54391846,6755666,11921630,10449433,4883082
2025-03-17,7838768.28,99.298,639967.86,183213.48,68983.89,155121.71,178575.7,51967518,29217934,9931598,30554805,7291214
2025-03-24,7592579.31,101.373,581897.62,139980.28,100308.73,157865.33,164474.22,47393287,21897140,14259318,31017733,6363394
2025-03-31,7332261.68,101.691,577011.29,174875.1,106876.87,159027.29,118918.92,46810960,27042772,14899275,29451638,5035190
2025-04-07,7429274.22,101.035,147746.51,166225.67,82259.97,67007.38,167399.49,12272346,26701664,11981388,13235692,6766416
2025-04-14,7309315.23,98.668,147606.86,37052.74,73977.48,84519.74,164747.51,12170130,5628754,10436386,16304769,6384700
2025-04-21,7183945.3,98.377,155227.55,46694.61,92710.34,67215.35,157458.07,13457124,7454069,12890680,13283000,6359806
2025-04-28,7440383.54,97.979,177695.16,51244.08,83171.57,66111.55,171835.38,14365790,7924871,11497185,12142531,6715299
2025-05-05,7356805.9,100.277,153939.28,42179.61,84185.73,61503.7,308176.18,12933991,6514632,12336946,12136722,12424529
2025-05-12,7716437.96,97.805,172507.8,55796.44,81652.2,185646.81,362039.24,14731242,8882944,11753249,35577090,13641710
2025-05-19,6848338.2,97.608,160062.51,41609.27,73115.28,184453.41,146632.26,13033646,6689190,10297891,34755903,5862424
2025-05-26,7094142.37,95.395,136831.66,39413.39,213596.61,140955.44,159467.16,11483469,6178881,31364338,26940295,6447705
2025-06-02,7446202.8,96.099,607036.26,44418.21,228981.07,59282.82,153163.63,48128241,6719746,31223259,11633224,6235416
2025-06-09,7525080.68,97.459,617573.16,46186.43,203119.84,59318.57,158365.85,49683423,7459147,29129976,11067061,6268211
2025-06-16,7657503.54,96.81,634956.92,43961.65,76185.33,75282.29,153761.3,51547441,6491403,10954849,14049181,6310646
2025-06-23,7542085.92,99.245,546173.97,44601.77,75869.25,68869.24,140724.19,43361365,7272178,10656666,13130743,5339116
2025-06-30,7409933.02,98.886,162722.94,42816.08,86222.0,73149.08,160529.66,13207313,6705590,12497943,14209600,6390647
2025-07-07,7605416.22,98.594,133058.85,42262.29,223243.84,140794.93,313130.71,10566887,6995514,31382835,26505015,12523163
2025-07-14,7318050.18,99.223,139877.26,40875.79,191502.42,156964.44,333165.71,11610706,6610900,27776825,30730030,12667383
2025-07-21,7555005.98,96.676,617727.78,44073.8,171097.69,158125.26,135418.56,48142473,7002118,24369023,30152452,5447575
2025-07-28,7575907.82,96.97,582605.51,142988.92,82903.03,76329.43,169522.06,48934194,22381967,11320731,14298550,7180874
2025-08-04,7313834.83,97.761,515280.12,144286.36,76190.39,60803.89,136390.43,40207475,22862230,10812818,11188859,5403369
2025-08-11,7395040.09,99.639,489773.39,122318.04,202323.0,115042.1,136486.27,39078767,18884529,28134267,22623765,5402820
2025-08-18,6753878.93,102.581,134148.63,130081.21,248820.93,152758.88,146290.55,11212684,19961744,35168462,29959747,5850577
2025-08-25,6629417.12,101.31,131260.7,39232.45,232504.13,179916.28,174211.8,10847666,6626881,33327399,34679694,6753632
2025-09-01,6530816.79,101.803,184291.06,52823.48,62828.72,82975.31,157417.81,14026672,8075100,9382221,15958816,6034728
2025-09-08,6480634.8,102.742,503573.09,35202.62,70905.96,52046.84,154562.64,41019266,5344723,10063744,9911161,6066282
2025-09-15,6536571.48,102.59,481392.85,146332.31,79402.17,71301.86,162039.36,39107392,23809445,11350688,12678697,6282042
2025-09-22,7051703.62,99.317,742598.25,224703.87,64732.05,73925.73,145795.99,61674283,35182407,9293867,13993233,5670455
2025-09-29,6837481.07,98.499,467038.79,144781.28,156321.82,162164.33,156735.64,38807177,23039889,21426561,30344890,6343795
2025-10-06,6610497.59,99.687,132862.3,157408.82,187852.43,150031.08,167389.77,10833746,24556548,26571186,29426029,6581963
2025-10-13,6800227.49,99.269,151365.76,42765.91,185805.35,167475.94,155400.51,12229587,6625190,27395331,30406404,6217228
2025-10-20,6645322.68,100.402,571509.66,34831.2,75574.97,66806.22,137108.82,45577066,5399533,11062995,12510840,5424264
2025-10-27,6762812.1,101.348,592140.47,41115.07,80797.26,80765.14,185639.97,47053665,6477165,10927531,14984652,7384611
2025-11-03,7143983.23,101.087,686496.71,47080.89,180017.02,62407.84,328802.59,55320853,7211971,25115361,11548612,12880828
2025-11-10,7205645.15,100.442,754772.1,44485.96,190267.17,83675.18,276838.46,59553732,7116641,28011595,16055267,10859123
2025-11-17,6853992.59,100.151,146419.74,43290.01,191512.85,158199.85,144835.82,11911200,6776184,29174868,29729276,5685073
2025-11-24,8256018.3,100.176,148956.73,40050.69,87770.66,148085.85,223519.08,11887238,6252764,12378380,27180684,8613157
2025-12-01,7261833.13,99.601,549572.2,44396.36,153939.06,179630.04,162138.53,43917327,6701243,22158312,33872250,6407649
2025-12-08,7732544.89,98.159,534526.19,40692.07,204818.94,67487.46,294482.41,41555317,6417909,29588073,12839702,11322630
2025-12-15,7652426.71,99.585,540339.27,41523.76,155502.6,74611.15,274211.14,44389895,6721023,21417233,14040632,11033189
2025-12-22,8748155.92,99.558,584088.81,44142.3,64929.88,71935.87,136456.75,46491455,7004484,9679262,14507195,5269778
