date,population,revenue,competitor_index,tv_spend,tv_impressions,ooh_spend,ooh_impressions,social_spend,social_impressions,display_spend,display_impressions,search_spend,search_impressions
2024-08-12,50000000,6226467.7,102.29,149965.68,11865434,43728.46,6929703,85033.57,12083453,61607.37,11546567,172580.52,6965049
2024-08-19,50000000,6239108.81,101.601,132718.26,10265580,44579.94,7010892,272500.93,39807765,66648.88,12431414,178656.55,7122524
2024-08-26,50000000,5997077.52,101.498,119596.96,9999828,31946.29,4813715,175556.54,24882934,73379.64,14065231,139270.09,5338703
2024-09-02,50000000,6017045.62,101.081,168469.6,13276442,41240.31,6404441,200285.28,28490652,76982.4,14532696,156169.56,6023667
2024-09-09,50000000,6576466.76,101.09,581829.3,46785733,46747.29,7609496,103154.01,15190049,66851.69,12630827,174578.19,7176444
2024-09-16,50000000,6486910.6,100.095,525279.34,41532165,124241.55,19477571,71544.02,9984859,66354.79,12501606,140407.63,5544038
2024-09-23,50000000,6404227.94,100.446,505373.66,41153336,146917.33,22736311,83899.89,12176144,61424.16,11443166,176989.76,7142414
2024-09-30,50000000,6983775.76,97.583,559850.33,44144740,171066.04,26361025,68976.82,10142988,58262.79,10990875,363453.87,14634621
2024-10-07,50000000,6692235.64,97.013,162522.53,12961532,145231.53,22692899,90534.61,12390044,75468.58,14518174,331935.61,12954880
2024-10-14,50000000,6150092.86,98.461,132766.8,10741607,36309.58,5661779,71914.05,10226742,69314.23,12759365,137379.76,5370709
2024-10-21,50000000,6192958.3,99.438,149823.29,11995492,46987.62,7351053,84091.58,11968557,65296.94,12501897,145033.39,5641084
2024-10-28,50000000,5747460.73,98.084,146260.37,12296324,37701.77,5818472,86277.55,11970119,78021.68,14913401,152237.72,6104848
2024-11-04,50000000,6362084.85,97.035,137433.24,11398777,44387.27,7027218,74399.8,10766984,74844.34,14956176,167466.77,6635342
2024-11-11,50000000,6312629.97,98.578,141428.85,10903246,46668.29,7422454,66137.74,9637724,55115.7,10746287,160337.73,6629684
2024-11-18,50000000,6499419.3,99.152,142387.28,11623341,42023.19,6281664,71120.85,9818334,51079.99,9729863,159770.51,5961238
2024-11-25,50000000,7892828.75,99.688,504091.47,39414664,38600.01,5945110,199468.1,28404960,67902.99,12999796,172889.12,6956847
2024-12-02,50000000,7174306.09,102.268,475576.96,38423708,138405.33,21270699,208951.18,29895848,62784.89,11562503,159149.87,6432934
2024-12-09,50000000,6997307.96,101.542,615240.04,48152034,152094.43,23507477,214774.23,31403804,176606.93,34281510,156536.82,5938029
2024-12-16,50000000,7715953.81,99.916,673379.86,55392250,184806.49,27757104,70622.35,9763931,136871.29,25845621,159825.44,6249053
2024-12-23,50000000,8422459.75,101.83,151755.67,12263743,172226.72,26371024,92140.33,12966908,170563.85,33433600,162863.9,6295817
2024-12-30,50000000,7110720.82,101.02,127835.45,10390589,39191.07,6195050,83000.37,11644308,71728.0,13063477,314791.52,12388299
2025-01-06,50000000,7559541.13,97.891,142200.57,11852671,43013.08,6637463,78391.53,10818865,58630.66,11014378,301566.27,11624965
2025-01-13,50000000,7241232.05,95.938,132938.88,10306814,35143.66,5593273,72858.08,10385393,203623.5,39964164,153494.65,6161180
2025-01-20,50000000,7499487.6,96.68,119923.81,10134636,34423.78,5252578,69821.81,9731710,144314.02,28377670,160998.57,6227268
2025-01-27,50000000,7310511.03,96.543,125502.92,10401606,31544.06,4878141,60537.05,8610861,159968.6,30583874,134769.95,5422716
2025-02-03,50000000,7039641.77,97.738,132441.65,11251181,37820.44,5794148,73280.05,10539186,63446.65,11663308,152589.91,5748835
2025-02-10,50000000,7093723.74,100.562,151376.68,12678859,174137.83,26777251,77491.8,10517238,63753.4,12087652,148789.03,5634161
2025-02-17,50000000,7296316.87,97.751,123803.55,9649755,145848.87,22661924,234253.25,32495465,59962.98,11122115,137110.12,5696164
2025-02-24,50000000,7186523.62,97.712,162654.66,12697270,159358.23,24738872,213731.94,30255544,61397.49,11889782,175710.48,7257607
2025-03-03,50000000,7211311.61,99.076,142466.78,11888964,148830.04,22824200,170557.9,24134468,70440.85,13671459,151612.14,5903261
2025-03-10,50000000,7382789.68,100.748,655769.99,54391846,43702.64,6755666,84478.4,11921630,54925.98,10449433,124035.96,4883082
2025-03-17,50000000,7838768.28,99.298,639967.86,51967518,183213.48,29217934,68983.89,9931598,155121.71,30554805,178575.7,7291214
2025-03-24,50000000,7592579.31,101.373,581897.62,47393287,139980.28,21897140,100308.73,14259318,157865.33,31017733,164474.22,6363394
2025-03-31,50000000,7332261.68,101.691,577011.29,46810960,174875.1,27042772,106876.87,14899275,159027.29,29451638,118918.92,5035190
2025-04-07,50000000,7429274.22,101.035,147746.51,12272346,166225.67,26701664,82259.97,11981388,67007.38,13235692,167399.49,6766416
2025-04-14,50000000,7309315.23,98.668,147606.86,12170130,37052.74,5628754,73977.48,10436386,84519.74,16304769,164747.51,6384700
2025-04-21,50000000,7183945.3,98.377,155227.55,13457124,46694.61,7454069,92710.34,12890680,67215.35,13283000,157458.07,6359806
2025-04-28,50000000,7440383.54,97.979,177695.16,14365790,51244.08,7924871,83171.57,11497185,66111.55,12142531,171835.38,6715299
2025-05-05,50000000,7356805.9,100.277,153939.28,12933991,42179.61,6514632,84185.73,12336946,61503.7,12136722,308176.18,12424529
2025-05-12,50000000,7716437.96,97.805,172507.8,14731242,55796.44,8882944,81652.2,11753249,185646.81,35577090,362039.24,13641710
2025-05-19,50000000,6848338.2,97.608,160062.51,13033646,41609.27,6689190,73115.28,10297891,184453.41,34755903,146632.26,5862424
2025-05-26,50000000,7094142.37,95.395,136831.66,11483469,39413.39,6178881,213596.61,31364338,140955.44,26940295,159467.16,6447705
2025-06-02,50000000,7446202.8,96.099,607036.26,48128241,44418.21,6719746,228981.07,31223259,59282.82,11633224,153163.63,6235416
2025-06-09,50000000,7525080.68,97.459,617573.16,49683423,46186.43,7459147,203119.84,29129976,59318.57,11067061,158365.85,6268211
2025-06-16,50000000,7657503.54,96.81,634956.92,51547441,43961.65,6491403,76185.33,10954849,75282.29,14049181,153761.3,6310646
2025-06-23,50000000,7542085.92,99.245,546173.97,43361365,44601.77,7272178,75869.25,10656666,68869.24,13130743,140724.19,5339116
2025-06-30,50000000,7409933.02,98.886,162722.94,13207313,42816.08,6705590,86222.0,12497943,73149.08,14209600,160529.66,6390647
2025-07-07,50000000,7605416.22,98.594,133058.85,10566887,42262.29,6995514,223243.84,31382835,140794.93,26505015,313130.71,12523163
2025-07-14,50000000,7318050.18,99.223,139877.26,11610706,40875.79,6610900,191502.42,27776825,156964.44,30730030,333165.71,12667383
2025-07-21,50000000,7555005.98,96.676,617727.78,48142473,44073.8,7002118,171097.69,24369023,158125.26,30152452,135418.56,5447575
2025-07-28,50000000,7575907.82,96.97,582605.51,48934194,142988.92,22381967,82903.03,11320731,76329.43,14298550,169522.06,7180874
2025-08-04,50000000,7313834.83,97.761,515280.12,40207475,144286.36,22862230,76190.39,10812818,60803.89,11188859,136390.43,5403369
2025-08-11,50000000,7395040.09,99.639,489773.39,39078767,122318.04,18884529,202323.0,28134267,115042.1,22623765,136486.27,5402820
2025-08-18,50000000,6753878.93,102.581,134148.63,11212684,130081.21,19961744,248820.93,35168462,152758.88,29959747,146290.55,5850577
2025-08-25,50000000,6629417.12,101.31,131260.7,10847666,39232.45,6626881,232504.13,33327399,179916.28,34679694,174211.8,6753632
2025-09-01,50000000,6530816.79,101.803,184291.06,14026672,52823.48,8075100,62828.72,9382221,82975.31,15958816,157417.81,6034728
2025-09-08,50000000,6480634.8,102.742,503573.09,41019266,35202.62,5344723,70905.96,10063744,52046.84,9911161,154562.64,6066282
2025-09-15,50000000,6536571.48,102.59,481392.85,39107392,146332.31,23809445,79402.17,11350688,71301.86,12678697,162039.36,6282042
2025-09-22,50000000,7051703.62,99.317,742598.25,61674283,224703.87,35182407,64732.05,9293867,73925.73,13993233,145795.99,5670455
2025-09-29,50000000,6837481.07,98.499,467038.79,38807177,144781.28,23039889,156321.82,21426561,162164.33,30344890,156735.64,6343795
2025-10-06,50000000,6610497.59,99.687,132862.3,10833746,157408.82,24556548,187852.43,26571186,150031.08,29426029,167389.77,6581963
2025-10-13,50000000,6800227.49,99.269,151365.76,12229587,42765.91,6625190,185805.35,27395331,167475.94,30406404,155400.51,6217228
2025-10-20,50000000,6645322.68,100.402,571509.66,45577066,34831.2,5399533,75574.97,11062995,66806.22,12510840,137108.82,5424264
2025-10-27,50000000,6762812.1,101.348,592140.47,47053665,41115.07,6477165,80797.26,10927531,80765.14,14984652,185639.97,7384611
2025-11-03,50000000,7143983.23,101.087,686496.71,55320853,47080.89,7211971,180017.02,25115361,62407.84,11548612,328802.59,12880828
2025-11-10,50000000,7205645.15,100.442,754772.1,59553732,44485.96,7116641,190267.17,28011595,83675.18,16055267,276838.46,10859123
2025-11-17,50000000,6853992.59,100.151,146419.74,11911200,43290.01,6776184,191512.85,29174868,158199.85,29729276,144835.82,5685073
2025-11-24,50000000,8256018.3,100.176,148956.73,11887238,40050.69,6252764,87770.66,12378380,148085.85,27180684,223519.08,8613157
2025-12-01,50000000,7261833.13,99.601,549572.2,43917327,44396.36,6701243,153939.06,22158312,179630.04,33872250,162138.53,6407649
2025-12-08,50000000,7732544.89,98.159,534526.19,41555317,40692.07,6417909,204818.94,29588073,67487.46,12839702,294482.41,11322630
2025-12-15,50000000,7652426.71,99.585,540339.27,44389895,41523.76,6721023,155502.6,21417233,74611.15,14040632,274211.14,11033189
2025-12-22,50000000,8748155.92,99.558,584088.81,46491455,44142.3,7004484,64929.88,9679262,71935.87,14507195,136456.75,5269778
